"consent","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift","rt","responses","button_pressed","key_press","like","value","connected","gems","bombs","no_reward","GemPrChosen","BombPrChosen","GainOverPainPr_0","GainOverPainPr_1","GainOverPainPr_2","GainOverPainPr_3","LosePr_0","LosePr_1","LosePr_2","LosePr_3","WinPr_0","WinPr_1","WinPr_2","WinPr_3","Q0","Q1","Q2","gender","age","ethnicity","label","expt_phase","target","respCharCode","respKey","respChoiceNum","respChoice","practice","trial_counter","trial_label","Q0_index"
"GDM/GDM_behavioral_consent_30min_online.html","consent","0","5599","0.0-0.0","05758273","wem/bandit_party_1","A1J8TVICSRC70W","either","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","1","9713","0.0-1.0","05758273","wem/bandit_party_1","A1J8TVICSRC70W","either","2","3095","{""Q0"":""A1J8TVICSRC70W""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","button-response","2","15541","0.0-2.0","05758273","wem/bandit_party_1","A1J8TVICSRC70W","either","2","4819","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","3","22047","0.0-3.0","05758273","wem/bandit_party_1","A1J8TVICSRC70W","either","2","5500","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","4","25536","0.0-4.0","05758273","wem/bandit_party_1","A1J8TVICSRC70W","either","2","3487","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","identification","5","29502","0.0-6.0-0.0","05758273","wem/bandit_party_1","A1J8TVICSRC70W","either","2","3937","","","","4","4","2","","","","","","","","","","","","","","","","","","","","","","","","pre","identification_pre","the Democratic Party","","","","","","","",""
"","identification","6","33662","0.0-6.0-1.0","05758273","wem/bandit_party_1","A1J8TVICSRC70W","either","2","3134","","","","1","0","1","","","","","","","","","","","","","","","","","","","","","","","","pre","identification_pre","the Republican party","","","","","","","",""
"","text-replacement","7","38265","0.0-7.0","05758273","wem/bandit_party_1","A1J8TVICSRC70W","either","2","3600","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","8","40379","0.0-8.0","05758273","wem/bandit_party_1","A1J8TVICSRC70W","either","2","2112","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","9","45751","0.0-9.0","05758273","wem/bandit_party_1","A1J8TVICSRC70W","either","2","5371","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","10","47726","0.0-10.0","05758273","wem/bandit_party_1","A1J8TVICSRC70W","either","2","1972","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","11","49401","0.0-11.0","05758273","wem/bandit_party_1","A1J8TVICSRC70W","either","2","1672","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","bandit","12","52322","0.0-12.0-0.0","05758273","wem/bandit_party_1","A1J8TVICSRC70W","either","2","1409","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","",""
"","bandit","13","54560","0.0-13.0-0.0","05758273","wem/bandit_party_1","A1J8TVICSRC70W","either","2","731","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","","","","75","K","0","img/none_selected_demo.jpg","true","0","",""
"","text-replacement","14","57606","0.0-14.0","05758273","wem/bandit_party_1","A1J8TVICSRC70W","either","2","3042","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","15","145157","0.0-15.0","05758273","wem/bandit_party_1","A1J8TVICSRC70W","either","2","87547","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","16","148054","0.0-16.0","05758273","wem/bandit_party_1","A1J8TVICSRC70W","either","2","2893","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","17","150384","0.0-17.0","05758273","wem/bandit_party_1","A1J8TVICSRC70W","either","2","2327","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","bandit","18","152967","0.0-18.0-0.0","05758273","wem/bandit_party_1","A1J8TVICSRC70W","either","2","1074","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","19","154770","0.0-18.0-1.0","05758273","wem/bandit_party_1","A1J8TVICSRC70W","either","2","293","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","20","156531","0.0-18.0-2.0","05758273","wem/bandit_party_1","A1J8TVICSRC70W","either","2","250","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","21","158323","0.0-18.0-3.0","05758273","wem/bandit_party_1","A1J8TVICSRC70W","either","2","281","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","22","160105","0.0-18.0-4.0","05758273","wem/bandit_party_1","A1J8TVICSRC70W","either","2","270","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","23","161837","0.0-18.0-5.0","05758273","wem/bandit_party_1","A1J8TVICSRC70W","either","2","223","","","","","","","0","0","1","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","24","163717","0.0-18.0-6.0","05758273","wem/bandit_party_1","A1J8TVICSRC70W","either","2","372","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","25","165424","0.0-18.0-7.0","05758273","wem/bandit_party_1","A1J8TVICSRC70W","either","2","198","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","26","172429","0.0-18.0-8.0","05758273","wem/bandit_party_1","A1J8TVICSRC70W","either","2","5497","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","27","174812","0.0-18.0-9.0","05758273","wem/bandit_party_1","A1J8TVICSRC70W","either","2","875","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","28","178800","0.0-18.0-10.0","05758273","wem/bandit_party_1","A1J8TVICSRC70W","either","2","2479","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","29","188226","0.0-18.0-11.0","05758273","wem/bandit_party_1","A1J8TVICSRC70W","either","2","7919","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","30","191672","0.0-18.0-12.0","05758273","wem/bandit_party_1","A1J8TVICSRC70W","either","2","1937","","","","","","","0","0","1","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","31","194862","0.0-18.0-13.0","05758273","wem/bandit_party_1","A1J8TVICSRC70W","either","2","1681","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","32","196670","0.0-18.0-14.0","05758273","wem/bandit_party_1","A1J8TVICSRC70W","either","2","299","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","33","198494","0.0-18.0-15.0","05758273","wem/bandit_party_1","A1J8TVICSRC70W","either","2","315","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","34","202634","0.0-18.0-16.0","05758273","wem/bandit_party_1","A1J8TVICSRC70W","either","2","2629","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","35","204278","0.0-18.0-17.0","05758273","wem/bandit_party_1","A1J8TVICSRC70W","either","2","134","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","36","213916","0.0-18.0-18.0","05758273","wem/bandit_party_1","A1J8TVICSRC70W","either","2","8125","","","","","","","0","0","1","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","37","215742","0.0-18.0-19.0","05758273","wem/bandit_party_1","A1J8TVICSRC70W","either","2","315","","","","","","","0","0","1","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","text-replacement","38","223300","0.0-19.0","05758273","wem/bandit_party_1","A1J8TVICSRC70W","either","2","7554","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
