"consent","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift","rt","responses","button_pressed","key_press","like","value","connected","gems","bombs","no_reward","GemPrChosen","BombPrChosen","GainOverPainPr_0","GainOverPainPr_1","GainOverPainPr_2","GainOverPainPr_3","LosePr_0","LosePr_1","LosePr_2","LosePr_3","WinPr_0","WinPr_1","WinPr_2","WinPr_3","Q0","Q1","Q2","gender","age","ethnicity","label","expt_phase","target","respCharCode","respKey","respChoiceNum","respChoice","practice","trial_counter","trial_label","Q0_index"
"GDM/GDM_behavioral_consent_30min_online.html","consent","0","91417","0.0-0.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","1","100361","0.0-1.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","7930","{""Q0"":""A17D65I948OQZM""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","button-response","2","103213","0.0-2.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","1845","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","3","119367","0.0-3.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","15150","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","4","143301","0.0-4.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","23931","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","identification","5","152855","0.0-6.0-0.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","9530","","","","5","1","5","","","","","","","","","","","","","","","","","","","","","","","","pre","identification_pre","the Republican party","","","","","","","",""
"","identification","6","160190","0.0-6.0-1.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","6313","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","pre","identification_pre","the Democratic Party","","","","","","","",""
"","text-replacement","7","174652","0.0-7.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","13459","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","8","183859","0.0-8.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","9205","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","9","197293","0.0-9.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","13430","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","10","202275","0.0-10.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","4980","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","11","207852","0.0-11.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","5575","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","bandit","12","212570","0.0-12.0-0.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","3209","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","",""
"","bandit","13","217001","0.0-13.0-0.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","2925","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","","","","75","K","0","img/none_selected_demo.jpg","true","0","",""
"","text-replacement","14","226308","0.0-14.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","9304","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","15","234115","0.0-15.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","7805","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","16","240764","0.0-16.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","6647","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","17","246555","0.0-17.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","5789","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","bandit","18","249289","0.0-18.0-0.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","1228","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","19","253170","0.0-18.0-1.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","2376","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","20","255705","0.0-18.0-2.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","1029","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","21","258016","0.0-18.0-3.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","807","","","","","","","0","0","1","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","22","260472","0.0-18.0-4.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","949","","","","","","","0","0","1","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","23","262784","0.0-18.0-5.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","805","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","24","265530","0.0-18.0-6.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","1239","","","","","","","0","0","1","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","25","267608","0.0-18.0-7.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","572","","","","","","","0","0","1","0.2","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","","","75","K","1","","true","0","80_20_practice",""
"","bandit","26","269840","0.0-18.0-8.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","726","","","","","","","0","0","1","0.2","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","","","75","K","1","","true","0","80_20_practice",""
"","bandit","27","272008","0.0-18.0-9.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","662","","","","","","","0","0","1","","0.2","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","","","75","K","1","","true","0","80_20_practice",""
"","bandit","28","274096","0.0-18.0-10.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","580","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","29","276289","0.0-18.0-11.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","687","","","","","","","0","0","1","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","30","278608","0.0-18.0-12.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","812","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","31","280936","0.0-18.0-13.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","821","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","32","283024","0.0-18.0-14.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","581","","","","","","","0","0","1","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","33","285040","0.0-18.0-15.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","509","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","34","287337","0.0-18.0-16.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","790","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","35","289528","0.0-18.0-17.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","684","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","36","291608","0.0-18.0-18.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","573","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","37","293768","0.0-18.0-19.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","653","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","text-replacement","38","298419","0.0-19.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","4648","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","bandit","39","301184","0.0-20.0-0.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","1258","","","","","","","1","0","0","1","0","","","","","0","1","","","1","0","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","",""
"","text-replacement","40","307690","0.0-21.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","6503","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","41","312411","0.0-22.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","4718","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","42","317634","0.0-23.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","5220","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","43","322258","0.0-24.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","4621","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","44","334483","0.0-25.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","12222","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","45","340970","0.0-26.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","6485","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","46","345451","0.0-27.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","4478","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","47","351170","0.0-28.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","5717","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","48","357259","0.0-29.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","6085","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","49","359706","0.0-30.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","2444","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","50","367162","0.0-31.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","7453","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","bandit","51","369609","0.0-32.0-0.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","941","","","","","","","0","0","1","0.2","","0.5","0.5","0.5","0.5","","","","","0.8","0.2","0.6","0.2","","","","","","","","","","74","J","1","","true","0","full_practice",""
"","bandit","52","371976","0.0-32.0-1.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","859","","","","","","","0","0","1","","0.2","0.5","0.5","0.5","0.5","0.8","0.2","0.6","0.2","","","","","","","","","","","","","","74","J","1","","true","0","full_practice",""
"","bandit","53","374295","0.0-32.0-2.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","812","","","","","","","1","0","0","0.8","","0.5","0.5","0.5","0.5","","","","","0.8","0.2","0.6","0.2","","","","","","","","","","72","H","0","img/none_selected.jpg","true","0","full_practice",""
"","bandit","54","376399","0.0-32.0-3.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","598","","","","","","","1","0","0","0.8","","0.5","0.5","0.5","0.5","","","","","0.8","0.2","0.6","0.2","","","","","","","","","","72","H","0","img/none_selected.jpg","true","0","full_practice",""
"","bandit","55","378528","0.0-32.0-4.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","620","","","","","","","0","0","1","","0.8","0.5","0.5","0.5","0.5","0.8","0.2","0.6","0.2","","","","","","","","","","","","","","72","H","0","img/none_selected.jpg","true","0","full_practice",""
"","bandit","56","380561","0.0-32.0-5.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","526","","","","","","","0","1","0","","0.8","0.5","0.5","0.5","0.5","0.8","0.2","0.6","0.2","","","","","","","","","","","","","","72","H","0","img/none_selected.jpg","true","0","full_practice",""
"","bandit","57","382576","0.0-32.0-6.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","508","","","","","","","0","0","1","0.8","","0.5","0.5","0.5","0.5","","","","","0.8","0.2","0.6","0.2","","","","","","","","","","72","H","0","img/none_selected.jpg","true","0","full_practice",""
"","bandit","58","384488","0.0-32.0-7.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","403","","","","","","","0","1","0","","0.8","0.5","0.5","0.5","0.5","0.8","0.2","0.6","0.2","","","","","","","","","","","","","","72","H","0","img/none_selected.jpg","true","0","full_practice",""
"","bandit","59","386496","0.0-32.0-8.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","502","","","","","","","0","0","1","0.8","","0.5","0.5","0.5","0.5","","","","","0.8","0.2","0.6","0.2","","","","","","","","","","72","H","0","img/none_selected.jpg","true","0","full_practice",""
"","bandit","60","388351","0.0-32.0-9.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","349","","","","","","","1","0","0","0.6","","0.5","0.5","0.5","0.5","","","","","0.8","0.2","0.6","0.2","","","","","","","","","","75","K","2","","true","0","full_practice",""
"","bandit","61","390255","0.0-32.0-10.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","397","","","","","","","1","0","0","0.6","","0.5","0.5","0.5","0.5","","","","","0.8","0.2","0.6","0.2","","","","","","","","","","75","K","2","","true","0","full_practice",""
"","bandit","62","392113","0.0-32.0-11.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","351","","","","","","","0","0","1","","0.6","0.5","0.5","0.5","0.5","0.8","0.2","0.6","0.2","","","","","","","","","","","","","","75","K","2","","true","0","full_practice",""
"","bandit","63","393991","0.0-32.0-12.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","372","","","","","","","0","0","1","","0.6","0.5","0.5","0.5","0.5","0.8","0.2","0.6","0.2","","","","","","","","","","","","","","75","K","2","","true","0","full_practice",""
"","bandit","64","395911","0.0-32.0-13.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","414","","","","","","","0","1","0","","0.6","0.5","0.5","0.5","0.5","0.8","0.2","0.6","0.2","","","","","","","","","","","","","","75","K","2","","true","0","full_practice",""
"","bandit","65","397903","0.0-32.0-14.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","485","","","","","","","0","1","0","","0.6","0.5","0.5","0.5","0.5","0.8","0.2","0.6","0.2","","","","","","","","","","","","","","75","K","2","","true","0","full_practice",""
"","bandit","66","399839","0.0-32.0-15.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","429","","","","","","","1","0","0","0.6","","0.5","0.5","0.5","0.5","","","","","0.8","0.2","0.6","0.2","","","","","","","","","","75","K","2","","true","0","full_practice",""
"","bandit","67","401863","0.0-32.0-16.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","517","","","","","","","0","0","1","","0.6","0.5","0.5","0.5","0.5","0.8","0.2","0.6","0.2","","","","","","","","","","","","","","75","K","2","","true","0","full_practice",""
"","bandit","68","404488","0.0-32.0-17.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","1118","","","","","","","1","0","0","0.6","","0.5","0.5","0.5","0.5","","","","","0.8","0.2","0.6","0.2","","","","","","","","","","75","K","2","","true","0","full_practice",""
"","bandit","69","406591","0.0-32.0-18.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","596","","","","","","","0","1","0","","0.6","0.5","0.5","0.5","0.5","0.8","0.2","0.6","0.2","","","","","","","","","","","","","","75","K","2","","true","0","full_practice",""
"","bandit","70","408759","0.0-32.0-19.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","660","","","","","","","1","0","0","0.6","","0.5","0.5","0.5","0.5","","","","","0.8","0.2","0.6","0.2","","","","","","","","","","75","K","2","","true","0","full_practice",""
"","text","71","412186","0.0-33.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","3414","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","72","437658","0.0-34.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","24469","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","73","447113","0.0-35.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","9451","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","74","460642","0.0-36.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","13526","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","75","471698","0.0-37.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","11053","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","76","480857","0.0-38.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","9155","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","survey-multi-choice-replacement","77","488222","0.0-39.0-0.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","7350","","","","","","","","","","","","","","","","","","","","","","","","Money will be added to the pool for <span style='color:red;'>REPUBLICANS</span>","","","","","","","attn_check","","","","","","","","","0"
"","survey-multi-choice-replacement","78","497787","0.0-40.0-0.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","8552","","","","","","","","","","","","","","","","","","","","","","","","Equal amounts of money will be added to the pool for <span style='color:red;'>REPUBLICANS</span> and subtracted from the pool for <span style='color:blue;'>DEMOCRATS</span>","","","","","","","attn_check","","","","","","","","","2"
"","survey-multi-choice-replacement","79","502298","0.0-41.0-0.0","48244897","wem/bandit_party_1","A17D65I948OQZM","either","3","3497","","","","","","","","","","","","","","","","","","","","","","","","No money will be added to either pool","","","","","","","attn_check","","","","","","","","","3"
