"consent","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift","rt","responses","button_pressed","key_press","like","value","connected","gems","bombs","no_reward","GemPrChosen","BombPrChosen","GainOverPainPr_0","GainOverPainPr_1","GainOverPainPr_2","GainOverPainPr_3","LosePr_0","LosePr_1","LosePr_2","LosePr_3","WinPr_0","WinPr_1","WinPr_2","WinPr_3","Q0","Q1","Q2","gender","age","ethnicity","label","expt_phase","target","respCharCode","respKey","respChoiceNum","respChoice","practice","trial_counter","trial_label","Q0_index","view_history"
"GDM/GDM_behavioral_consent_30min_online.html","consent","0","6504","0.0-0.0","14766227","wem/bandit_party_1","A3HAPMZV7CYDY8","either","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","1","9138","0.0-1.0","14766227","wem/bandit_party_1","A3HAPMZV7CYDY8","either","8","1617","{""Q0"":""A3HAPMZV7CYDY8""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","button-response","2","11896","0.0-2.0","14766227","wem/bandit_party_1","A3HAPMZV7CYDY8","either","8","1748","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","3","18207","0.0-3.0","14766227","wem/bandit_party_1","A3HAPMZV7CYDY8","either","8","5304","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","4","20135","0.0-4.0","14766227","wem/bandit_party_1","A3HAPMZV7CYDY8","either","8","1925","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","identification","5","25019","0.0-6.0-0.0","14766227","wem/bandit_party_1","A3HAPMZV7CYDY8","either","8","4868","","","","5","4","5","","","","","","","","","","","","","","","","","","","","","","","","pre","identification_pre","the Republican party","","","","","","","","",""
"","identification","6","30121","0.0-6.0-1.0","14766227","wem/bandit_party_1","A3HAPMZV7CYDY8","either","8","4088","","","","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","pre","identification_pre","the Democratic Party","","","","","","","","",""
"","text-replacement","7","34474","0.0-7.0","14766227","wem/bandit_party_1","A3HAPMZV7CYDY8","either","8","3350","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","8","35144","0.0-8.0","14766227","wem/bandit_party_1","A3HAPMZV7CYDY8","either","8","669","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","9","35635","0.0-9.0","14766227","wem/bandit_party_1","A3HAPMZV7CYDY8","either","8","488","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","10","35948","0.0-10.0","14766227","wem/bandit_party_1","A3HAPMZV7CYDY8","either","8","311","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","11","36362","0.0-11.0","14766227","wem/bandit_party_1","A3HAPMZV7CYDY8","either","8","412","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
