"consent","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift","rt","responses","button_pressed","key_press","like","value","connected","gems","bombs","no_reward","GemPrChosen","BombPrChosen","GainOverPainPr_0","GainOverPainPr_1","GainOverPainPr_2","GainOverPainPr_3","LosePr_0","LosePr_1","LosePr_2","LosePr_3","WinPr_0","WinPr_1","WinPr_2","WinPr_3","Q0","Q1","Q2","gender","age","ethnicity","label","expt_phase","target","respCharCode","respKey","respChoiceNum","respChoice","practice","trial_counter","trial_label","Q0_index"
"GDM/GDM_behavioral_consent_30min_online.html","consent","0","68417","0.0-0.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","1","79369","0.0-1.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","9922","{""Q0"":""A7DTOMSCYFPZA""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","button-response","2","83119","0.0-2.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","2742","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","3","109926","0.0-3.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","25799","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","4","128163","0.0-4.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","18232","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","5","149548","0.0-5.0-0.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","21377","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","identification","6","160715","0.0-6.0-0.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","11127","","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","pre","identification_pre","the Democratic Party","","","","","","","",""
"","identification","7","167288","0.0-6.0-1.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","5523","","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","pre","identification_pre","the Republican party","","","","","","","",""
"","text-replacement","8","177800","0.0-7.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","9509","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","9","188010","0.0-8.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","10205","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","10","202989","0.0-9.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","14967","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","11","212848","0.0-10.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","9855","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","12","218570","0.0-11.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","5717","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","bandit","13","223085","0.0-12.0-0.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","2990","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","",""
"","bandit","14","226585","0.0-13.0-0.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","1982","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","","","","75","K","0","img/none_selected_demo.jpg","true","0","",""
"","text-replacement","15","235217","0.0-14.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","8628","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","16","245019","0.0-15.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","9797","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","17","260845","0.0-16.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","15814","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","18","269178","0.0-17.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","8329","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","bandit","19","271398","0.0-18.0-0.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","706","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","20","273841","0.0-18.0-1.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","919","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","21","276015","0.0-18.0-2.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","651","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","22","278301","0.0-18.0-3.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","766","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","23","280592","0.0-18.0-4.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","771","","","","","","","0","0","1","0.2","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","","","75","K","1","","true","0","80_20_practice",""
"","bandit","24","282599","0.0-18.0-5.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","487","","","","","","","0","0","1","0.2","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","","","75","K","1","","true","0","80_20_practice",""
"","bandit","25","284818","0.0-18.0-6.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","693","","","","","","","0","0","1","0.2","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","","","75","K","1","","true","0","80_20_practice",""
"","bandit","26","287290","0.0-18.0-7.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","936","","","","","","","1","0","0","0.2","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","","","75","K","1","","true","0","80_20_practice",""
"","bandit","27","295743","0.0-18.0-8.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","6932","","","","","","","0","0","1","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","28","297792","0.0-18.0-9.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","531","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","29","299908","0.0-18.0-10.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","591","","","","","","","0","0","1","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","30","302005","0.0-18.0-11.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","570","","","","","","","0","0","1","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","31","304047","0.0-18.0-12.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","521","","","","","","","0","0","1","","0.2","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","","","75","K","1","","true","0","80_20_practice",""
"","bandit","32","305895","0.0-18.0-13.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","324","","","","","","","0","0","1","0.2","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","","","75","K","1","","true","0","80_20_practice",""
"","bandit","33","307877","0.0-18.0-14.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","458","","","","","","","0","0","1","0.2","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","","","75","K","1","","true","0","80_20_practice",""
"","bandit","34","309755","0.0-18.0-15.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","351","","","","","","","0","0","1","","0.2","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","","","75","K","1","","true","0","80_20_practice",""
"","bandit","35","311880","0.0-18.0-16.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","606","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","36","313559","0.0-18.0-17.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","148","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","37","315458","0.0-18.0-18.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","381","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","38","317467","0.0-18.0-19.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","488","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","text-replacement","39","320814","0.0-19.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","3339","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","bandit","40","323034","0.0-20.0-0.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","705","","","","","","","1","0","0","1","0","","","","","0","1","","","1","0","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","",""
"","text-replacement","41","328513","0.0-21.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","5471","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","42","333595","0.0-22.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","5079","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","43","336983","0.0-23.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","3384","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","44","341676","0.0-24.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","4680","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","45","358692","0.0-25.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","17010","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","46","364269","0.0-26.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","5570","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","47","371294","0.0-27.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","7015","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","48","377255","0.0-28.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","5954","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","49","383719","0.0-29.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","6460","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","50","387357","0.0-30.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","3631","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","51","394061","0.0-31.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","6697","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","bandit","52","396603","0.0-32.0-0.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","1023","","","","","","","1","0","0","0.8","","0.5","0.5","0.5","0.5","","","","","0.8","0.2","0.6","0.2","","","","","","","","","","72","H","0","img/none_selected.jpg","true","0","full_practice",""
"","bandit","53","401510","0.0-32.0-1.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","3384","","","","","","","1","0","0","0.8","","0.5","0.5","0.5","0.5","","","","","0.8","0.2","0.6","0.2","","","","","","","","","","72","H","0","img/none_selected.jpg","true","0","full_practice",""
"","bandit","54","403576","0.0-32.0-2.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","544","","","","","","","0","0","1","","0.8","0.5","0.5","0.5","0.5","0.8","0.2","0.6","0.2","","","","","","","","","","","","","","72","H","0","img/none_selected.jpg","true","0","full_practice",""
"","bandit","55","405835","0.0-32.0-3.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","739","","","","","","","1","0","0","0.8","","0.5","0.5","0.5","0.5","","","","","0.8","0.2","0.6","0.2","","","","","","","","","","72","H","0","img/none_selected.jpg","true","0","full_practice",""
"","bandit","56","408104","0.0-32.0-4.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","752","","","","","","","1","0","0","0.2","","0.5","0.5","0.5","0.5","","","","","0.8","0.2","0.6","0.2","","","","","","","","","","74","J","1","","true","0","full_practice",""
"","bandit","57","410193","0.0-32.0-5.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","550","","","","","","","0","0","1","0.2","","0.5","0.5","0.5","0.5","","","","","0.8","0.2","0.6","0.2","","","","","","","","","","74","J","1","","true","0","full_practice",""
"","bandit","58","412334","0.0-32.0-6.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","624","","","","","","","0","0","1","","0.2","0.5","0.5","0.5","0.5","0.8","0.2","0.6","0.2","","","","","","","","","","","","","","74","J","1","","true","0","full_practice",""
"","bandit","59","414844","0.0-32.0-7.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","977","","","","","","","0","0","1","0.2","","0.5","0.5","0.5","0.5","","","","","0.8","0.2","0.6","0.2","","","","","","","","","","74","J","1","","true","0","full_practice",""
"","bandit","60","416906","0.0-32.0-8.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","540","","","","","","","0","0","1","0.6","","0.5","0.5","0.5","0.5","","","","","0.8","0.2","0.6","0.2","","","","","","","","","","75","K","2","","true","0","full_practice",""
"","bandit","61","419347","0.0-32.0-9.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","917","","","","","","","1","0","0","0.6","","0.5","0.5","0.5","0.5","","","","","0.8","0.2","0.6","0.2","","","","","","","","","","75","K","2","","true","0","full_practice",""
"","bandit","62","421338","0.0-32.0-10.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","465","","","","","","","0","0","1","0.6","","0.5","0.5","0.5","0.5","","","","","0.8","0.2","0.6","0.2","","","","","","","","","","75","K","2","","true","0","full_practice",""
"","bandit","63","423334","0.0-32.0-11.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","471","","","","","","","0","0","1","0.6","","0.5","0.5","0.5","0.5","","","","","0.8","0.2","0.6","0.2","","","","","","","","","","75","K","2","","true","0","full_practice",""
"","bandit","64","425434","0.0-32.0-12.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","564","","","","","","","1","0","0","0.2","","0.5","0.5","0.5","0.5","","","","","0.8","0.2","0.6","0.2","","","","","","","","","","76","L","3","","true","0","full_practice",""
"","bandit","65","427504","0.0-32.0-13.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","547","","","","","","","0","1","0","","0.2","0.5","0.5","0.5","0.5","0.8","0.2","0.6","0.2","","","","","","","","","","","","","","76","L","3","","true","0","full_practice",""
"","bandit","66","430842","0.0-32.0-14.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","1814","","","","","","","0","0","1","","0.2","0.5","0.5","0.5","0.5","0.8","0.2","0.6","0.2","","","","","","","","","","","","","","76","L","3","","true","0","full_practice",""
"","bandit","67","433818","0.0-32.0-15.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","1454","","","","","","","0","1","0","","0.8","0.5","0.5","0.5","0.5","0.8","0.2","0.6","0.2","","","","","","","","","","","","","","72","H","0","img/none_selected.jpg","true","0","full_practice",""
"","bandit","68","435916","0.0-32.0-16.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","576","","","","","","","0","1","0","","0.8","0.5","0.5","0.5","0.5","0.8","0.2","0.6","0.2","","","","","","","","","","","","","","72","H","0","img/none_selected.jpg","true","0","full_practice",""
"","bandit","69","438821","0.0-32.0-17.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","1380","","","","","","","1","0","0","0.8","","0.5","0.5","0.5","0.5","","","","","0.8","0.2","0.6","0.2","","","","","","","","","","72","H","0","img/none_selected.jpg","true","0","full_practice",""
"","bandit","70","441348","0.0-32.0-18.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","999","","","","","","","1","0","0","0.8","","0.5","0.5","0.5","0.5","","","","","0.8","0.2","0.6","0.2","","","","","","","","","","72","H","0","img/none_selected.jpg","true","0","full_practice",""
"","bandit","71","443676","0.0-32.0-19.0","40112506","wem/bandit_party_1","A7DTOMSCYFPZA","either","7","748","","","","","","","0","1","0","","0.8","0.5","0.5","0.5","0.5","0.8","0.2","0.6","0.2","","","","","","","","","","","","","","72","H","0","img/none_selected.jpg","true","0","full_practice",""
