"consent","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift","rt","responses","button_pressed","key_press","like","value","connected","gems","bombs","no_reward","GemPrChosen","BombPrChosen","GainOverPainPr_0","GainOverPainPr_1","GainOverPainPr_2","GainOverPainPr_3","LosePr_0","LosePr_1","LosePr_2","LosePr_3","WinPr_0","WinPr_1","WinPr_2","WinPr_3","Q0","Q1","Q2","gender","age","ethnicity","label","expt_phase","target","respCharCode","respKey","respChoiceNum","respChoice","practice","trial_counter","trial_label","Q0_index","view_history"
"GDM/GDM_behavioral_consent_30min_online.html","consent","0","7492","0.0-0.0","14105934","wem/bandit_party_1","A27ZE20JZ3VDUP","either","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","1","40210","0.0-1.0","14105934","wem/bandit_party_1","A27ZE20JZ3VDUP","either","5","31699","{""Q0"":""A27ZE20JZ3VDUP""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","button-response","2","42305","0.0-2.0","14105934","wem/bandit_party_1","A27ZE20JZ3VDUP","either","5","1083","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","3","51225","0.0-3.0","14105934","wem/bandit_party_1","A27ZE20JZ3VDUP","either","5","7911","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","4","62426","0.0-4.0","14105934","wem/bandit_party_1","A27ZE20JZ3VDUP","either","5","11195","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","identification","5","68059","0.0-6.0-0.0","14105934","wem/bandit_party_1","A27ZE20JZ3VDUP","either","5","5590","","","","6","6","6","","","","","","","","","","","","","","","","","","","","","","","","pre","identification_pre","the Democratic Party","","","","","","","","",""
"","identification","6","72712","0.0-6.0-1.0","14105934","wem/bandit_party_1","A27ZE20JZ3VDUP","either","5","3600","","","","3","2","4","","","","","","","","","","","","","","","","","","","","","","","","pre","identification_pre","the Republican party","","","","","","","","",""
"","text-replacement","7","76201","0.0-7.0","14105934","wem/bandit_party_1","A27ZE20JZ3VDUP","either","5","2483","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","8","81153","0.0-8.0","14105934","wem/bandit_party_1","A27ZE20JZ3VDUP","either","5","4948","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","9","87130","0.0-9.0","14105934","wem/bandit_party_1","A27ZE20JZ3VDUP","either","5","5972","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","10","90353","0.0-10.0","14105934","wem/bandit_party_1","A27ZE20JZ3VDUP","either","5","3214","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","11","92601","0.0-11.0","14105934","wem/bandit_party_1","A27ZE20JZ3VDUP","either","5","2244","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","bandit","12","95720","0.0-12.0-0.0","14105934","wem/bandit_party_1","A27ZE20JZ3VDUP","either","5","1596","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","","",""
"","bandit","13","98276","0.0-13.0-0.0","14105934","wem/bandit_party_1","A27ZE20JZ3VDUP","either","5","1040","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","","","","75","K","0","img/none_selected_demo.jpg","true","0","","",""
"","text-replacement","14","100546","0.0-14.0","14105934","wem/bandit_party_1","A27ZE20JZ3VDUP","either","5","2264","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","15","111707","0.0-15.0","14105934","wem/bandit_party_1","A27ZE20JZ3VDUP","either","5","11155","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","16","118069","0.0-16.0","14105934","wem/bandit_party_1","A27ZE20JZ3VDUP","either","5","6356","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","17","120818","0.0-17.0","14105934","wem/bandit_party_1","A27ZE20JZ3VDUP","either","5","2744","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
