"consent","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift","rt","responses","button_pressed","key_press","like","value","connected","gems","bombs","no_reward","GemPrChosen","BombPrChosen","GainOverPainPr_0","GainOverPainPr_1","GainOverPainPr_2","GainOverPainPr_3","LosePr_0","LosePr_1","LosePr_2","LosePr_3","WinPr_0","WinPr_1","WinPr_2","WinPr_3","Q0","Q1","Q2","gender","age","ethnicity","label","expt_phase","target","respCharCode","respKey","respChoiceNum","respChoice","practice","trial_counter","trial_label","Q0_index","view_history"
"GDM/GDM_behavioral_consent_30min_online.html","consent","0","11380","0.0-0.0","15958102","wem/bandit_party_1","AZIDXMX2VZOTZ","either","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","1","19102","0.0-1.0","15958102","wem/bandit_party_1","AZIDXMX2VZOTZ","either","2","6660","{""Q0"":""AZIDXMX2VZOTZ""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","button-response","2","22969","0.0-2.0","15958102","wem/bandit_party_1","AZIDXMX2VZOTZ","either","2","2841","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","3","46494","0.0-3.0","15958102","wem/bandit_party_1","AZIDXMX2VZOTZ","either","2","22515","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","4","57224","0.0-4.0","15958102","wem/bandit_party_1","AZIDXMX2VZOTZ","either","2","10714","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","5","79941","0.0-5.0-0.0","15958102","wem/bandit_party_1","AZIDXMX2VZOTZ","either","2","22699","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","identification","6","92201","0.0-6.0-0.0","15958102","wem/bandit_party_1","AZIDXMX2VZOTZ","either","2","12192","","","","3","3","3","","","","","","","","","","","","","","","","","","","","","","","","pre","identification_pre","the Democratic Party","","","","","","","","",""
"","identification","7","102758","0.0-6.0-1.0","15958102","wem/bandit_party_1","AZIDXMX2VZOTZ","either","2","9507","","","","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","pre","identification_pre","the Republican party","","","","","","","","",""
"","text-replacement","8","122650","0.0-7.0","15958102","wem/bandit_party_1","AZIDXMX2VZOTZ","either","2","18872","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","9","136905","0.0-8.0","15958102","wem/bandit_party_1","AZIDXMX2VZOTZ","either","2","14245","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","10","152277","0.0-9.0","15958102","wem/bandit_party_1","AZIDXMX2VZOTZ","either","2","15365","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","11","157496","0.0-10.0","15958102","wem/bandit_party_1","AZIDXMX2VZOTZ","either","2","5208","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","12","174049","0.0-11.0","15958102","wem/bandit_party_1","AZIDXMX2VZOTZ","either","2","16549","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","bandit","13","183846","0.0-12.0-0.0","15958102","wem/bandit_party_1","AZIDXMX2VZOTZ","either","2","8249","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","","",""
"","bandit","14","188164","0.0-13.0-0.0","15958102","wem/bandit_party_1","AZIDXMX2VZOTZ","either","2","2777","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","","","","75","K","0","img/none_selected_demo.jpg","true","0","","",""
"","text-replacement","15","197659","0.0-14.0","15958102","wem/bandit_party_1","AZIDXMX2VZOTZ","either","2","9488","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","16","209256","0.0-15.0","15958102","wem/bandit_party_1","AZIDXMX2VZOTZ","either","2","11591","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","17","218042","0.0-16.0","15958102","wem/bandit_party_1","AZIDXMX2VZOTZ","either","2","8780","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","18","221412","0.0-17.0","15958102","wem/bandit_party_1","AZIDXMX2VZOTZ","either","2","3366","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","bandit","19","224158","0.0-18.0-0.0","15958102","wem/bandit_party_1","AZIDXMX2VZOTZ","either","2","1198","","","","","","","0","0","1","0.2","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","","","75","K","1","","true","0","80_20_practice","",""
"","bandit","20","226265","0.0-18.0-1.0","15958102","wem/bandit_party_1","AZIDXMX2VZOTZ","either","2","578","","","","","","","0","0","1","","0.2","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","","","75","K","1","","true","0","80_20_practice","",""
"","bandit","21","228047","0.0-18.0-2.0","15958102","wem/bandit_party_1","AZIDXMX2VZOTZ","either","2","232","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice","",""
"","bandit","22","230131","0.0-18.0-3.0","15958102","wem/bandit_party_1","AZIDXMX2VZOTZ","either","2","497","","","","","","","0","0","1","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice","",""
"","bandit","23","232487","0.0-18.0-4.0","15958102","wem/bandit_party_1","AZIDXMX2VZOTZ","either","2","823","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice","",""
"","bandit","24","234457","0.0-18.0-5.0","15958102","wem/bandit_party_1","AZIDXMX2VZOTZ","either","2","423","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice","",""
"","bandit","25","236652","0.0-18.0-6.0","15958102","wem/bandit_party_1","AZIDXMX2VZOTZ","either","2","654","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice","",""
"","bandit","26","239721","0.0-18.0-7.0","15958102","wem/bandit_party_1","AZIDXMX2VZOTZ","either","2","1530","","","","","","","0","0","1","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice","",""
"","bandit","27","241676","0.0-18.0-8.0","15958102","wem/bandit_party_1","AZIDXMX2VZOTZ","either","2","420","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice","",""
"","bandit","28","243787","0.0-18.0-9.0","15958102","wem/bandit_party_1","AZIDXMX2VZOTZ","either","2","591","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice","",""
"","bandit","29","247719","0.0-18.0-10.0","15958102","wem/bandit_party_1","AZIDXMX2VZOTZ","either","2","2398","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice","",""
"","bandit","30","250319","0.0-18.0-11.0","15958102","wem/bandit_party_1","AZIDXMX2VZOTZ","either","2","1060","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice","",""
