06855230,0.6494041588,,0.1387034319,,0.4261870849,,0.6473934842,
06855230,,0.7608835745,,0.2166337036,,0.3223101542,,0.5221866694
06855230,,0.7745567172,,0.3253899216,,0.2541217019,,0.5356292978
06855230,0.8315703218,,0.3003293127,,0.2272043942,,0.5154592071,
06855230,0.8380789219,,0.3839660868,,0.2967729676,,0.4578896037,
06855230,,0.8233568153,,0.3833463511,,0.3211998527,,0.4825789634
06855230,,0.8672840292,,0.3173395401,,0.4190649117,,0.4013658759
06855230,,0.7921451217,,0.3265190876,,0.5253498774,,0.3721769634
06855230,,0.7826569337,,0.4229840653,,0.5552176016,,0.3934089605
06855230,0.7150392401,,0.5107168356,,0.654745146,,0.3360942297,
06855230,,0.6906605055,,0.4383577931,,0.6089063278,,0.4969537907
06855230,,0.6725575113,,0.5487148549,,0.559155858,,0.4760264401
06855230,0.7404599176,,0.7407599438,,0.6464491645,,0.4008761295,
06855230,,0.6751607758,,0.8307131687,,0.6936958995,,0.358486362
06855230,0.6115440925,,0.8114394421,,0.731471075,,0.395258373,
06855230,,0.7019001419,,0.8242397169,,0.6487541525,,0.4197334966
06855230,,0.7017998,,0.8317633157,,0.7654634758,,0.2160816064
06855230,,0.7672473748,,0.8158638682,,0.7160830043,,0.2058632209
06855230,,0.7950219121,,0.8291878069,,0.6856656502,,0.2314559036
06855230,0.8460513568,,0.8665153398,,0.6829400921,,0.1762066147,
06855230,,0.8571228725,,0.8181415858,,0.6849203215,,0.150477598
06855230,,0.8498483749,,0.7731960963,,0.6832197831,,0.1957635407
06855230,,0.887495535,,0.8004626553,,0.6103957523,,0.2193187944
06855230,,0.918231735,,0.7941911222,,0.5485819736,,0.1836328706
06855230,0.9111146318,,0.7100633829,,0.5852935809,,0.1410441375,
06855230,,0.9190640316,,0.6872129375,,0.6097892937,,0.1082593399
06855230,0.9372614837,,0.6798864795,,0.6653335402,,0.1042047793,
06855230,0.9269484959,,0.6812343762,,0.6850825106,,0.1153509117,
06855230,0.9376772981,,0.5305157647,,0.7309016742,,0.1601566248,
06855230,0.8795505253,,0.4713174284,,0.8141980113,,0.09548927903,
06855230,0.8605863748,,0.2938490869,,0.8926711601,,0.09272353297,
06855230,0.757600507,,0.3005160425,,0.8397563013,,0.09547929832,
06855230,,0.7257103923,,0.3661211491,,0.8251988787,,0.08683876107
06855230,,0.5786815464,,0.4614725573,,0.7303528712,,0.08117088791
06855230,,0.4812266686,,0.4597324626,,0.8093673003,,0.09593582107
06855230,,0.4459447539,,0.4294742096,,0.79718131,,0.1392988708
06855230,,0.5737218407,,0.5301274199,,0.8157762275,,0.07673209605
06855230,,0.6008421093,,0.5746889943,,0.7941499978,,0.1078843958
06855230,,0.6076920036,,0.6621100331,,0.7352357368,,0.09731722171
06855230,0.6616622706,,0.6794361822,,0.7920886563,,0.2123509389,
06855230,,0.6945341382,,0.7140523024,,0.8780543775,,0.1265365425
06855230,,0.6833149102,,0.6669732994,,0.9167256642,,0.166138795
06855230,,0.7094953576,,0.5435093165,,0.9407985187,,0.1782339186
06855230,,0.7519468023,,0.6002661395,,0.9000978766,,0.1342945815
06855230,,0.7673203249,,0.5948203474,,0.9190036262,,0.09086288848
06855230,,0.722836051,,0.6230250108,,0.8865788656,,0.06420934006
06855230,,0.7392487755,,0.7239235909,,0.8207935484,,0.02332738683
06855230,,0.7551111279,,0.7715310514,,0.8170742187,,0.03517565614
06855230,,0.6917772817,,0.822179592,,0.7874830355,,0.04466115719
06855230,,0.6689959301,,0.8108951243,,0.8279472521,,0.05053383529
06855230,0.6020608281,,0.7649170446,,0.8426817256,,0.04681033125,
06855230,,0.6583182673,,0.8169848275,,0.8377647656,,0.09308222201
06855230,,0.5419436754,,0.8843577791,,0.8241398149,,0.1397702629
06855230,,0.5717614462,,0.8854515068,,0.7289352116,,0.110287685
06855230,,0.5497935615,,0.8884574585,,0.5895019519,,0.1843384007
06855230,,0.4902645195,,0.8840911236,,0.4622464331,,0.2056752237
06855230,,0.5258365243,,0.864283103,,0.490024734,,0.3410726922
06855230,0.6097664349,,0.7377821737,,0.6182628796,,0.3873695161,
06855230,,0.6016711108,,0.7469541206,,0.6976829826,,0.3281321534
06855230,,0.5544917648,,0.8019510571,,0.675433977,,0.2380439254
06855230,0.6842720067,,0.8943887388,,0.7206550838,,0.2228222105,
06855230,,0.6824345281,,0.8942973556,,0.7184677658,,0.2489253665
06855230,0.7321168219,,0.8829609874,,0.6785259816,,0.2298237489,
06855230,0.8123013145,,0.8175344892,,0.6349383059,,0.1849055857,
06855230,,0.8236121316,,0.7812905168,,0.629769122,,0.2285715909
06855230,,0.8270077233,,0.7848445355,,0.7158950816,,0.2477643906
06855230,,0.7601471472,,0.763143195,,0.6309271871,,0.1801078726
06855230,,0.7567750057,,0.7966751536,,0.617221228,,0.08479184886
06855230,0.6871277649,,0.8534335227,,0.6235929763,,0.06982522498,
06855230,,0.773099018,,0.8915498471,,0.5543620559,,0.05029268469
06855230,0.7412476729,,0.8736989015,,0.5333999135,,0.06413839938,
06855230,0.8080704968,,0.8837551658,,0.5905126671,,0.05155778705,
06855230,0.8270016227,,0.8495494246,,0.6925119087,,0.0232747386,
06855230,,0.7872017979,,0.9127472651,,0.7134745341,,0.04751547773
06855230,0.6167225576,,0.9199060817,,0.8065440948,,0.05282531612,
06855230,0.637182095,,0.8691294168,,0.7849172319,,0.08738729654,
06855230,0.7169911294,,0.9111329321,,0.7818962729,,0.08851312664,
06855230,,0.7446448061,,0.9286966754,,0.7002933386,,0.145228539
06855230,,0.8152221547,,0.9616021792,,0.6510109529,,0.1669860915
06855230,,0.810351938,,0.950571795,,0.6765614865,,0.1922913003
06855230,,0.8895110989,,0.9331160128,,0.5908869344,,0.2407870914
06855230,0.9046816681,,0.9465986336,,0.5267531711,,0.3077898034,
06855230,0.8465278631,,0.9371159138,,0.6168373964,,0.2337579628,
06855230,0.7584930438,,0.8998840018,,0.5733990252,,0.2781329454,
06855230,,0.7727946294,,0.9102188985,,0.4719695616,,0.3013149798
06855230,0.8216594778,,0.9000055418,,0.6941651786,,0.3231836659,
06855230,,0.7833884788,,0.8563468124,,0.5408952125,,0.3986379136
06855230,0.7804426693,,0.7349543302,,0.5438891422,,0.4230151841,
06855230,0.7930928848,,0.7907967515,,0.4294971294,,0.3761858397,
06855230,0.7683039237,,0.7883246469,,0.4928337868,,0.4799086841,
06855230,,0.8072091422,,0.8389096604,,0.5655090935,,0.4558425901
06855230,0.7791444337,,0.8064187158,,0.6154818033,,0.3781515597,
06855230,,0.8498372391,,0.7542368763,,0.7381217307,,0.2858753042
06855230,,0.8440610374,,0.6932487021,,0.7776388333,,0.3914428564
06855230,,0.8092418145,,0.6706070003,,0.8299152283,,0.3800018616
06855230,0.8655172998,,0.6670251336,,0.7697811485,,0.3078584031,
06855230,,0.8735151232,,0.7023758817,,0.7487724405,,0.218486712
06855230,,0.84409386,,0.7036518389,,0.7450583294,,0.2037628256
06855230,0.8089648913,,0.8401346726,,0.7227120129,,0.2400196326,
06855230,,0.7259557377,,0.8640782416,,0.5872141049,,0.3298222115
06855230,,0.6332869741,,0.8232172207,,0.6432213136,,0.3108047587
06855230,0.659443461,,0.8451901448,,0.6009476408,,0.2869381514,
06855230,0.5959971703,,0.8792283932,,0.6120105745,,0.246485708,
06855230,,0.5643630141,,0.8887181638,,0.6821098495,,0.2175667678
06855230,,0.5489079514,,0.8013578166,,0.7228510016,,0.2645808036
06855230,,0.4336033326,,0.7307006529,,0.6639212405,,0.2652424516
06855230,,0.4779201531,,0.7519500851,,0.6237034742,,0.2481661544
