"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift","key_press","expt_phase","target","like","value","connected","gems","bombs","no_reward","GemPrChosen","BombPrChosen","GainOverPainPr_0","GainOverPainPr_1","GainOverPainPr_2","GainOverPainPr_3","LosePr_0","LosePr_1","LosePr_2","LosePr_3","WinPr_0","WinPr_1","WinPr_2","WinPr_3","Q0","Q1","Q2","gender","age","ethnicity","respCharCode","respKey","respChoiceNum","respChoice","practice","trial_counter","trial_label"
"6363","{""Q0"":""A203C9REA20IT3""}","survey-text","0","6368","0.0-0.0","03842623","wem/bandit_either","A203C9REA20IT3","either","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6865","","text","1","14238","0.0-1.0","03842623","wem/bandit_either","A203C9REA20IT3","either","8","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6322","","text","2","20563","0.0-2.0","03842623","wem/bandit_either","A203C9REA20IT3","either","8","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"13263","","text","3","33827","0.0-3.0","03842623","wem/bandit_either","A203C9REA20IT3","either","8","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8413","","text","4","42242","0.0-4.0","03842623","wem/bandit_either","A203C9REA20IT3","either","8","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"27827","","text","5","70069","0.0-5.0","03842623","wem/bandit_either","A203C9REA20IT3","either","8","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8141","","text","6","78211","0.0-6.0","03842623","wem/bandit_either","A203C9REA20IT3","either","8","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3528","","text","7","81741","0.0-7.0","03842623","wem/bandit_either","A203C9REA20IT3","either","8","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6619","","identification","8","88374","0.0-8.0-0.0","03842623","wem/bandit_either","A203C9REA20IT3","either","8","","identification_pre","the village of Zur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5738","","identification","9","95128","0.0-8.0-1.0","03842623","wem/bandit_either","A203C9REA20IT3","either","8","","identification_pre","the village of Nyx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11683","","text","10","107815","0.0-9.0","03842623","wem/bandit_either","A203C9REA20IT3","either","8","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1406","","text","11","109223","0.0-10.0","03842623","wem/bandit_either","A203C9REA20IT3","either","8","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1004","","text","12","110227","0.0-11.0","03842623","wem/bandit_either","A203C9REA20IT3","either","8","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1970","","text","13","112199","0.0-12.0","03842623","wem/bandit_either","A203C9REA20IT3","either","8","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3636","","bandit","14","117344","0.0-13.0-0.0","03842623","wem/bandit_either","A203C9REA20IT3","either","8","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0",""
"855","","bandit","15","119723","0.0-14.0-0.0","03842623","wem/bandit_either","A203C9REA20IT3","either","8","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","75","K","0","img/none_selected_demo.jpg","true","0",""
"6227","","text","16","125951","0.0-15.0","03842623","wem/bandit_either","A203C9REA20IT3","either","8","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5347","","text","17","131300","0.0-16.0","03842623","wem/bandit_either","A203C9REA20IT3","either","8","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5077","","text","18","136379","0.0-17.0","03842623","wem/bandit_either","A203C9REA20IT3","either","8","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4862","","text","19","141243","0.0-18.0","03842623","wem/bandit_either","A203C9REA20IT3","either","8","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"905","","bandit","20","143656","0.0-19.0-0.0","03842623","wem/bandit_either","A203C9REA20IT3","either","8","","","","","","","0","0","1","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"405","","bandit","21","145566","0.0-19.0-1.0","03842623","wem/bandit_either","A203C9REA20IT3","either","8","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
