"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift","key_press","expt_phase","target","like","value","connected","gems","bombs","no_reward","GemPrChosen","BombPrChosen","GainOverPainPr_0","GainOverPainPr_1","GainOverPainPr_2","GainOverPainPr_3","LosePr_0","LosePr_1","LosePr_2","LosePr_3","WinPr_0","WinPr_1","WinPr_2","WinPr_3","Q0","Q1","Q2","gender","age","ethnicity","respCharCode","respKey","respChoiceNum","respChoice","practice","trial_counter","trial_label"
"14666","{""Q0"":""A3JSZTNJ469AF2""}","survey-text","0","14671","0.0-0.0","06597944","wem/bandit_either","A3JSZTNJ469AF2","either","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18726","","text","1","34401","0.0-1.0","06597944","wem/bandit_either","A3JSZTNJ469AF2","either","8","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21497","","text","2","55899","0.0-2.0","06597944","wem/bandit_either","A3JSZTNJ469AF2","either","8","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"50872","","text","3","106772","0.0-3.0","06597944","wem/bandit_either","A3JSZTNJ469AF2","either","8","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"15772","","text","4","122544","0.0-4.0","06597944","wem/bandit_either","A3JSZTNJ469AF2","either","8","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"44774","","text","5","167319","0.0-5.0","06597944","wem/bandit_either","A3JSZTNJ469AF2","either","8","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7795","","text","6","175115","0.0-6.0","06597944","wem/bandit_either","A3JSZTNJ469AF2","either","8","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4803","","text","7","179920","0.0-7.0","06597944","wem/bandit_either","A3JSZTNJ469AF2","either","8","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7693","","identification","8","187629","0.0-8.0-0.0","06597944","wem/bandit_either","A3JSZTNJ469AF2","either","8","","identification_pre","the village of Zur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7489","","identification","9","196133","0.0-8.0-1.0","06597944","wem/bandit_either","A3JSZTNJ469AF2","either","8","","identification_pre","the village of Nyx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14026","","text","10","211161","0.0-9.0","06597944","wem/bandit_either","A3JSZTNJ469AF2","either","8","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4184","","text","11","215346","0.0-10.0","06597944","wem/bandit_either","A3JSZTNJ469AF2","either","8","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2272","","text","12","217619","0.0-11.0","06597944","wem/bandit_either","A3JSZTNJ469AF2","either","8","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3790","","text","13","221410","0.0-12.0","06597944","wem/bandit_either","A3JSZTNJ469AF2","either","8","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4396","","bandit","14","227312","0.0-13.0-0.0","06597944","wem/bandit_either","A3JSZTNJ469AF2","either","8","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0",""
"2388","","bandit","15","231205","0.0-14.0-0.0","06597944","wem/bandit_either","A3JSZTNJ469AF2","either","8","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","75","K","0","img/none_selected_demo.jpg","true","0",""
