"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift","key_press","expt_phase","target","like","value","connected","gems","bombs","no_reward","GemPrChosen","BombPrChosen","GainOverPainPr_0","GainOverPainPr_1","GainOverPainPr_2","GainOverPainPr_3","LosePr_0","LosePr_1","LosePr_2","LosePr_3","WinPr_0","WinPr_1","WinPr_2","WinPr_3","Q0","Q1","Q2","gender","age","ethnicity","respCharCode","respKey","respChoiceNum","respChoice","practice","trial_counter","trial_label"
"1728","{""Q0"":""AAU61MG2R6RH0""}","survey-text","0","1738","0.0-0.0","61388494","wem/bandit_either","AAU61MG2R6RH0","either","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6625","","text","1","9370","0.0-1.0","61388494","wem/bandit_either","AAU61MG2R6RH0","either","8","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"868","","text","2","10242","0.0-2.0","61388494","wem/bandit_either","AAU61MG2R6RH0","either","8","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"467","","text","3","10712","0.0-3.0","61388494","wem/bandit_either","AAU61MG2R6RH0","either","8","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"309","","text","4","11023","0.0-4.0","61388494","wem/bandit_either","AAU61MG2R6RH0","either","8","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1395","","text","5","12421","0.0-5.0","61388494","wem/bandit_either","AAU61MG2R6RH0","either","8","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"508","","text","6","12931","0.0-6.0","61388494","wem/bandit_either","AAU61MG2R6RH0","either","8","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"341","","text","7","13274","0.0-7.0","61388494","wem/bandit_either","AAU61MG2R6RH0","either","8","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4192","","identification","8","17479","0.0-8.0-0.0","61388494","wem/bandit_either","AAU61MG2R6RH0","either","8","","identification_pre","the village of Zur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3190","","identification","9","21694","0.0-8.0-1.0","61388494","wem/bandit_either","AAU61MG2R6RH0","either","8","","identification_pre","the village of Nyx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1326","","text","10","24023","0.0-9.0","61388494","wem/bandit_either","AAU61MG2R6RH0","either","8","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"477","","text","11","24502","0.0-10.0","61388494","wem/bandit_either","AAU61MG2R6RH0","either","8","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"644","","text","12","25146","0.0-11.0","61388494","wem/bandit_either","AAU61MG2R6RH0","either","8","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"524","","text","13","25672","0.0-12.0","61388494","wem/bandit_either","AAU61MG2R6RH0","either","8","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1324","","bandit","14","28508","0.0-13.0-0.0","61388494","wem/bandit_either","AAU61MG2R6RH0","either","8","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0",""
"225","","bandit","15","30305","0.0-14.0-0.0","61388494","wem/bandit_either","AAU61MG2R6RH0","either","8","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","75","K","0","img/none_selected_demo.jpg","true","0",""
"1330","","text","16","31637","0.0-15.0","61388494","wem/bandit_either","AAU61MG2R6RH0","either","8","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"788","","text","17","32426","0.0-16.0","61388494","wem/bandit_either","AAU61MG2R6RH0","either","8","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"861","","text","18","33289","0.0-17.0","61388494","wem/bandit_either","AAU61MG2R6RH0","either","8","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"355","","text","19","33645","0.0-18.0","61388494","wem/bandit_either","AAU61MG2R6RH0","either","8","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"563","","bandit","20","35713","0.0-19.0-0.0","61388494","wem/bandit_either","AAU61MG2R6RH0","either","8","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"350","","bandit","21","37574","0.0-19.0-1.0","61388494","wem/bandit_either","AAU61MG2R6RH0","either","8","","","","","","","0","0","1","0.2","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","75","K","1","","true","0","80_20_practice"
"242","","bandit","22","39323","0.0-19.0-2.0","61388494","wem/bandit_either","AAU61MG2R6RH0","either","8","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"214","","bandit","23","41044","0.0-19.0-3.0","61388494","wem/bandit_either","AAU61MG2R6RH0","either","8","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"715","","bandit","24","43321","0.0-19.0-4.0","61388494","wem/bandit_either","AAU61MG2R6RH0","either","8","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"908","","bandit","25","45736","0.0-19.0-5.0","61388494","wem/bandit_either","AAU61MG2R6RH0","either","8","","","","","","","0","0","1","","0.2","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","75","K","1","","true","0","80_20_practice"
