"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift","key_press","expt_phase","target","like","value","connected","gems","bombs","no_reward","GemPrChosen","BombPrChosen","GainOverPainPr_0","GainOverPainPr_1","GainOverPainPr_2","GainOverPainPr_3","LosePr_0","LosePr_1","LosePr_2","LosePr_3","WinPr_0","WinPr_1","WinPr_2","WinPr_3","Q0","Q1","Q2","gender","age","ethnicity","respCharCode","respKey","respChoiceNum","respChoice","practice","trial_counter","trial_label"
"1470","{""Q0"":""A2DWQF4ZHHBLOW""}","survey-text","0","1478","0.0-0.0","55698530","wem/bandit_either","A2DWQF4ZHHBLOW","either","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12669","","text","1","15151","0.0-1.0","55698530","wem/bandit_either","A2DWQF4ZHHBLOW","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9132","","text","2","24287","0.0-2.0","55698530","wem/bandit_either","A2DWQF4ZHHBLOW","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6770","","text","3","31059","0.0-3.0","55698530","wem/bandit_either","A2DWQF4ZHHBLOW","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5770","","text","4","36831","0.0-4.0","55698530","wem/bandit_either","A2DWQF4ZHHBLOW","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5518","","text","5","42350","0.0-5.0","55698530","wem/bandit_either","A2DWQF4ZHHBLOW","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7009","","text","6","49361","0.0-6.0","55698530","wem/bandit_either","A2DWQF4ZHHBLOW","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9382","","text","7","58745","0.0-7.0","55698530","wem/bandit_either","A2DWQF4ZHHBLOW","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7266","","identification","8","66039","0.0-8.0-0.0","55698530","wem/bandit_either","A2DWQF4ZHHBLOW","either","5","","identification_pre","the village of Zur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4127","","identification","9","71187","0.0-8.0-1.0","55698530","wem/bandit_either","A2DWQF4ZHHBLOW","either","5","","identification_pre","the village of Nyx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8511","","text","10","80699","0.0-9.0","55698530","wem/bandit_either","A2DWQF4ZHHBLOW","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3308","","text","11","84009","0.0-10.0","55698530","wem/bandit_either","A2DWQF4ZHHBLOW","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1425","","text","12","85435","0.0-11.0","55698530","wem/bandit_either","A2DWQF4ZHHBLOW","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
