"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift","key_press","expt_phase","target","like","value","connected","gems","bombs","no_reward","GemPrChosen","BombPrChosen","GainOverPainPr_0","GainOverPainPr_1","GainOverPainPr_2","GainOverPainPr_3","LosePr_0","LosePr_1","LosePr_2","LosePr_3","WinPr_0","WinPr_1","WinPr_2","WinPr_3","Q0","Q1","Q2","gender","age","ethnicity","respCharCode","respKey","respChoiceNum","respChoice","practice","trial_counter","trial_label"
"6740","{""Q0"":""A3135Y3RMFC3PK""}","survey-text","0","6751","0.0-0.0","21775766","wem/bandit_either","A3135Y3RMFC3PK","either","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8949","","text","1","16719","0.0-1.0","21775766","wem/bandit_either","A3135Y3RMFC3PK","either","6","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6396","","text","2","23118","0.0-2.0","21775766","wem/bandit_either","A3135Y3RMFC3PK","either","6","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14857","","text","3","37977","0.0-3.0","21775766","wem/bandit_either","A3135Y3RMFC3PK","either","6","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"16746","","text","4","54727","0.0-4.0","21775766","wem/bandit_either","A3135Y3RMFC3PK","either","6","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"34909","","text","5","89639","0.0-5.0","21775766","wem/bandit_either","A3135Y3RMFC3PK","either","6","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6803","","text","6","96445","0.0-6.0","21775766","wem/bandit_either","A3135Y3RMFC3PK","either","6","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4638","","text","7","101084","0.0-7.0","21775766","wem/bandit_either","A3135Y3RMFC3PK","either","6","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7108","","identification","8","108228","0.0-8.0-0.0","21775766","wem/bandit_either","A3135Y3RMFC3PK","either","6","","identification_pre","the village of Zur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5050","","identification","9","114308","0.0-8.0-1.0","21775766","wem/bandit_either","A3135Y3RMFC3PK","either","6","","identification_pre","the village of Nyx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5315","","text","10","120631","0.0-9.0","21775766","wem/bandit_either","A3135Y3RMFC3PK","either","6","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2476","","text","11","123110","0.0-10.0","21775766","wem/bandit_either","A3135Y3RMFC3PK","either","6","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2427","","text","12","125539","0.0-11.0","21775766","wem/bandit_either","A3135Y3RMFC3PK","either","6","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3949","","text","13","129491","0.0-12.0","21775766","wem/bandit_either","A3135Y3RMFC3PK","either","6","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"831","","bandit","14","131845","0.0-13.0-0.0","21775766","wem/bandit_either","A3135Y3RMFC3PK","either","6","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0",""
"67","","bandit","15","133440","0.0-14.0-0.0","21775766","wem/bandit_either","A3135Y3RMFC3PK","either","6","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","75","K","0","img/none_selected_demo.jpg","true","0",""
"7213","","text","16","140656","0.0-15.0","21775766","wem/bandit_either","A3135Y3RMFC3PK","either","6","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8586","","text","17","149246","0.0-16.0","21775766","wem/bandit_either","A3135Y3RMFC3PK","either","6","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5016","","text","18","154265","0.0-17.0","21775766","wem/bandit_either","A3135Y3RMFC3PK","either","6","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3065","","text","19","157333","0.0-18.0","21775766","wem/bandit_either","A3135Y3RMFC3PK","either","6","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"656","","bandit","20","159504","0.0-19.0-0.0","21775766","wem/bandit_either","A3135Y3RMFC3PK","either","6","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"318","","bandit","21","161346","0.0-19.0-1.0","21775766","wem/bandit_either","A3135Y3RMFC3PK","either","6","","","","","","","0","0","1","0.2","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","75","K","1","","true","0","80_20_practice"
"207","","bandit","22","163062","0.0-19.0-2.0","21775766","wem/bandit_either","A3135Y3RMFC3PK","either","6","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"132","","bandit","23","164728","0.0-19.0-3.0","21775766","wem/bandit_either","A3135Y3RMFC3PK","either","6","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"203","","bandit","24","166459","0.0-19.0-4.0","21775766","wem/bandit_either","A3135Y3RMFC3PK","either","6","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"211","","bandit","25","168194","0.0-19.0-5.0","21775766","wem/bandit_either","A3135Y3RMFC3PK","either","6","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"209","","bandit","26","169928","0.0-19.0-6.0","21775766","wem/bandit_either","A3135Y3RMFC3PK","either","6","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"219","","bandit","27","171682","0.0-19.0-7.0","21775766","wem/bandit_either","A3135Y3RMFC3PK","either","6","","","","","","","0","0","1","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"193","","bandit","28","173404","0.0-19.0-8.0","21775766","wem/bandit_either","A3135Y3RMFC3PK","either","6","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"188","","bandit","29","175101","0.0-19.0-9.0","21775766","wem/bandit_either","A3135Y3RMFC3PK","either","6","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"139","","bandit","30","176757","0.0-19.0-10.0","21775766","wem/bandit_either","A3135Y3RMFC3PK","either","6","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"179","","bandit","31","178460","0.0-19.0-11.0","21775766","wem/bandit_either","A3135Y3RMFC3PK","either","6","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"149","","bandit","32","180128","0.0-19.0-12.0","21775766","wem/bandit_either","A3135Y3RMFC3PK","either","6","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"228","","bandit","33","181884","0.0-19.0-13.0","21775766","wem/bandit_either","A3135Y3RMFC3PK","either","6","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"224","","bandit","34","183644","0.0-19.0-14.0","21775766","wem/bandit_either","A3135Y3RMFC3PK","either","6","","","","","","","0","0","1","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"82","","bandit","35","185263","0.0-19.0-15.0","21775766","wem/bandit_either","A3135Y3RMFC3PK","either","6","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"238","","bandit","36","187017","0.0-19.0-16.0","21775766","wem/bandit_either","A3135Y3RMFC3PK","either","6","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"136","","bandit","37","188671","0.0-19.0-17.0","21775766","wem/bandit_either","A3135Y3RMFC3PK","either","6","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"286","","bandit","38","190474","0.0-19.0-18.0","21775766","wem/bandit_either","A3135Y3RMFC3PK","either","6","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"466","","bandit","39","192458","0.0-19.0-19.0","21775766","wem/bandit_either","A3135Y3RMFC3PK","either","6","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"4972","","text","40","197434","0.0-20.0","21775766","wem/bandit_either","A3135Y3RMFC3PK","either","6","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"838","","bandit","41","199787","0.0-21.0-0.0","21775766","wem/bandit_either","A3135Y3RMFC3PK","either","6","","","","","","","1","0","0","1","0","","","","","0","1","","","1","0","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0",""
"5753","","text","42","205547","0.0-22.0","21775766","wem/bandit_either","A3135Y3RMFC3PK","either","6","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2248","","text","43","207799","0.0-23.0","21775766","wem/bandit_either","A3135Y3RMFC3PK","either","6","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3318","","text","44","211122","0.0-24.0","21775766","wem/bandit_either","A3135Y3RMFC3PK","either","6","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2989","","text","45","214117","0.0-25.0","21775766","wem/bandit_either","A3135Y3RMFC3PK","either","6","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7678","","text","46","221798","0.0-26.0","21775766","wem/bandit_either","A3135Y3RMFC3PK","either","6","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2380","","text","47","224182","0.0-27.0","21775766","wem/bandit_either","A3135Y3RMFC3PK","either","6","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4589","","text","48","228774","0.0-28.0","21775766","wem/bandit_either","A3135Y3RMFC3PK","either","6","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3064","","text","49","231842","0.0-29.0","21775766","wem/bandit_either","A3135Y3RMFC3PK","either","6","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3558","","text","50","235404","0.0-30.0","21775766","wem/bandit_either","A3135Y3RMFC3PK","either","6","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1738","","text","51","237146","0.0-31.0","21775766","wem/bandit_either","A3135Y3RMFC3PK","either","6","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2613","","text","52","239764","0.0-32.0","21775766","wem/bandit_either","A3135Y3RMFC3PK","either","6","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"718","","bandit","53","242011","0.0-33.0-0.0","21775766","wem/bandit_either","A3135Y3RMFC3PK","either","6","","","","","","","1","0","0","0.8","","0.5","0.5","0.5","0.5","","","","","0.8","0.2","0.6","0.2","","","","","","","72","H","0","img/none_selected.jpg","true","0","full_practice"
"307","","bandit","54","243829","0.0-33.0-1.0","21775766","wem/bandit_either","A3135Y3RMFC3PK","either","6","","","","","","","0","0","1","","0.2","0.5","0.5","0.5","0.5","0.8","0.2","0.6","0.2","","","","","","","","","","","74","J","1","","true","0","full_practice"
"422","","bandit","55","245781","0.0-33.0-2.0","21775766","wem/bandit_either","A3135Y3RMFC3PK","either","6","","","","","","","0","0","1","","0.6","0.5","0.5","0.5","0.5","0.8","0.2","0.6","0.2","","","","","","","","","","","75","K","2","","true","0","full_practice"
"323","","bandit","56","247630","0.0-33.0-3.0","21775766","wem/bandit_either","A3135Y3RMFC3PK","either","6","","","","","","","1","0","0","0.2","","0.5","0.5","0.5","0.5","","","","","0.8","0.2","0.6","0.2","","","","","","","76","L","3","","true","0","full_practice"
"630","","bandit","57","249789","0.0-33.0-4.0","21775766","wem/bandit_either","A3135Y3RMFC3PK","either","6","","","","","","","0","1","0","","0.8","0.5","0.5","0.5","0.5","0.8","0.2","0.6","0.2","","","","","","","","","","","72","H","0","img/none_selected.jpg","true","0","full_practice"
