"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift","key_press","expt_phase","target","like","value","connected","gems","bombs","no_reward","GemPrChosen","BombPrChosen","GainOverPainPr_0","GainOverPainPr_1","GainOverPainPr_2","GainOverPainPr_3","LosePr_0","LosePr_1","LosePr_2","LosePr_3","WinPr_0","WinPr_1","WinPr_2","WinPr_3","Q0","Q1","Q2","gender","age","ethnicity","respCharCode","respKey","respChoiceNum","respChoice","practice","trial_counter","trial_label"
"3950","{""Q0"":""A2NOR6R1M1NHGX""}","survey-text","0","3962","0.0-0.0","51022715","wem/bandit_either","A2NOR6R1M1NHGX","either","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6977","","text","1","11953","0.0-1.0","51022715","wem/bandit_either","A2NOR6R1M1NHGX","either","6","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6813","","text","2","18771","0.0-2.0","51022715","wem/bandit_either","A2NOR6R1M1NHGX","either","6","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"28720","","text","3","47495","0.0-3.0","51022715","wem/bandit_either","A2NOR6R1M1NHGX","either","6","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8885","","text","4","56382","0.0-4.0","51022715","wem/bandit_either","A2NOR6R1M1NHGX","either","6","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30148","","text","5","86533","0.0-5.0","51022715","wem/bandit_either","A2NOR6R1M1NHGX","either","6","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3343","","text","6","89879","0.0-6.0","51022715","wem/bandit_either","A2NOR6R1M1NHGX","either","6","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2614","","text","7","92495","0.0-7.0","51022715","wem/bandit_either","A2NOR6R1M1NHGX","either","6","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23611","","identification","8","116138","0.0-8.0-0.0","51022715","wem/bandit_either","A2NOR6R1M1NHGX","either","6","","identification_pre","the village of Zur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4335","","identification","9","121504","0.0-8.0-1.0","51022715","wem/bandit_either","A2NOR6R1M1NHGX","either","6","","identification_pre","the village of Nyx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4877","","text","10","127393","0.0-9.0","51022715","wem/bandit_either","A2NOR6R1M1NHGX","either","6","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2166","","text","11","129562","0.0-10.0","51022715","wem/bandit_either","A2NOR6R1M1NHGX","either","6","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2077","","text","12","131641","0.0-11.0","51022715","wem/bandit_either","A2NOR6R1M1NHGX","either","6","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2998","","text","13","134642","0.0-12.0","51022715","wem/bandit_either","A2NOR6R1M1NHGX","either","6","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1937","","bandit","14","138119","0.0-13.0-0.0","51022715","wem/bandit_either","A2NOR6R1M1NHGX","either","6","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0",""
