"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift","key_press","expt_phase","target","like","value","connected","gems","bombs","no_reward","GemPrChosen","BombPrChosen","GainOverPainPr_0","GainOverPainPr_1","GainOverPainPr_2","GainOverPainPr_3","LosePr_0","LosePr_1","LosePr_2","LosePr_3","WinPr_0","WinPr_1","WinPr_2","WinPr_3","Q0","Q1","Q2","gender","age","ethnicity","respCharCode","respKey","respChoiceNum","respChoice","practice","trial_counter","trial_label"
"7328","{""Q0"":""A3G5IPGLH1IIZN""}","survey-text","0","7348","0.0-0.0","45397727","wem/bandit_either","A3G5IPGLH1IIZN","either","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29901","","text","1","38261","0.0-1.0","45397727","wem/bandit_either","A3G5IPGLH1IIZN","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9789","","text","2","48055","0.0-2.0","45397727","wem/bandit_either","A3G5IPGLH1IIZN","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30861","","text","3","78923","0.0-3.0","45397727","wem/bandit_either","A3G5IPGLH1IIZN","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31610","","text","4","110537","0.0-4.0","45397727","wem/bandit_either","A3G5IPGLH1IIZN","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"24114","","text","5","134655","0.0-5.0","45397727","wem/bandit_either","A3G5IPGLH1IIZN","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9490","","text","6","144150","0.0-6.0","45397727","wem/bandit_either","A3G5IPGLH1IIZN","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6495","","text","7","150649","0.0-7.0","45397727","wem/bandit_either","A3G5IPGLH1IIZN","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8916","","identification","8","159645","0.0-8.0-0.0","45397727","wem/bandit_either","A3G5IPGLH1IIZN","either","7","","identification_pre","the village of Zur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6719","","identification","9","167418","0.0-8.0-1.0","45397727","wem/bandit_either","A3G5IPGLH1IIZN","either","7","","identification_pre","the village of Nyx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4206","","text","10","172630","0.0-9.0","45397727","wem/bandit_either","A3G5IPGLH1IIZN","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2989","","text","11","175627","0.0-10.0","45397727","wem/bandit_either","A3G5IPGLH1IIZN","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3005","","text","12","178637","0.0-11.0","45397727","wem/bandit_either","A3G5IPGLH1IIZN","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"115473","","text","13","294114","0.0-12.0","45397727","wem/bandit_either","A3G5IPGLH1IIZN","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"13707","","bandit","14","309341","0.0-13.0-0.0","45397727","wem/bandit_either","A3G5IPGLH1IIZN","either","7","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0",""
"2427","","bandit","15","313287","0.0-14.0-0.0","45397727","wem/bandit_either","A3G5IPGLH1IIZN","either","7","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","75","K","0","img/none_selected_demo.jpg","true","0",""
