"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift","key_press","expt_phase","target","like","value","connected","gems","bombs","no_reward","GemPrChosen","BombPrChosen","GainOverPainPr_0","GainOverPainPr_1","GainOverPainPr_2","GainOverPainPr_3","LosePr_0","LosePr_1","LosePr_2","LosePr_3","WinPr_0","WinPr_1","WinPr_2","WinPr_3","Q0","Q1","Q2","gender","age","ethnicity","respCharCode","respKey","respChoiceNum","respChoice","practice","trial_counter","trial_label"
"34623","{""Q0"":""AU8YVB738G6C""}","survey-text","0","34629","0.0-0.0","44930780","wem/bandit_either","AU8YVB738G6C","either","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"34953","","text","1","70593","0.0-1.0","44930780","wem/bandit_either","AU8YVB738G6C","either","3","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8016","","text","2","78610","0.0-2.0","44930780","wem/bandit_either","AU8YVB738G6C","either","3","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"20767","","text","3","99377","0.0-3.0","44930780","wem/bandit_either","AU8YVB738G6C","either","3","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"15194","","text","4","114573","0.0-4.0","44930780","wem/bandit_either","AU8YVB738G6C","either","3","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17872","","text","5","132446","0.0-5.0","44930780","wem/bandit_either","AU8YVB738G6C","either","3","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11547","","text","6","143995","0.0-6.0","44930780","wem/bandit_either","AU8YVB738G6C","either","3","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9569","","text","7","153565","0.0-7.0","44930780","wem/bandit_either","AU8YVB738G6C","either","3","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18508","","identification","8","172094","0.0-8.0-0.0","44930780","wem/bandit_either","AU8YVB738G6C","either","3","","identification_pre","the village of Zur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8163","","identification","9","181274","0.0-8.0-1.0","44930780","wem/bandit_either","AU8YVB738G6C","either","3","","identification_pre","the village of Nyx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14919","","text","10","197207","0.0-9.0","44930780","wem/bandit_either","AU8YVB738G6C","either","3","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5165","","text","11","202372","0.0-10.0","44930780","wem/bandit_either","AU8YVB738G6C","either","3","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4105","","text","12","206477","0.0-11.0","44930780","wem/bandit_either","AU8YVB738G6C","either","3","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21683","","text","13","228161","0.0-12.0","44930780","wem/bandit_either","AU8YVB738G6C","either","3","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7849","","bandit","14","237544","0.0-13.0-0.0","44930780","wem/bandit_either","AU8YVB738G6C","either","3","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0",""
"2136","","bandit","15","241199","0.0-14.0-0.0","44930780","wem/bandit_either","AU8YVB738G6C","either","3","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","75","K","0","img/none_selected_demo.jpg","true","0",""
