"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift","key_press","expt_phase","target","like","value","connected","gems","bombs","no_reward","GemPrChosen","BombPrChosen","GainOverPainPr_0","GainOverPainPr_1","GainOverPainPr_2","GainOverPainPr_3","LosePr_0","LosePr_1","LosePr_2","LosePr_3","WinPr_0","WinPr_1","WinPr_2","WinPr_3","Q0","Q1","Q2","gender","age","ethnicity","respCharCode","respKey","respChoiceNum","respChoice","practice","trial_counter","trial_label"
"3609","{""Q0"":""A3P7AXWF57BHNX""}","survey-text","0","3631","0.0-0.0","71679354","wem/bandit_either","A3P7AXWF57BHNX","either","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"15361","","text","1","20011","0.0-1.0","71679354","wem/bandit_either","A3P7AXWF57BHNX","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8100","","text","2","28114","0.0-2.0","71679354","wem/bandit_either","A3P7AXWF57BHNX","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"13482","","text","3","41600","0.0-3.0","71679354","wem/bandit_either","A3P7AXWF57BHNX","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11845","","text","4","53448","0.0-4.0","71679354","wem/bandit_either","A3P7AXWF57BHNX","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14511","","text","5","67962","0.0-5.0","71679354","wem/bandit_either","A3P7AXWF57BHNX","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6253","","text","6","74219","0.0-6.0","71679354","wem/bandit_either","A3P7AXWF57BHNX","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5745","","text","7","79968","0.0-7.0","71679354","wem/bandit_either","A3P7AXWF57BHNX","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10767","","identification","8","90804","0.0-8.0-0.0","71679354","wem/bandit_either","A3P7AXWF57BHNX","either","7","","identification_pre","the village of Zur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3895","","identification","9","95757","0.0-8.0-1.0","71679354","wem/bandit_either","A3P7AXWF57BHNX","either","7","","identification_pre","the village of Nyx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5220","","text","10","101994","0.0-9.0","71679354","wem/bandit_either","A3P7AXWF57BHNX","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1105","","text","11","103104","0.0-10.0","71679354","wem/bandit_either","A3P7AXWF57BHNX","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3870","","text","12","106981","0.0-11.0","71679354","wem/bandit_either","A3P7AXWF57BHNX","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4017","","text","13","111003","0.0-12.0","71679354","wem/bandit_either","A3P7AXWF57BHNX","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3753","","bandit","14","116291","0.0-13.0-0.0","71679354","wem/bandit_either","A3P7AXWF57BHNX","either","7","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0",""
"1240","","bandit","15","119062","0.0-14.0-0.0","71679354","wem/bandit_either","A3P7AXWF57BHNX","either","7","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","75","K","0","img/none_selected_demo.jpg","true","0",""
"5718","","text","16","124785","0.0-15.0","71679354","wem/bandit_either","A3P7AXWF57BHNX","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
