"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift","key_press","expt_phase","target","like","value","connected","gems","bombs","no_reward","GemPrChosen","BombPrChosen","GainOverPainPr_0","GainOverPainPr_1","GainOverPainPr_2","GainOverPainPr_3","LosePr_0","LosePr_1","LosePr_2","LosePr_3","WinPr_0","WinPr_1","WinPr_2","WinPr_3","Q0","Q1","Q2","gender","age","ethnicity","respCharCode","respKey","respChoiceNum","respChoice","practice","trial_counter","trial_label"
"6532","{""Q0"":""AKCH7EGJBNV43""}","survey-text","0","6544","0.0-0.0","75320256","wem/bandit_either","AKCH7EGJBNV43","either","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14635","","text","1","22184","0.0-1.0","75320256","wem/bandit_either","AKCH7EGJBNV43","either","3","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11073","","text","2","33259","0.0-2.0","75320256","wem/bandit_either","AKCH7EGJBNV43","either","3","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29550","","text","3","62810","0.0-3.0","75320256","wem/bandit_either","AKCH7EGJBNV43","either","3","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"161122","","text","4","223933","0.0-4.0","75320256","wem/bandit_either","AKCH7EGJBNV43","either","3","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"37201","","text","5","261136","0.0-5.0","75320256","wem/bandit_either","AKCH7EGJBNV43","either","3","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10296","","text","6","271433","0.0-6.0","75320256","wem/bandit_either","AKCH7EGJBNV43","either","3","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6020","","text","7","277455","0.0-7.0","75320256","wem/bandit_either","AKCH7EGJBNV43","either","3","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10274","","identification","8","287751","0.0-8.0-0.0","75320256","wem/bandit_either","AKCH7EGJBNV43","either","3","","identification_pre","the village of Zur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7948","","identification","9","296736","0.0-8.0-1.0","75320256","wem/bandit_either","AKCH7EGJBNV43","either","3","","identification_pre","the village of Nyx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6581","","text","10","304320","0.0-9.0","75320256","wem/bandit_either","AKCH7EGJBNV43","either","3","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
