"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift","key_press","expt_phase","target","like","value","connected","gems","bombs","no_reward","GemPrChosen","BombPrChosen","GainOverPainPr_0","GainOverPainPr_1","GainOverPainPr_2","GainOverPainPr_3","LosePr_0","LosePr_1","LosePr_2","LosePr_3","WinPr_0","WinPr_1","WinPr_2","WinPr_3","Q0","Q1","Q2","gender","age","ethnicity","respCharCode","respKey","respChoiceNum","respChoice","practice","trial_counter","trial_label"
"7547","{""Q0"":""ADGH21PCBH8R1""}","survey-text","0","7553","0.0-0.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"13424","","text","1","21982","0.0-1.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6318","","text","2","28301","0.0-2.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18421","","text","3","46724","0.0-3.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12063","","text","4","58788","0.0-4.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14462","","text","5","73252","0.0-5.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8926","","text","6","82180","0.0-6.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4999","","text","7","87180","0.0-7.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"13233","","identification","8","100439","0.0-8.0-0.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","","identification_pre","the village of Zur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7124","","identification","9","108591","0.0-8.0-1.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","","identification_pre","the village of Nyx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7648","","text","10","117242","0.0-9.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2503","","text","11","119748","0.0-10.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2573","","text","12","122323","0.0-11.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4918","","text","13","127243","0.0-12.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1803","","bandit","14","130556","0.0-13.0-0.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0",""
"1860","","bandit","15","133923","0.0-14.0-0.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","75","K","0","img/none_selected_demo.jpg","true","0",""
"6374","","text","16","140299","0.0-15.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11373","","text","17","151675","0.0-16.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5926","","text","18","157602","0.0-17.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7920","","text","19","165523","0.0-18.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"813","","bandit","20","167843","0.0-19.0-0.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","","","","","","","0","0","1","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"1357","","bandit","21","170705","0.0-19.0-1.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","","","","","","","0","0","1","","0.2","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","75","K","1","","true","0","80_20_practice"
"414","","bandit","22","172626","0.0-19.0-2.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","","","","","","","0","0","1","","0.2","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","75","K","1","","true","0","80_20_practice"
"381","","bandit","23","174513","0.0-19.0-3.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","","","","","","","0","0","1","","0.2","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","75","K","1","","true","0","80_20_practice"
"311","","bandit","24","176332","0.0-19.0-4.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","","","","","","","0","0","1","0.2","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","75","K","1","","true","0","80_20_practice"
"333","","bandit","25","178170","0.0-19.0-5.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"462","","bandit","26","180138","0.0-19.0-6.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"350","","bandit","27","181994","0.0-19.0-7.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","","","","","","","0","0","1","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"326","","bandit","28","183826","0.0-19.0-8.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"279","","bandit","29","185611","0.0-19.0-9.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"222","","bandit","30","187339","0.0-19.0-10.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"1037","","bandit","31","189883","0.0-19.0-11.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"677","","bandit","32","192066","0.0-19.0-12.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","","","","","","","0","0","1","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"1278","","bandit","33","194849","0.0-19.0-13.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","","","","","","","0","0","1","","0.2","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","75","K","1","","true","0","80_20_practice"
"22","","bandit","34","196379","0.0-19.0-14.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","","","","","","","0","0","1","","0.2","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","75","K","1","","true","0","80_20_practice"
"349","","bandit","35","198236","0.0-19.0-15.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","","","","","","","0","0","1","0.2","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","75","K","1","","true","0","80_20_practice"
"213","","bandit","36","199955","0.0-19.0-16.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","","","","","","","0","0","1","0.2","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","75","K","1","","true","0","80_20_practice"
"326","","bandit","37","201786","0.0-19.0-17.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"142","","bandit","38","203434","0.0-19.0-18.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"872","","bandit","39","205810","0.0-19.0-19.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","","","","","","","0","0","1","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"3735","","text","40","209548","0.0-20.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1213","","bandit","41","212266","0.0-21.0-0.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","","","","","","","1","0","0","1","0","","","","","0","1","","","1","0","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0",""
"5071","","text","42","217340","0.0-22.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4198","","text","43","221540","0.0-23.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2597","","text","44","224140","0.0-24.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2422","","text","45","226564","0.0-25.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10422","","text","46","236988","0.0-26.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1878","","text","47","238868","0.0-27.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3573","","text","48","242444","0.0-28.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3782","","text","49","246228","0.0-29.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4110","","text","50","250340","0.0-30.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1198","","text","51","251540","0.0-31.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3694","","text","52","255235","0.0-32.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"884","","bandit","53","257627","0.0-33.0-0.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","","","","","","","1","0","0","0.8","","0.5","0.5","0.5","0.5","","","","","0.8","0.2","0.6","0.2","","","","","","","72","H","0","img/none_selected.jpg","true","0","full_practice"
"83","","bandit","54","259218","0.0-33.0-1.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","","","","","","","0","0","1","0.8","","0.5","0.5","0.5","0.5","","","","","0.8","0.2","0.6","0.2","","","","","","","72","H","0","img/none_selected.jpg","true","0","full_practice"
"152","","bandit","55","260874","0.0-33.0-2.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","","","","","","","1","0","0","0.8","","0.5","0.5","0.5","0.5","","","","","0.8","0.2","0.6","0.2","","","","","","","72","H","0","img/none_selected.jpg","true","0","full_practice"
"285","","bandit","56","262666","0.0-33.0-3.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","","","","","","","0","1","0","","0.8","0.5","0.5","0.5","0.5","0.8","0.2","0.6","0.2","","","","","","","","","","","72","H","0","img/none_selected.jpg","true","0","full_practice"
"245","","bandit","57","264419","0.0-33.0-4.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","","","","","","","1","0","0","0.8","","0.5","0.5","0.5","0.5","","","","","0.8","0.2","0.6","0.2","","","","","","","72","H","0","img/none_selected.jpg","true","0","full_practice"
"260","","bandit","58","266187","0.0-33.0-5.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","","","","","","","1","0","0","0.8","","0.5","0.5","0.5","0.5","","","","","0.8","0.2","0.6","0.2","","","","","","","72","H","0","img/none_selected.jpg","true","0","full_practice"
"205","","bandit","59","267900","0.0-33.0-6.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","","","","","","","1","0","0","0.8","","0.5","0.5","0.5","0.5","","","","","0.8","0.2","0.6","0.2","","","","","","","72","H","0","img/none_selected.jpg","true","0","full_practice"
"214","","bandit","60","269618","0.0-33.0-7.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","","","","","","","0","0","1","0.8","","0.5","0.5","0.5","0.5","","","","","0.8","0.2","0.6","0.2","","","","","","","72","H","0","img/none_selected.jpg","true","0","full_practice"
"103","","bandit","61","271226","0.0-33.0-8.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","","","","","","","0","1","0","","0.8","0.5","0.5","0.5","0.5","0.8","0.2","0.6","0.2","","","","","","","","","","","72","H","0","img/none_selected.jpg","true","0","full_practice"
"191","","bandit","62","272922","0.0-33.0-9.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","","","","","","","1","0","0","0.8","","0.5","0.5","0.5","0.5","","","","","0.8","0.2","0.6","0.2","","","","","","","72","H","0","img/none_selected.jpg","true","0","full_practice"
"207","","bandit","63","274635","0.0-33.0-10.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","","","","","","","1","0","0","0.8","","0.5","0.5","0.5","0.5","","","","","0.8","0.2","0.6","0.2","","","","","","","72","H","0","img/none_selected.jpg","true","0","full_practice"
"84","","bandit","64","276226","0.0-33.0-11.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","","","","","","","0","1","0","","0.8","0.5","0.5","0.5","0.5","0.8","0.2","0.6","0.2","","","","","","","","","","","72","H","0","img/none_selected.jpg","true","0","full_practice"
"77","","bandit","65","277811","0.0-33.0-12.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","","","","","","","0","1","0","","0.8","0.5","0.5","0.5","0.5","0.8","0.2","0.6","0.2","","","","","","","","","","","72","H","0","img/none_selected.jpg","true","0","full_practice"
"44","","bandit","66","279363","0.0-33.0-13.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","","","","","","","0","0","1","0.2","","0.5","0.5","0.5","0.5","","","","","0.8","0.2","0.6","0.2","","","","","","","74","J","1","","true","0","full_practice"
"84","","bandit","67","280955","0.0-33.0-14.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","","","","","","","0","0","1","","0.2","0.5","0.5","0.5","0.5","0.8","0.2","0.6","0.2","","","","","","","","","","","74","J","1","","true","0","full_practice"
"117","","bandit","68","282578","0.0-33.0-15.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","","","","","","","1","0","0","0.2","","0.5","0.5","0.5","0.5","","","","","0.8","0.2","0.6","0.2","","","","","","","74","J","1","","true","0","full_practice"
"118","","bandit","69","284203","0.0-33.0-16.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","","","","","","","0","1","0","","0.2","0.5","0.5","0.5","0.5","0.8","0.2","0.6","0.2","","","","","","","","","","","74","J","1","","true","0","full_practice"
"61","","bandit","70","285771","0.0-33.0-17.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","","","","","","","1","0","0","0.2","","0.5","0.5","0.5","0.5","","","","","0.8","0.2","0.6","0.2","","","","","","","74","J","1","","true","0","full_practice"
"156","","bandit","71","287434","0.0-33.0-18.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","","","","","","","1","0","0","0.2","","0.5","0.5","0.5","0.5","","","","","0.8","0.2","0.6","0.2","","","","","","","74","J","1","","true","0","full_practice"
"45","","bandit","72","288986","0.0-33.0-19.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","","","","","","","0","1","0","","0.2","0.5","0.5","0.5","0.5","0.8","0.2","0.6","0.2","","","","","","","","","","","74","J","1","","true","0","full_practice"
"3321","","text","73","292316","0.0-34.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9444","","text","74","302763","0.0-35.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9686","","text","75","312451","0.0-36.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7047","","text","76","319500","0.0-37.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5407","","text","77","324909","0.0-38.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7813","","text","78","332724","0.0-39.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1819","","bandit","79","336052","0.0-40.0-0.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","","","","","","","0","0","1","","0.06530018083","0.8","0.4","0.6","0.2","0.06530018083","0.1952616071","0.01738065524","0.1480066451","","","","","","","","","","","72","H","0","img/none_selected.jpg","","1","main_expt"
"387","","bandit","80","337947","0.0-41.0-0.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","","","","","","","0","1","0","","0.1652234336","0.8","0.4","0.6","0.2","0.1011701763","0.1652234336","0.0196943787","0.1053714073","","","","","","","","","","","74","J","1","","","2","main_expt"
"54","","bandit","81","339506","0.0-42.0-0.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","","","","","","","0","0","1","0.1347382479","","0.8","0.4","0.6","0.2","","","","","0.09486719381","0.1347382479","0.01678573497","0.1460078221","","","","","","","74","J","1","","","3","main_expt"
"237","","bandit","82","341251","0.0-43.0-0.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","","","","","","","0","0","1","0.02981965743","","0.8","0.4","0.6","0.2","","","","","0.06705802814","0.1684625442","0.02981965743","0.1866138214","","","","","","","75","K","2","","","4","main_expt"
"13","","bandit","83","342770","0.0-44.0-0.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","","","","","","","0","0","1","0.02600208211","","0.8","0.4","0.6","0.2","","","","","0.0822298525","0.1792029032","0.02600208211","0.2445348717","","","","","","","75","K","2","","","5","main_expt"
"64","","bandit","84","344339","0.0-45.0-0.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","","","","","","","0","0","1","","0.02332436933","0.8","0.4","0.6","0.2","0.09162209411","0.2153873139","0.02332436933","0.2546962146","","","","","","","","","","","75","K","2","","","6","main_expt"
"395","","bandit","85","346242","0.0-46.0-0.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","","","","","","","0","0","1","0.2344841702","","0.8","0.4","0.6","0.2","","","","","0.1028820098","0.1757762721","0.02864040813","0.2344841702","","","","","","","76","L","3","","","7","main_expt"
"125","","bandit","86","347875","0.0-47.0-0.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","","","","","","","1","0","0","0.2473344203","","0.8","0.4","0.6","0.2","","","","","0.1532270122","0.2241229746","0.02951264166","0.2473344203","","","","","","","76","L","3","","","8","main_expt"
"83","","bandit","87","349467","0.0-48.0-0.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","","","","","","","0","0","1","","0.2642160399","0.8","0.4","0.6","0.2","0.2131450397","0.2199426203","0.02997011939","0.2642160399","","","","","","","","","","","76","L","3","","","9","main_expt"
"51","","bandit","88","351027","0.0-49.0-0.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","","","","","","","0","0","1","","0.2104627424","0.8","0.4","0.6","0.2","0.2985754635","0.1520686932","0.02489651457","0.2104627424","","","","","","","","","","","76","L","3","","","10","main_expt"
"484","","bandit","89","353019","0.0-50.0-0.0","24102402","wem/bandit_either","ADGH21PCBH8R1","either","7","","","","","","","1","0","0","0.2924640086","","0.8","0.4","0.6","0.2","","","","","0.2924640086","0.2013349999","0.01651058827","0.219372878","","","","","","","72","H","0","img/none_selected.jpg","","11","main_expt"
