"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift","key_press","expt_phase","target","like","value","connected","gems","bombs","no_reward","GemPrChosen","BombPrChosen","GainOverPainPr_0","GainOverPainPr_1","GainOverPainPr_2","GainOverPainPr_3","LosePr_0","LosePr_1","LosePr_2","LosePr_3","WinPr_0","WinPr_1","WinPr_2","WinPr_3","Q0","Q1","Q2","gender","age","ethnicity","respCharCode","respKey","respChoiceNum","respChoice","practice","trial_counter","trial_label"
"4809","{""Q0"":""A3TQD8CNO16IZK""}","survey-text","0","4818","0.0-0.0","01591765","wem/bandit_either","A3TQD8CNO16IZK","either","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6634","","text","1","12460","0.0-1.0","01591765","wem/bandit_either","A3TQD8CNO16IZK","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7435","","text","2","19898","0.0-2.0","01591765","wem/bandit_either","A3TQD8CNO16IZK","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"19809","","text","3","39711","0.0-3.0","01591765","wem/bandit_either","A3TQD8CNO16IZK","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18312","","text","4","58025","0.0-4.0","01591765","wem/bandit_either","A3TQD8CNO16IZK","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18425","","text","5","76452","0.0-5.0","01591765","wem/bandit_either","A3TQD8CNO16IZK","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7575","","text","6","84029","0.0-6.0","01591765","wem/bandit_either","A3TQD8CNO16IZK","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2974","","text","7","87005","0.0-7.0","01591765","wem/bandit_either","A3TQD8CNO16IZK","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7425","","identification","8","94467","0.0-8.0-0.0","01591765","wem/bandit_either","A3TQD8CNO16IZK","either","5","","identification_pre","the village of Zur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6849","","identification","9","102342","0.0-8.0-1.0","01591765","wem/bandit_either","A3TQD8CNO16IZK","either","5","","identification_pre","the village of Nyx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9814","","text","10","113160","0.0-9.0","01591765","wem/bandit_either","A3TQD8CNO16IZK","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2165","","text","11","115329","0.0-10.0","01591765","wem/bandit_either","A3TQD8CNO16IZK","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1292","","text","12","116623","0.0-11.0","01591765","wem/bandit_either","A3TQD8CNO16IZK","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4363","","text","13","120991","0.0-12.0","01591765","wem/bandit_either","A3TQD8CNO16IZK","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1811","","bandit","14","124317","0.0-13.0-0.0","01591765","wem/bandit_either","A3TQD8CNO16IZK","either","5","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0",""
"1241","","bandit","15","127069","0.0-14.0-0.0","01591765","wem/bandit_either","A3TQD8CNO16IZK","either","5","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","75","K","0","img/none_selected_demo.jpg","true","0",""
"7425","","text","16","134499","0.0-15.0","01591765","wem/bandit_either","A3TQD8CNO16IZK","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9659","","text","17","144160","0.0-16.0","01591765","wem/bandit_either","A3TQD8CNO16IZK","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9062","","text","18","153225","0.0-17.0","01591765","wem/bandit_either","A3TQD8CNO16IZK","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4506","","text","19","157733","0.0-18.0","01591765","wem/bandit_either","A3TQD8CNO16IZK","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2023","","bandit","20","161267","0.0-19.0-0.0","01591765","wem/bandit_either","A3TQD8CNO16IZK","either","5","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"801","","bandit","21","163582","0.0-19.0-1.0","01591765","wem/bandit_either","A3TQD8CNO16IZK","either","5","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"931","","bandit","22","166025","0.0-19.0-2.0","01591765","wem/bandit_either","A3TQD8CNO16IZK","either","5","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"577","","bandit","23","168113","0.0-19.0-3.0","01591765","wem/bandit_either","A3TQD8CNO16IZK","either","5","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"707","","bandit","24","170328","0.0-19.0-4.0","01591765","wem/bandit_either","A3TQD8CNO16IZK","either","5","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"871","","bandit","25","172710","0.0-19.0-5.0","01591765","wem/bandit_either","A3TQD8CNO16IZK","either","5","","","","","","","0","0","1","","0.2","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","75","K","1","","true","0","80_20_practice"
"332","","bandit","26","174553","0.0-19.0-6.0","01591765","wem/bandit_either","A3TQD8CNO16IZK","either","5","","","","","","","0","0","1","0.2","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","75","K","1","","true","0","80_20_practice"
"357","","bandit","27","176418","0.0-19.0-7.0","01591765","wem/bandit_either","A3TQD8CNO16IZK","either","5","","","","","","","0","0","1","","0.2","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","75","K","1","","true","0","80_20_practice"
"3154","","bandit","28","181086","0.0-19.0-8.0","01591765","wem/bandit_either","A3TQD8CNO16IZK","either","5","","","","","","","0","0","1","0.2","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","75","K","1","","true","0","80_20_practice"
"401","","bandit","29","183001","0.0-19.0-9.0","01591765","wem/bandit_either","A3TQD8CNO16IZK","either","5","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"695","","bandit","30","185207","0.0-19.0-10.0","01591765","wem/bandit_either","A3TQD8CNO16IZK","either","5","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"506","","bandit","31","187227","0.0-19.0-11.0","01591765","wem/bandit_either","A3TQD8CNO16IZK","either","5","","","","","","","0","0","1","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"391","","bandit","32","189132","0.0-19.0-12.0","01591765","wem/bandit_either","A3TQD8CNO16IZK","either","5","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"2785","","bandit","33","193433","0.0-19.0-13.0","01591765","wem/bandit_either","A3TQD8CNO16IZK","either","5","","","","","","","1","0","0","0.2","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","75","K","1","","true","0","80_20_practice"
"304","","bandit","34","195251","0.0-19.0-14.0","01591765","wem/bandit_either","A3TQD8CNO16IZK","either","5","","","","","","","0","0","1","","0.2","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","75","K","1","","true","0","80_20_practice"
"298","","bandit","35","197062","0.0-19.0-15.0","01591765","wem/bandit_either","A3TQD8CNO16IZK","either","5","","","","","","","0","0","1","0.2","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","75","K","1","","true","0","80_20_practice"
"297","","bandit","36","198870","0.0-19.0-16.0","01591765","wem/bandit_either","A3TQD8CNO16IZK","either","5","","","","","","","0","0","1","0.2","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","75","K","1","","true","0","80_20_practice"
"275","","bandit","37","200657","0.0-19.0-17.0","01591765","wem/bandit_either","A3TQD8CNO16IZK","either","5","","","","","","","0","0","1","","0.2","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","75","K","1","","true","0","80_20_practice"
