"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift","key_press","expt_phase","target","like","value","connected","gems","bombs","no_reward","GemPrChosen","BombPrChosen","GainOverPainPr_0","GainOverPainPr_1","GainOverPainPr_2","GainOverPainPr_3","LosePr_0","LosePr_1","LosePr_2","LosePr_3","WinPr_0","WinPr_1","WinPr_2","WinPr_3","Q0","Q1","Q2","gender","age","ethnicity","respCharCode","respKey","respChoiceNum","respChoice","practice","trial_counter","trial_label"
"1617","{""Q0"":""APGX2WZ59OWDN""}","survey-text","0","1624","0.0-0.0","38292526","wem/bandit_either","APGX2WZ59OWDN","either","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"504939","","text","1","507570","0.0-1.0","38292526","wem/bandit_either","APGX2WZ59OWDN","either","6","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"243706","","text","2","751278","0.0-2.0","38292526","wem/bandit_either","APGX2WZ59OWDN","either","6","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11058","","text","3","762340","0.0-3.0","38292526","wem/bandit_either","APGX2WZ59OWDN","either","6","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8749","","text","4","771091","0.0-4.0","38292526","wem/bandit_either","APGX2WZ59OWDN","either","6","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10159","","text","5","781251","0.0-5.0","38292526","wem/bandit_either","APGX2WZ59OWDN","either","6","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5934","","text","6","787186","0.0-6.0","38292526","wem/bandit_either","APGX2WZ59OWDN","either","6","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1558","","text","7","788745","0.0-7.0","38292526","wem/bandit_either","APGX2WZ59OWDN","either","6","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4621","","identification","8","793383","0.0-8.0-0.0","38292526","wem/bandit_either","APGX2WZ59OWDN","either","6","","identification_pre","the village of Zur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11932","","identification","9","806333","0.0-8.0-1.0","38292526","wem/bandit_either","APGX2WZ59OWDN","either","6","","identification_pre","the village of Nyx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2722","","text","10","810057","0.0-9.0","38292526","wem/bandit_either","APGX2WZ59OWDN","either","6","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1182","","text","11","811241","0.0-10.0","38292526","wem/bandit_either","APGX2WZ59OWDN","either","6","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1343","","text","12","812585","0.0-11.0","38292526","wem/bandit_either","APGX2WZ59OWDN","either","6","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58164","","text","13","870750","0.0-12.0","38292526","wem/bandit_either","APGX2WZ59OWDN","either","6","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"915","","bandit","14","873173","0.0-13.0-0.0","38292526","wem/bandit_either","APGX2WZ59OWDN","either","6","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0",""
"1253","","bandit","15","875933","0.0-14.0-0.0","38292526","wem/bandit_either","APGX2WZ59OWDN","either","6","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","75","K","0","img/none_selected_demo.jpg","true","0",""
"2383","","text","16","878317","0.0-15.0","38292526","wem/bandit_either","APGX2WZ59OWDN","either","6","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
