"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift","key_press","expt_phase","target","like","value","connected","gems","bombs","no_reward","GemPrChosen","BombPrChosen","GainOverPainPr_0","GainOverPainPr_1","GainOverPainPr_2","GainOverPainPr_3","LosePr_0","LosePr_1","LosePr_2","LosePr_3","WinPr_0","WinPr_1","WinPr_2","WinPr_3","Q0","Q1","Q2","gender","age","ethnicity","respCharCode","respKey","respChoiceNum","respChoice","practice","trial_counter","trial_label"
"6568","{""Q0"":""A2YCMT5BPA0AG9""}","survey-text","0","6578","0.0-0.0","08295851","wem/bandit_either","A2YCMT5BPA0AG9","either","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17508","","text","1","25091","0.0-1.0","08295851","wem/bandit_either","A2YCMT5BPA0AG9","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4370","","text","2","29464","0.0-2.0","08295851","wem/bandit_either","A2YCMT5BPA0AG9","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"25316","","text","3","54782","0.0-3.0","08295851","wem/bandit_either","A2YCMT5BPA0AG9","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"13683","","text","4","68467","0.0-4.0","08295851","wem/bandit_either","A2YCMT5BPA0AG9","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30955","","text","5","99424","0.0-5.0","08295851","wem/bandit_either","A2YCMT5BPA0AG9","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5290","","text","6","104716","0.0-6.0","08295851","wem/bandit_either","A2YCMT5BPA0AG9","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2988","","text","7","107706","0.0-7.0","08295851","wem/bandit_either","A2YCMT5BPA0AG9","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"13258","","identification","8","120988","0.0-8.0-0.0","08295851","wem/bandit_either","A2YCMT5BPA0AG9","either","5","","identification_pre","the village of Zur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4532","","identification","9","126540","0.0-8.0-1.0","08295851","wem/bandit_either","A2YCMT5BPA0AG9","either","5","","identification_pre","the village of Nyx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10560","","text","10","138103","0.0-9.0","08295851","wem/bandit_either","A2YCMT5BPA0AG9","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1224","","text","11","139330","0.0-10.0","08295851","wem/bandit_either","A2YCMT5BPA0AG9","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1360","","text","12","140692","0.0-11.0","08295851","wem/bandit_either","A2YCMT5BPA0AG9","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10210","","text","13","150904","0.0-12.0","08295851","wem/bandit_either","A2YCMT5BPA0AG9","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4157","","bandit","14","156574","0.0-13.0-0.0","08295851","wem/bandit_either","A2YCMT5BPA0AG9","either","5","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0",""
"1061","","bandit","15","159143","0.0-14.0-0.0","08295851","wem/bandit_either","A2YCMT5BPA0AG9","either","5","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","75","K","0","img/none_selected_demo.jpg","true","0",""
"4851","","text","16","163996","0.0-15.0","08295851","wem/bandit_either","A2YCMT5BPA0AG9","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"13910","","text","17","177908","0.0-16.0","08295851","wem/bandit_either","A2YCMT5BPA0AG9","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5993","","text","18","183902","0.0-17.0","08295851","wem/bandit_either","A2YCMT5BPA0AG9","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2820","","text","19","186724","0.0-18.0","08295851","wem/bandit_either","A2YCMT5BPA0AG9","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3377","","bandit","20","191609","0.0-19.0-0.0","08295851","wem/bandit_either","A2YCMT5BPA0AG9","either","5","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"684","","bandit","21","193800","0.0-19.0-1.0","08295851","wem/bandit_either","A2YCMT5BPA0AG9","either","5","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"379","","bandit","22","195687","0.0-19.0-2.0","08295851","wem/bandit_either","A2YCMT5BPA0AG9","either","5","","","","","","","0","0","1","0.2","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","75","K","1","","true","0","80_20_practice"
"518","","bandit","23","197712","0.0-19.0-3.0","08295851","wem/bandit_either","A2YCMT5BPA0AG9","either","5","","","","","","","1","0","0","0.2","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","75","K","1","","true","0","80_20_practice"
"380","","bandit","24","199601","0.0-19.0-4.0","08295851","wem/bandit_either","A2YCMT5BPA0AG9","either","5","","","","","","","0","0","1","0.2","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","75","K","1","","true","0","80_20_practice"
"408","","bandit","25","201516","0.0-19.0-5.0","08295851","wem/bandit_either","A2YCMT5BPA0AG9","either","5","","","","","","","0","1","0","","0.2","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","75","K","1","","true","0","80_20_practice"
"264","","bandit","26","203289","0.0-19.0-6.0","08295851","wem/bandit_either","A2YCMT5BPA0AG9","either","5","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
