"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift","key_press","expt_phase","target","like","value","connected","gems","bombs","no_reward","GemPrChosen","BombPrChosen","GainOverPainPr_0","GainOverPainPr_1","GainOverPainPr_2","GainOverPainPr_3","LosePr_0","LosePr_1","LosePr_2","LosePr_3","WinPr_0","WinPr_1","WinPr_2","WinPr_3","Q0","Q1","Q2","gender","age","ethnicity","respCharCode","respKey","respChoiceNum","respChoice","practice","trial_counter","trial_label"
"2562","{""Q0"":""A2VXIWQ7WRR962""}","survey-text","0","2566","0.0-0.0","91933452","wem/bandit_either","A2VXIWQ7WRR962","either","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9335","","text","1","12903","0.0-1.0","91933452","wem/bandit_either","A2VXIWQ7WRR962","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7207","","text","2","20111","0.0-2.0","91933452","wem/bandit_either","A2VXIWQ7WRR962","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7495","","text","3","27606","0.0-3.0","91933452","wem/bandit_either","A2VXIWQ7WRR962","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5544","","text","4","33152","0.0-4.0","91933452","wem/bandit_either","A2VXIWQ7WRR962","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8598","","text","5","41751","0.0-5.0","91933452","wem/bandit_either","A2VXIWQ7WRR962","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2705","","text","6","44456","0.0-6.0","91933452","wem/bandit_either","A2VXIWQ7WRR962","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9159","","text","7","53616","0.0-7.0","91933452","wem/bandit_either","A2VXIWQ7WRR962","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7450","","identification","8","61079","0.0-8.0-0.0","91933452","wem/bandit_either","A2VXIWQ7WRR962","either","5","","identification_pre","the village of Zur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7820","","identification","9","69913","0.0-8.0-1.0","91933452","wem/bandit_either","A2VXIWQ7WRR962","either","5","","identification_pre","the village of Nyx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
