"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift","key_press","expt_phase","target","like","value","connected","gems","bombs","no_reward","GemPrChosen","BombPrChosen","GainOverPainPr_0","GainOverPainPr_1","GainOverPainPr_2","GainOverPainPr_3","LosePr_0","LosePr_1","LosePr_2","LosePr_3","WinPr_0","WinPr_1","WinPr_2","WinPr_3","Q0","Q1","Q2","gender","age","ethnicity","respCharCode","respKey","respChoiceNum","respChoice","practice","trial_counter","trial_label"
"11390","{""Q0"":""A36T4UBLY7PC5B""}","survey-text","0","11399","0.0-0.0","88625619","wem/bandit_either","A36T4UBLY7PC5B","either","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9328","","text","1","21731","0.0-1.0","88625619","wem/bandit_either","A36T4UBLY7PC5B","either","3","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5673","","text","2","27406","0.0-2.0","88625619","wem/bandit_either","A36T4UBLY7PC5B","either","3","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12441","","text","3","39848","0.0-3.0","88625619","wem/bandit_either","A36T4UBLY7PC5B","either","3","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"37521","","text","4","77371","0.0-4.0","88625619","wem/bandit_either","A36T4UBLY7PC5B","either","3","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23008","","text","5","100383","0.0-5.0","88625619","wem/bandit_either","A36T4UBLY7PC5B","either","3","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7251","","text","6","107636","0.0-6.0","88625619","wem/bandit_either","A36T4UBLY7PC5B","either","3","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2675","","text","7","110313","0.0-7.0","88625619","wem/bandit_either","A36T4UBLY7PC5B","either","3","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7824","","identification","8","118155","0.0-8.0-0.0","88625619","wem/bandit_either","A36T4UBLY7PC5B","either","3","","identification_pre","the village of Zur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6241","","identification","9","125413","0.0-8.0-1.0","88625619","wem/bandit_either","A36T4UBLY7PC5B","either","3","","identification_pre","the village of Nyx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8676","","text","10","135093","0.0-9.0","88625619","wem/bandit_either","A36T4UBLY7PC5B","either","3","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3795","","text","11","138890","0.0-10.0","88625619","wem/bandit_either","A36T4UBLY7PC5B","either","3","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2500","","text","12","141391","0.0-11.0","88625619","wem/bandit_either","A36T4UBLY7PC5B","either","3","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3509","","text","13","144902","0.0-12.0","88625619","wem/bandit_either","A36T4UBLY7PC5B","either","3","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1751","","bandit","14","148161","0.0-13.0-0.0","88625619","wem/bandit_either","A36T4UBLY7PC5B","either","3","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0",""
"1877","","bandit","15","151553","0.0-14.0-0.0","88625619","wem/bandit_either","A36T4UBLY7PC5B","either","3","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","75","K","0","img/none_selected_demo.jpg","true","0",""
"9607","","text","16","161162","0.0-15.0","88625619","wem/bandit_either","A36T4UBLY7PC5B","either","3","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"39400","","text","17","200566","0.0-16.0","88625619","wem/bandit_either","A36T4UBLY7PC5B","either","3","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6836","","text","18","207406","0.0-17.0","88625619","wem/bandit_either","A36T4UBLY7PC5B","either","3","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5475","","text","19","212883","0.0-18.0","88625619","wem/bandit_either","A36T4UBLY7PC5B","either","3","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1591","","bandit","20","215982","0.0-19.0-0.0","88625619","wem/bandit_either","A36T4UBLY7PC5B","either","3","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
