"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift","key_press","expt_phase","target","like","value","connected","gems","bombs","no_reward","GemPrChosen","BombPrChosen","GainOverPainPr_0","GainOverPainPr_1","GainOverPainPr_2","GainOverPainPr_3","LosePr_0","LosePr_1","LosePr_2","LosePr_3","WinPr_0","WinPr_1","WinPr_2","WinPr_3","Q0","Q1","Q2","gender","age","ethnicity","respCharCode","respKey","respChoiceNum","respChoice","practice","trial_counter","trial_label"
"6866","{""Q0"":""A2RVEG53L48BAE""}","survey-text","0","6885","0.0-0.0","48756483","wem/bandit_either","A2RVEG53L48BAE","either","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18205","","text","1","26100","0.0-1.0","48756483","wem/bandit_either","A2RVEG53L48BAE","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9878","","text","2","35986","0.0-2.0","48756483","wem/bandit_either","A2RVEG53L48BAE","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"192171","","text","3","228166","0.0-3.0","48756483","wem/bandit_either","A2RVEG53L48BAE","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8189","","text","4","236365","0.0-4.0","48756483","wem/bandit_either","A2RVEG53L48BAE","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11129","","text","5","247503","0.0-5.0","48756483","wem/bandit_either","A2RVEG53L48BAE","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10867","","text","6","258374","0.0-6.0","48756483","wem/bandit_either","A2RVEG53L48BAE","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5933","","text","7","264313","0.0-7.0","48756483","wem/bandit_either","A2RVEG53L48BAE","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17131","","identification","8","281492","0.0-8.0-0.0","48756483","wem/bandit_either","A2RVEG53L48BAE","either","7","","identification_pre","the village of Zur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3810","","identification","9","286361","0.0-8.0-1.0","48756483","wem/bandit_either","A2RVEG53L48BAE","either","7","","identification_pre","the village of Nyx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11572","","text","10","298941","0.0-9.0","48756483","wem/bandit_either","A2RVEG53L48BAE","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4063","","text","11","303008","0.0-10.0","48756483","wem/bandit_either","A2RVEG53L48BAE","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2529","","text","12","305542","0.0-11.0","48756483","wem/bandit_either","A2RVEG53L48BAE","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3773","","text","13","309320","0.0-12.0","48756483","wem/bandit_either","A2RVEG53L48BAE","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5731","","bandit","14","316584","0.0-13.0-0.0","48756483","wem/bandit_either","A2RVEG53L48BAE","either","7","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0",""
"1962","","bandit","15","320066","0.0-14.0-0.0","48756483","wem/bandit_either","A2RVEG53L48BAE","either","7","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","75","K","0","img/none_selected_demo.jpg","true","0",""
"7829","","text","16","327901","0.0-15.0","48756483","wem/bandit_either","A2RVEG53L48BAE","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14228","","text","17","342133","0.0-16.0","48756483","wem/bandit_either","A2RVEG53L48BAE","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8129","","text","18","350267","0.0-17.0","48756483","wem/bandit_either","A2RVEG53L48BAE","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1969","","text","19","352240","0.0-18.0","48756483","wem/bandit_either","A2RVEG53L48BAE","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1680","","bandit","20","355447","0.0-19.0-0.0","48756483","wem/bandit_either","A2RVEG53L48BAE","either","7","","","","","","","0","0","1","","0.2","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","75","K","1","","true","0","80_20_practice"
"1050","","bandit","21","358024","0.0-19.0-1.0","48756483","wem/bandit_either","A2RVEG53L48BAE","either","7","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"768","","bandit","22","360316","0.0-19.0-2.0","48756483","wem/bandit_either","A2RVEG53L48BAE","either","7","","","","","","","0","0","1","0.2","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","75","K","1","","true","0","80_20_practice"
"555","","bandit","23","362411","0.0-19.0-3.0","48756483","wem/bandit_either","A2RVEG53L48BAE","either","7","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"409","","bandit","24","364353","0.0-19.0-4.0","48756483","wem/bandit_either","A2RVEG53L48BAE","either","7","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"293","","bandit","25","366171","0.0-19.0-5.0","48756483","wem/bandit_either","A2RVEG53L48BAE","either","7","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"232","","bandit","26","367928","0.0-19.0-6.0","48756483","wem/bandit_either","A2RVEG53L48BAE","either","7","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"298","","bandit","27","369749","0.0-19.0-7.0","48756483","wem/bandit_either","A2RVEG53L48BAE","either","7","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"214","","bandit","28","371488","0.0-19.0-8.0","48756483","wem/bandit_either","A2RVEG53L48BAE","either","7","","","","","","","0","0","1","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"314","","bandit","29","373327","0.0-19.0-9.0","48756483","wem/bandit_either","A2RVEG53L48BAE","either","7","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"218","","bandit","30","375070","0.0-19.0-10.0","48756483","wem/bandit_either","A2RVEG53L48BAE","either","7","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"282","","bandit","31","376884","0.0-19.0-11.0","48756483","wem/bandit_either","A2RVEG53L48BAE","either","7","","","","","","","0","0","1","0.2","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","75","K","1","","true","0","80_20_practice"
"266","","bandit","32","378675","0.0-19.0-12.0","48756483","wem/bandit_either","A2RVEG53L48BAE","either","7","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"234","","bandit","33","380430","0.0-19.0-13.0","48756483","wem/bandit_either","A2RVEG53L48BAE","either","7","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"209","","bandit","34","382163","0.0-19.0-14.0","48756483","wem/bandit_either","A2RVEG53L48BAE","either","7","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"249","","bandit","35","383929","0.0-19.0-15.0","48756483","wem/bandit_either","A2RVEG53L48BAE","either","7","","","","","","","0","0","1","0.2","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","75","K","1","","true","0","80_20_practice"
"87","","bandit","36","385546","0.0-19.0-16.0","48756483","wem/bandit_either","A2RVEG53L48BAE","either","7","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"208","","bandit","37","387274","0.0-19.0-17.0","48756483","wem/bandit_either","A2RVEG53L48BAE","either","7","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"204","","bandit","38","389003","0.0-19.0-18.0","48756483","wem/bandit_either","A2RVEG53L48BAE","either","7","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"309","","bandit","39","390833","0.0-19.0-19.0","48756483","wem/bandit_either","A2RVEG53L48BAE","either","7","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"9622","","text","40","400466","0.0-20.0","48756483","wem/bandit_either","A2RVEG53L48BAE","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"926","","bandit","41","402915","0.0-21.0-0.0","48756483","wem/bandit_either","A2RVEG53L48BAE","either","7","","","","","","","1","0","0","1","0","","","","","0","1","","","1","0","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0",""
"3032","","text","42","405956","0.0-22.0","48756483","wem/bandit_either","A2RVEG53L48BAE","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2338","","text","43","408301","0.0-23.0","48756483","wem/bandit_either","A2RVEG53L48BAE","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2850","","text","44","411156","0.0-24.0","48756483","wem/bandit_either","A2RVEG53L48BAE","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3244","","text","45","414406","0.0-25.0","48756483","wem/bandit_either","A2RVEG53L48BAE","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11049","","text","46","425464","0.0-26.0","48756483","wem/bandit_either","A2RVEG53L48BAE","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12269","","text","47","437743","0.0-27.0","48756483","wem/bandit_either","A2RVEG53L48BAE","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5769","","text","48","443521","0.0-28.0","48756483","wem/bandit_either","A2RVEG53L48BAE","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3708","","text","49","447234","0.0-29.0","48756483","wem/bandit_either","A2RVEG53L48BAE","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5024","","text","50","452263","0.0-30.0","48756483","wem/bandit_either","A2RVEG53L48BAE","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1295","","text","51","453564","0.0-31.0","48756483","wem/bandit_either","A2RVEG53L48BAE","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8705","","text","52","462274","0.0-32.0","48756483","wem/bandit_either","A2RVEG53L48BAE","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1064","","bandit","53","464860","0.0-33.0-0.0","48756483","wem/bandit_either","A2RVEG53L48BAE","either","7","","","","","","","0","1","0","","0.8","0.5","0.5","0.5","0.5","0.8","0.2","0.6","0.2","","","","","","","","","","","72","H","0","img/none_selected.jpg","true","0","full_practice"
"439","","bandit","54","466827","0.0-33.0-1.0","48756483","wem/bandit_either","A2RVEG53L48BAE","either","7","","","","","","","1","0","0","0.2","","0.5","0.5","0.5","0.5","","","","","0.8","0.2","0.6","0.2","","","","","","","76","L","3","","true","0","full_practice"
"181","","bandit","55","468531","0.0-33.0-2.0","48756483","wem/bandit_either","A2RVEG53L48BAE","either","7","","","","","","","0","0","1","","0.2","0.5","0.5","0.5","0.5","0.8","0.2","0.6","0.2","","","","","","","","","","","76","L","3","","true","0","full_practice"
"26","","bandit","56","470082","0.0-33.0-3.0","48756483","wem/bandit_either","A2RVEG53L48BAE","either","7","","","","","","","0","0","1","","0.2","0.5","0.5","0.5","0.5","0.8","0.2","0.6","0.2","","","","","","","","","","","76","L","3","","true","0","full_practice"
"19","","bandit","57","471628","0.0-33.0-4.0","48756483","wem/bandit_either","A2RVEG53L48BAE","either","7","","","","","","","0","1","0","","0.2","0.5","0.5","0.5","0.5","0.8","0.2","0.6","0.2","","","","","","","","","","","74","J","1","","true","0","full_practice"
"425","","bandit","58","473577","0.0-33.0-5.0","48756483","wem/bandit_either","A2RVEG53L48BAE","either","7","","","","","","","0","1","0","","0.2","0.5","0.5","0.5","0.5","0.8","0.2","0.6","0.2","","","","","","","","","","","76","L","3","","true","0","full_practice"
"95","","bandit","59","475194","0.0-33.0-6.0","48756483","wem/bandit_either","A2RVEG53L48BAE","either","7","","","","","","","1","0","0","0.8","","0.5","0.5","0.5","0.5","","","","","0.8","0.2","0.6","0.2","","","","","","","72","H","0","img/none_selected.jpg","true","0","full_practice"
"209","","bandit","60","476927","0.0-33.0-7.0","48756483","wem/bandit_either","A2RVEG53L48BAE","either","7","","","","","","","1","0","0","0.8","","0.5","0.5","0.5","0.5","","","","","0.8","0.2","0.6","0.2","","","","","","","72","H","0","img/none_selected.jpg","true","0","full_practice"
"152","","bandit","61","478601","0.0-33.0-8.0","48756483","wem/bandit_either","A2RVEG53L48BAE","either","7","","","","","","","1","0","0","0.6","","0.5","0.5","0.5","0.5","","","","","0.8","0.2","0.6","0.2","","","","","","","75","K","2","","true","0","full_practice"
