"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift","key_press","expt_phase","target","like","value","connected","gems","bombs","no_reward","GemPrChosen","BombPrChosen","GainOverPainPr_0","GainOverPainPr_1","GainOverPainPr_2","GainOverPainPr_3","LosePr_0","LosePr_1","LosePr_2","LosePr_3","WinPr_0","WinPr_1","WinPr_2","WinPr_3","Q0","Q1","Q2","gender","age","ethnicity","respCharCode","respKey","respChoiceNum","respChoice","practice","trial_counter","trial_label"
"5285","{""Q0"":""A1TH0PTGDSBWMO""}","survey-text","0","5306","0.0-0.0","61585480","wem/bandit_either","A1TH0PTGDSBWMO","either","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7699","","text","1","14015","0.0-1.0","61585480","wem/bandit_either","A1TH0PTGDSBWMO","either","8","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7996","","text","2","22016","0.0-2.0","61585480","wem/bandit_either","A1TH0PTGDSBWMO","either","8","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29101","","text","3","51121","0.0-3.0","61585480","wem/bandit_either","A1TH0PTGDSBWMO","either","8","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9173","","text","4","60298","0.0-4.0","61585480","wem/bandit_either","A1TH0PTGDSBWMO","either","8","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"16173","","text","5","76476","0.0-5.0","61585480","wem/bandit_either","A1TH0PTGDSBWMO","either","8","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9683","","text","6","86161","0.0-6.0","61585480","wem/bandit_either","A1TH0PTGDSBWMO","either","8","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4811","","text","7","90975","0.0-7.0","61585480","wem/bandit_either","A1TH0PTGDSBWMO","either","8","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"16415","","identification","8","107469","0.0-8.0-0.0","61585480","wem/bandit_either","A1TH0PTGDSBWMO","either","8","","identification_pre","the village of Zur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7241","","identification","9","115750","0.0-8.0-1.0","61585480","wem/bandit_either","A1TH0PTGDSBWMO","either","8","","identification_pre","the village of Nyx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3419","","text","10","120174","0.0-9.0","61585480","wem/bandit_either","A1TH0PTGDSBWMO","either","8","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3232","","text","11","123409","0.0-10.0","61585480","wem/bandit_either","A1TH0PTGDSBWMO","either","8","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5598","","text","12","129011","0.0-11.0","61585480","wem/bandit_either","A1TH0PTGDSBWMO","either","8","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4523","","text","13","133538","0.0-12.0","61585480","wem/bandit_either","A1TH0PTGDSBWMO","either","8","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4931","","bandit","14","139987","0.0-13.0-0.0","61585480","wem/bandit_either","A1TH0PTGDSBWMO","either","8","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0",""
"2194","","bandit","15","143695","0.0-14.0-0.0","61585480","wem/bandit_either","A1TH0PTGDSBWMO","either","8","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","75","K","0","img/none_selected_demo.jpg","true","0",""
"6765","","text","16","150465","0.0-15.0","61585480","wem/bandit_either","A1TH0PTGDSBWMO","either","8","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"20869","","text","17","171338","0.0-16.0","61585480","wem/bandit_either","A1TH0PTGDSBWMO","either","8","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10403","","text","18","181745","0.0-17.0","61585480","wem/bandit_either","A1TH0PTGDSBWMO","either","8","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3026","","text","19","184776","0.0-18.0","61585480","wem/bandit_either","A1TH0PTGDSBWMO","either","8","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1492","","bandit","20","187776","0.0-19.0-0.0","61585480","wem/bandit_either","A1TH0PTGDSBWMO","either","8","","","","","","","0","0","1","","0.2","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","75","K","1","","true","0","80_20_practice"
"395","","bandit","21","189678","0.0-19.0-1.0","61585480","wem/bandit_either","A1TH0PTGDSBWMO","either","8","","","","","","","1","0","0","0.2","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","75","K","1","","true","0","80_20_practice"
