"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift","key_press","expt_phase","target","like","value","connected","gems","bombs","no_reward","GemPrChosen","BombPrChosen","GainOverPainPr_0","GainOverPainPr_1","GainOverPainPr_2","GainOverPainPr_3","LosePr_0","LosePr_1","LosePr_2","LosePr_3","WinPr_0","WinPr_1","WinPr_2","WinPr_3","Q0","Q1","Q2","gender","age","ethnicity","respCharCode","respKey","respChoiceNum","respChoice","practice","trial_counter","trial_label"
"11482","{""Q0"":""A3CWEIEY3TGJFX""}","survey-text","0","11489","0.0-0.0","65061698","wem/bandit_either","A3CWEIEY3TGJFX","either","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12422","","text","1","24918","0.0-1.0","65061698","wem/bandit_either","A3CWEIEY3TGJFX","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7135","","text","2","32057","0.0-2.0","65061698","wem/bandit_either","A3CWEIEY3TGJFX","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"20238","","text","3","52297","0.0-3.0","65061698","wem/bandit_either","A3CWEIEY3TGJFX","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"13622","","text","4","65921","0.0-4.0","65061698","wem/bandit_either","A3CWEIEY3TGJFX","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"26491","","text","5","92418","0.0-5.0","65061698","wem/bandit_either","A3CWEIEY3TGJFX","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8537","","text","6","100962","0.0-6.0","65061698","wem/bandit_either","A3CWEIEY3TGJFX","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5264","","text","7","106230","0.0-7.0","65061698","wem/bandit_either","A3CWEIEY3TGJFX","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"15569","","identification","8","121841","0.0-8.0-0.0","65061698","wem/bandit_either","A3CWEIEY3TGJFX","either","5","","identification_pre","the village of Zur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12638","","identification","9","135506","0.0-8.0-1.0","65061698","wem/bandit_either","A3CWEIEY3TGJFX","either","5","","identification_pre","the village of Nyx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7005","","text","10","143515","0.0-9.0","65061698","wem/bandit_either","A3CWEIEY3TGJFX","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1996","","text","11","145513","0.0-10.0","65061698","wem/bandit_either","A3CWEIEY3TGJFX","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1901","","text","12","147417","0.0-11.0","65061698","wem/bandit_either","A3CWEIEY3TGJFX","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7870","","text","13","155288","0.0-12.0","65061698","wem/bandit_either","A3CWEIEY3TGJFX","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1064","","bandit","14","157866","0.0-13.0-0.0","65061698","wem/bandit_either","A3CWEIEY3TGJFX","either","5","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0",""
"1249","","bandit","15","160625","0.0-14.0-0.0","65061698","wem/bandit_either","A3CWEIEY3TGJFX","either","5","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","75","K","0","img/none_selected_demo.jpg","true","0",""
"9832","","text","16","170460","0.0-15.0","65061698","wem/bandit_either","A3CWEIEY3TGJFX","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12923","","text","17","183386","0.0-16.0","65061698","wem/bandit_either","A3CWEIEY3TGJFX","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8580","","text","18","191969","0.0-17.0","65061698","wem/bandit_either","A3CWEIEY3TGJFX","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3241","","text","19","195212","0.0-18.0","65061698","wem/bandit_either","A3CWEIEY3TGJFX","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2404","","bandit","20","199130","0.0-19.0-0.0","65061698","wem/bandit_either","A3CWEIEY3TGJFX","either","5","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"824","","bandit","21","201464","0.0-19.0-1.0","65061698","wem/bandit_either","A3CWEIEY3TGJFX","either","5","","","","","","","0","0","1","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"586","","bandit","22","203559","0.0-19.0-2.0","65061698","wem/bandit_either","A3CWEIEY3TGJFX","either","5","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"478","","bandit","23","205543","0.0-19.0-3.0","65061698","wem/bandit_either","A3CWEIEY3TGJFX","either","5","","","","","","","0","0","1","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"366","","bandit","24","207416","0.0-19.0-4.0","65061698","wem/bandit_either","A3CWEIEY3TGJFX","either","5","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"317","","bandit","25","209240","0.0-19.0-5.0","65061698","wem/bandit_either","A3CWEIEY3TGJFX","either","5","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"398","","bandit","26","211143","0.0-19.0-6.0","65061698","wem/bandit_either","A3CWEIEY3TGJFX","either","5","","","","","","","0","0","1","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"324","","bandit","27","212977","0.0-19.0-7.0","65061698","wem/bandit_either","A3CWEIEY3TGJFX","either","5","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"371","","bandit","28","214859","0.0-19.0-8.0","65061698","wem/bandit_either","A3CWEIEY3TGJFX","either","5","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"290","","bandit","29","216656","0.0-19.0-9.0","65061698","wem/bandit_either","A3CWEIEY3TGJFX","either","5","","","","","","","0","0","1","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"375","","bandit","30","218537","0.0-19.0-10.0","65061698","wem/bandit_either","A3CWEIEY3TGJFX","either","5","","","","","","","0","0","1","0.2","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","75","K","1","","true","0","80_20_practice"
"276","","bandit","31","220322","0.0-19.0-11.0","65061698","wem/bandit_either","A3CWEIEY3TGJFX","either","5","","","","","","","0","0","1","","0.2","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","75","K","1","","true","0","80_20_practice"
"320","","bandit","32","222154","0.0-19.0-12.0","65061698","wem/bandit_either","A3CWEIEY3TGJFX","either","5","","","","","","","0","0","1","0.2","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","75","K","1","","true","0","80_20_practice"
"280","","bandit","33","223945","0.0-19.0-13.0","65061698","wem/bandit_either","A3CWEIEY3TGJFX","either","5","","","","","","","0","0","1","0.2","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","75","K","1","","true","0","80_20_practice"
"171","","bandit","34","225624","0.0-19.0-14.0","65061698","wem/bandit_either","A3CWEIEY3TGJFX","either","5","","","","","","","0","0","1","","0.2","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","75","K","1","","true","0","80_20_practice"
"308","","bandit","35","227442","0.0-19.0-15.0","65061698","wem/bandit_either","A3CWEIEY3TGJFX","either","5","","","","","","","0","0","1","0.2","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","75","K","1","","true","0","80_20_practice"
"349","","bandit","36","229302","0.0-19.0-16.0","65061698","wem/bandit_either","A3CWEIEY3TGJFX","either","5","","","","","","","0","0","1","","0.2","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","75","K","1","","true","0","80_20_practice"
"222","","bandit","37","231033","0.0-19.0-17.0","65061698","wem/bandit_either","A3CWEIEY3TGJFX","either","5","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"354","","bandit","38","232896","0.0-19.0-18.0","65061698","wem/bandit_either","A3CWEIEY3TGJFX","either","5","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"300","","bandit","39","234705","0.0-19.0-19.0","65061698","wem/bandit_either","A3CWEIEY3TGJFX","either","5","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"3537","","text","40","238245","0.0-20.0","65061698","wem/bandit_either","A3CWEIEY3TGJFX","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"558","","bandit","41","240313","0.0-21.0-0.0","65061698","wem/bandit_either","A3CWEIEY3TGJFX","either","5","","","","","","","1","0","0","1","0","","","","","0","1","","","1","0","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0",""
"8870","","text","42","249186","0.0-22.0","65061698","wem/bandit_either","A3CWEIEY3TGJFX","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4211","","text","43","253400","0.0-23.0","65061698","wem/bandit_either","A3CWEIEY3TGJFX","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3888","","text","44","257290","0.0-24.0","65061698","wem/bandit_either","A3CWEIEY3TGJFX","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4148","","text","45","261442","0.0-25.0","65061698","wem/bandit_either","A3CWEIEY3TGJFX","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11408","","text","46","272852","0.0-26.0","65061698","wem/bandit_either","A3CWEIEY3TGJFX","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4680","","text","47","277537","0.0-27.0","65061698","wem/bandit_either","A3CWEIEY3TGJFX","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5123","","text","48","282663","0.0-28.0","65061698","wem/bandit_either","A3CWEIEY3TGJFX","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3344","","text","49","286011","0.0-29.0","65061698","wem/bandit_either","A3CWEIEY3TGJFX","either","5","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
