"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift","key_press","expt_phase","target","like","value","connected","gems","bombs","no_reward","GemPrChosen","BombPrChosen","GainOverPainPr_0","GainOverPainPr_1","GainOverPainPr_2","GainOverPainPr_3","LosePr_0","LosePr_1","LosePr_2","LosePr_3","WinPr_0","WinPr_1","WinPr_2","WinPr_3","Q0","Q1","Q2","gender","age","ethnicity","respCharCode","respKey","respChoiceNum","respChoice","practice","trial_counter","trial_label"
"38216","{""Q0"":""A1DNJ17PE2RYJZ""}","survey-text","0","38227","0.0-0.0","90138706","wem/bandit_either","A1DNJ17PE2RYJZ","either","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"62998","","text","1","102231","0.0-1.0","90138706","wem/bandit_either","A1DNJ17PE2RYJZ","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31610","","text","2","133844","0.0-2.0","90138706","wem/bandit_either","A1DNJ17PE2RYJZ","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30230","","text","3","164075","0.0-3.0","90138706","wem/bandit_either","A1DNJ17PE2RYJZ","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"28320","","text","4","192397","0.0-4.0","90138706","wem/bandit_either","A1DNJ17PE2RYJZ","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"34844","","text","5","227243","0.0-5.0","90138706","wem/bandit_either","A1DNJ17PE2RYJZ","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32806","","text","6","260051","0.0-6.0","90138706","wem/bandit_either","A1DNJ17PE2RYJZ","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11589","","text","7","271643","0.0-7.0","90138706","wem/bandit_either","A1DNJ17PE2RYJZ","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"62985","","identification","8","334661","0.0-8.0-0.0","90138706","wem/bandit_either","A1DNJ17PE2RYJZ","either","7","","identification_pre","the village of Zur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6515","","identification","9","342190","0.0-8.0-1.0","90138706","wem/bandit_either","A1DNJ17PE2RYJZ","either","7","","identification_pre","the village of Nyx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"15865","","text","10","359057","0.0-9.0","90138706","wem/bandit_either","A1DNJ17PE2RYJZ","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14526","","text","11","373586","0.0-10.0","90138706","wem/bandit_either","A1DNJ17PE2RYJZ","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4516","","text","12","378103","0.0-11.0","90138706","wem/bandit_either","A1DNJ17PE2RYJZ","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6840","","text","13","384944","0.0-12.0","90138706","wem/bandit_either","A1DNJ17PE2RYJZ","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2614","","bandit","14","389073","0.0-13.0-0.0","90138706","wem/bandit_either","A1DNJ17PE2RYJZ","either","7","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0",""
"777","","bandit","15","391358","0.0-14.0-0.0","90138706","wem/bandit_either","A1DNJ17PE2RYJZ","either","7","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","75","K","0","img/none_selected_demo.jpg","true","0",""
"25728","","text","16","417087","0.0-15.0","90138706","wem/bandit_either","A1DNJ17PE2RYJZ","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"28933","","text","17","446022","0.0-16.0","90138706","wem/bandit_either","A1DNJ17PE2RYJZ","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"15902","","text","18","461926","0.0-17.0","90138706","wem/bandit_either","A1DNJ17PE2RYJZ","either","7","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
