"consent","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift1","drift2","rt","responses","key_press","expt_phase","like","value","connected","gems","bombs","no_reward","GemPrChosen","BombPrChosen","GainOverPainPr_0","GainOverPainPr_1","GainOverPainPr_2","GainOverPainPr_3","LosePr_0","LosePr_1","LosePr_2","LosePr_3","WinPr_0","WinPr_1","WinPr_2","WinPr_3","Q0","Q1","Q2","gender","age","ethnicity","target","respCharCode","respKey","respChoiceNum","respChoice","practice","trial_counter","trial_label"
"INL_behavioral_consent_30min_online.html","consent","0","5668","0.0-0.0","39982698","wem/bandit_double","A3NCNQSHMMXG7","both","6","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","1","9912","0.0-1.0","39982698","wem/bandit_double","A3NCNQSHMMXG7","both","6","3","3239","{""Q0"":""A3NCNQSHMMXG7""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","2","18672","0.0-2.0","39982698","wem/bandit_double","A3NCNQSHMMXG7","both","6","3","7757","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","3","26546","0.0-3.0","39982698","wem/bandit_double","A3NCNQSHMMXG7","both","6","3","7874","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","4","46961","0.0-4.0","39982698","wem/bandit_double","A3NCNQSHMMXG7","both","6","3","20413","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","5","59031","0.0-5.0","39982698","wem/bandit_double","A3NCNQSHMMXG7","both","6","3","12069","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","6","71253","0.0-6.0","39982698","wem/bandit_double","A3NCNQSHMMXG7","both","6","3","12222","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","7","77032","0.0-7.0","39982698","wem/bandit_double","A3NCNQSHMMXG7","both","6","3","5777","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","identification","8","86154","0.0-8.0-0.0","39982698","wem/bandit_double","A3NCNQSHMMXG7","both","6","3","9112","","","","6","6","6","","","","","","","","","","","","","","","","","","","","","","","","the village of Zur","","","","","","",""
"","identification","9","93220","0.0-8.0-1.0","39982698","wem/bandit_double","A3NCNQSHMMXG7","both","6","3","6056","","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","the village of Nyx","","","","","","",""
