"consent","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift1","drift2","rt","responses","key_press","expt_phase","like","value","connected","gems","bombs","no_reward","GemPrChosen","BombPrChosen","GainOverPainPr_0","GainOverPainPr_1","GainOverPainPr_2","GainOverPainPr_3","LosePr_0","LosePr_1","LosePr_2","LosePr_3","WinPr_0","WinPr_1","WinPr_2","WinPr_3","Q0","Q1","Q2","gender","age","ethnicity","target","respCharCode","respKey","respChoiceNum","respChoice","practice","trial_counter","trial_label"
"INL_behavioral_consent_30min_online.html","consent","0","33764","0.0-0.0","67524626","wem/bandit_double","A29A4MRA7I3ZMJ","both","7","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","1","86240","0.0-1.0","67524626","wem/bandit_double","A29A4MRA7I3ZMJ","both","7","2","51467","{""Q0"":""A29A4MRA7I3ZMJ""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","2","175286","0.0-2.0","67524626","wem/bandit_double","A29A4MRA7I3ZMJ","both","7","2","88043","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","3","193933","0.0-3.0","67524626","wem/bandit_double","A29A4MRA7I3ZMJ","both","7","2","18645","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","4","268446","0.0-4.0","67524626","wem/bandit_double","A29A4MRA7I3ZMJ","both","7","2","74512","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","5","297598","0.0-5.0","67524626","wem/bandit_double","A29A4MRA7I3ZMJ","both","7","2","29151","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","6","316701","0.0-6.0","67524626","wem/bandit_double","A29A4MRA7I3ZMJ","both","7","2","19101","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","7","329277","0.0-7.0","67524626","wem/bandit_double","A29A4MRA7I3ZMJ","both","7","2","12574","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","identification","8","336851","0.0-8.0-0.0","67524626","wem/bandit_double","A29A4MRA7I3ZMJ","both","7","2","7554","","","","6","6","6","","","","","","","","","","","","","","","","","","","","","","","","the village of Zur","","","","","","",""
"","identification","9","342697","0.0-8.0-1.0","67524626","wem/bandit_double","A29A4MRA7I3ZMJ","both","7","2","4831","","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","the village of Nyx","","","","","","",""
"","text","10","361526","0.0-9.0","67524626","wem/bandit_double","A29A4MRA7I3ZMJ","both","7","2","17827","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","11","364660","0.0-10.0","67524626","wem/bandit_double","A29A4MRA7I3ZMJ","both","7","2","3133","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","12","366508","0.0-11.0","67524626","wem/bandit_double","A29A4MRA7I3ZMJ","both","7","2","1846","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
