"consent","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift1","drift2","rt","responses","key_press","expt_phase","like","value","connected","gems","bombs","no_reward","GemPrChosen","BombPrChosen","GainOverPainPr_0","GainOverPainPr_1","GainOverPainPr_2","GainOverPainPr_3","LosePr_0","LosePr_1","LosePr_2","LosePr_3","WinPr_0","WinPr_1","WinPr_2","WinPr_3","Q0","Q1","Q2","gender","age","ethnicity","target","respCharCode","respKey","respChoiceNum","respChoice","practice","trial_counter","trial_label"
"INL_behavioral_consent_30min_online.html","consent","0","23733","0.0-0.0","67079722","wem/bandit_double","AXHB59WY3NYZ4","both","8","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","1","43660","0.0-1.0","67079722","wem/bandit_double","AXHB59WY3NYZ4","both","8","1","18917","{""Q0"":""AXHB59WY3NYZ4""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","2","54157","0.0-2.0","67079722","wem/bandit_double","AXHB59WY3NYZ4","both","8","1","9495","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","3","400074","0.0-3.0","67079722","wem/bandit_double","AXHB59WY3NYZ4","both","8","1","345916","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","4","421187","0.0-4.0","67079722","wem/bandit_double","AXHB59WY3NYZ4","both","8","1","21111","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","5","435283","0.0-5.0","67079722","wem/bandit_double","AXHB59WY3NYZ4","both","8","1","14094","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","6","447491","0.0-6.0","67079722","wem/bandit_double","AXHB59WY3NYZ4","both","8","1","12206","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","7","452682","0.0-7.0","67079722","wem/bandit_double","AXHB59WY3NYZ4","both","8","1","5189","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","identification","8","464430","0.0-8.0-0.0","67079722","wem/bandit_double","AXHB59WY3NYZ4","both","8","1","11724","","","","3","3","3","","","","","","","","","","","","","","","","","","","","","","","","the village of Zur","","","","","","",""
"","identification","9","469947","0.0-8.0-1.0","67079722","wem/bandit_double","AXHB59WY3NYZ4","both","8","1","4502","","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","the village of Nyx","","","","","","",""
"","text","10","475987","0.0-9.0","67079722","wem/bandit_double","AXHB59WY3NYZ4","both","8","1","5036","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","11","478916","0.0-10.0","67079722","wem/bandit_double","AXHB59WY3NYZ4","both","8","1","2927","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","12","483123","0.0-11.0","67079722","wem/bandit_double","AXHB59WY3NYZ4","both","8","1","4205","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","13","485891","0.0-12.0","67079722","wem/bandit_double","AXHB59WY3NYZ4","both","8","1","2767","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","14","490020","0.0-13.0","67079722","wem/bandit_double","AXHB59WY3NYZ4","both","8","1","4127","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
