"consent","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift1","drift2","rt","responses","key_press","expt_phase","like","value","connected","gems","bombs","no_reward","GemPrChosen","BombPrChosen","GainOverPainPr_0","GainOverPainPr_1","GainOverPainPr_2","GainOverPainPr_3","LosePr_0","LosePr_1","LosePr_2","LosePr_3","WinPr_0","WinPr_1","WinPr_2","WinPr_3","Q0","Q1","Q2","gender","age","ethnicity","target","respCharCode","respKey","respChoiceNum","respChoice","practice","trial_counter","trial_label"
"INL_behavioral_consent_30min_online.html","consent","0","18602","0.0-0.0","74938959","wem/bandit_double","A110KENBXU7SUJ","both","8","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","1","23071","0.0-1.0","74938959","wem/bandit_double","A110KENBXU7SUJ","both","8","1","3462","{""Q0"":""A110KENBXU7SUJ""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","2","30779","0.0-2.0","74938959","wem/bandit_double","A110KENBXU7SUJ","both","8","1","6705","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","3","33850","0.0-3.0","74938959","wem/bandit_double","A110KENBXU7SUJ","both","8","1","3070","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","4","36822","0.0-4.0","74938959","wem/bandit_double","A110KENBXU7SUJ","both","8","1","2970","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","5","39599","0.0-5.0","74938959","wem/bandit_double","A110KENBXU7SUJ","both","8","1","2776","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","6","42965","0.0-6.0","74938959","wem/bandit_double","A110KENBXU7SUJ","both","8","1","3366","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","7","44657","0.0-7.0","74938959","wem/bandit_double","A110KENBXU7SUJ","both","8","1","1691","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","identification","8","56727","0.0-8.0-0.0","74938959","wem/bandit_double","A110KENBXU7SUJ","both","8","1","12057","","","","4","4","4","","","","","","","","","","","","","","","","","","","","","","","","the village of Zur","","","","","","",""
"","identification","9","62658","0.0-8.0-1.0","74938959","wem/bandit_double","A110KENBXU7SUJ","both","8","1","4919","","","","4","3","3","","","","","","","","","","","","","","","","","","","","","","","","the village of Nyx","","","","","","",""
"","text","10","66641","0.0-9.0","74938959","wem/bandit_double","A110KENBXU7SUJ","both","8","1","2981","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","11","68308","0.0-10.0","74938959","wem/bandit_double","A110KENBXU7SUJ","both","8","1","1667","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","12","70066","0.0-11.0","74938959","wem/bandit_double","A110KENBXU7SUJ","both","8","1","1757","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","13","71535","0.0-12.0","74938959","wem/bandit_double","A110KENBXU7SUJ","both","8","1","1468","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
