"consent","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift1","drift2","rt","responses","key_press","expt_phase","like","value","connected","gems","bombs","no_reward","GemPrChosen","BombPrChosen","GainOverPainPr_0","GainOverPainPr_1","GainOverPainPr_2","GainOverPainPr_3","LosePr_0","LosePr_1","LosePr_2","LosePr_3","WinPr_0","WinPr_1","WinPr_2","WinPr_3","Q0","Q1","Q2","gender","age","ethnicity","target","respCharCode","respKey","respChoiceNum","respChoice","practice","trial_counter","trial_label"
"INL_behavioral_consent_30min_online.html","consent","0","8516","0.0-0.0","74600755","wem/bandit_double","AKZ8SFOAI4RZN","both","4","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","1","15047","0.0-1.0","74600755","wem/bandit_double","AKZ8SFOAI4RZN","both","4","5","5514","{""Q0"":""AKZ8SFOAI4RZN""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","2","28999","0.0-2.0","74600755","wem/bandit_double","AKZ8SFOAI4RZN","both","4","5","12948","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","3","36870","0.0-3.0","74600755","wem/bandit_double","AKZ8SFOAI4RZN","both","4","5","7867","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","4","56651","0.0-4.0","74600755","wem/bandit_double","AKZ8SFOAI4RZN","both","4","5","19778","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","5","68645","0.0-5.0","74600755","wem/bandit_double","AKZ8SFOAI4RZN","both","4","5","11992","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","6","99222","0.0-6.0","74600755","wem/bandit_double","AKZ8SFOAI4RZN","both","4","5","30575","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","7","105104","0.0-7.0","74600755","wem/bandit_double","AKZ8SFOAI4RZN","both","4","5","5880","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","identification","8","135535","0.0-8.0-0.0","74600755","wem/bandit_double","AKZ8SFOAI4RZN","both","4","5","30396","","","","3","4","4","","","","","","","","","","","","","","","","","","","","","","","","the village of Zur","","","","","","",""
"","identification","9","142908","0.0-8.0-1.0","74600755","wem/bandit_double","AKZ8SFOAI4RZN","both","4","5","6338","","","","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","the village of Nyx","","","","","","",""
"","text","10","152559","0.0-9.0","74600755","wem/bandit_double","AKZ8SFOAI4RZN","both","4","5","8648","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","11","155602","0.0-10.0","74600755","wem/bandit_double","AKZ8SFOAI4RZN","both","4","5","3040","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","12","157855","0.0-11.0","74600755","wem/bandit_double","AKZ8SFOAI4RZN","both","4","5","2250","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","13","160072","0.0-12.0","74600755","wem/bandit_double","AKZ8SFOAI4RZN","both","4","5","2215","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","14","164355","0.0-13.0","74600755","wem/bandit_double","AKZ8SFOAI4RZN","both","4","5","4280","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","bandit","15","167598","0.0-14.0-0.0","74600755","wem/bandit_double","AKZ8SFOAI4RZN","both","4","5","1722","","","","","","","1","0","0","1","0","","","","","0","","","","1","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0",""
"","bandit","16","170881","0.0-15.0-0.0","74600755","wem/bandit_double","AKZ8SFOAI4RZN","both","4","5","1767","","","","","","","0","1","0","0","1","","","","","1","","","","0","","","","","","","","","","","75","K","0","img/none_selected_demo.jpg","true","0",""
"","text","17","176531","0.0-16.0","74600755","wem/bandit_double","AKZ8SFOAI4RZN","both","4","5","5647","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","18","189912","0.0-17.0","74600755","wem/bandit_double","AKZ8SFOAI4RZN","both","4","5","13378","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","19","197718","0.0-18.0","74600755","wem/bandit_double","AKZ8SFOAI4RZN","both","4","5","7804","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","20","202055","0.0-19.0","74600755","wem/bandit_double","AKZ8SFOAI4RZN","both","4","5","4335","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","bandit","21","204371","0.0-20.0-0.0","74600755","wem/bandit_double","AKZ8SFOAI4RZN","both","4","5","808","","","","","","","1","0","0","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","22","206333","0.0-20.0-1.0","74600755","wem/bandit_double","AKZ8SFOAI4RZN","both","4","5","438","","","","","","","0","0","1","0.2","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","75","K","1","","true","0","80_20_practice"
"","bandit","23","208141","0.0-20.0-2.0","74600755","wem/bandit_double","AKZ8SFOAI4RZN","both","4","5","294","","","","","","","1","0","0","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","24","209683","0.0-20.0-3.0","74600755","wem/bandit_double","AKZ8SFOAI4RZN","both","4","5","28","","","","","","","1","0","0","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","25","211472","0.0-20.0-4.0","74600755","wem/bandit_double","AKZ8SFOAI4RZN","both","4","5","273","","","","","","","1","0","0","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","26","213135","0.0-20.0-5.0","74600755","wem/bandit_double","AKZ8SFOAI4RZN","both","4","5","151","","","","","","","1","0","0","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","27","214791","0.0-20.0-6.0","74600755","wem/bandit_double","AKZ8SFOAI4RZN","both","4","5","141","","","","","","","1","0","0","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","28","216557","0.0-20.0-7.0","74600755","wem/bandit_double","AKZ8SFOAI4RZN","both","4","5","247","","","","","","","1","0","0","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","29","218418","0.0-20.0-8.0","74600755","wem/bandit_double","AKZ8SFOAI4RZN","both","4","5","344","","","","","","","1","0","0","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","30","220277","0.0-20.0-9.0","74600755","wem/bandit_double","AKZ8SFOAI4RZN","both","4","5","347","","","","","","","1","0","0","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","31","222015","0.0-20.0-10.0","74600755","wem/bandit_double","AKZ8SFOAI4RZN","both","4","5","224","","","","","","","1","0","0","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","32","223828","0.0-20.0-11.0","74600755","wem/bandit_double","AKZ8SFOAI4RZN","both","4","5","301","","","","","","","1","0","0","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","33","225580","0.0-20.0-12.0","74600755","wem/bandit_double","AKZ8SFOAI4RZN","both","4","5","238","","","","","","","1","0","0","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
