"consent","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift1","drift2","rt","responses","key_press","expt_phase","like","value","connected","gems","bombs","no_reward","GemPrChosen","BombPrChosen","GainOverPainPr_0","GainOverPainPr_1","GainOverPainPr_2","GainOverPainPr_3","LosePr_0","LosePr_1","LosePr_2","LosePr_3","WinPr_0","WinPr_1","WinPr_2","WinPr_3","Q0","Q1","Q2","gender","age","ethnicity","target","respCharCode","respKey","respChoiceNum","respChoice","practice","trial_counter","trial_label"
"INL_behavioral_consent_30min_online.html","consent","0","26311","0.0-0.0","38664945","wem/bandit_double","A1XUZFDVKP95VC","both","4","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","1","35432","0.0-1.0","38664945","wem/bandit_double","A1XUZFDVKP95VC","both","4","5","8111","{""Q0"":""A1XUZFDVKP95VC""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","2","56762","0.0-2.0","38664945","wem/bandit_double","A1XUZFDVKP95VC","both","4","5","20327","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","3","63312","0.0-3.0","38664945","wem/bandit_double","A1XUZFDVKP95VC","both","4","5","6548","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","4","71026","0.0-4.0","38664945","wem/bandit_double","A1XUZFDVKP95VC","both","4","5","7711","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","5","75441","0.0-5.0","38664945","wem/bandit_double","A1XUZFDVKP95VC","both","4","5","4413","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","6","85192","0.0-6.0","38664945","wem/bandit_double","A1XUZFDVKP95VC","both","4","5","9750","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","7","91569","0.0-7.0","38664945","wem/bandit_double","A1XUZFDVKP95VC","both","4","5","6375","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","identification","8","100471","0.0-8.0-0.0","38664945","wem/bandit_double","A1XUZFDVKP95VC","both","4","5","8878","","","","3","3","2","","","","","","","","","","","","","","","","","","","","","","","","the village of Zur","","","","","","",""
"","identification","9","107013","0.0-8.0-1.0","38664945","wem/bandit_double","A1XUZFDVKP95VC","both","4","5","5524","","","","3","3","2","","","","","","","","","","","","","","","","","","","","","","","","the village of Nyx","","","","","","",""
"","text","10","114041","0.0-9.0","38664945","wem/bandit_double","A1XUZFDVKP95VC","both","4","5","6025","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","11","120521","0.0-10.0","38664945","wem/bandit_double","A1XUZFDVKP95VC","both","4","5","6479","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","12","123113","0.0-11.0","38664945","wem/bandit_double","A1XUZFDVKP95VC","both","4","5","2590","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","13","125785","0.0-12.0","38664945","wem/bandit_double","A1XUZFDVKP95VC","both","4","5","2670","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","14","129600","0.0-13.0","38664945","wem/bandit_double","A1XUZFDVKP95VC","both","4","5","3814","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","bandit","15","135650","0.0-14.0-0.0","38664945","wem/bandit_double","A1XUZFDVKP95VC","both","4","5","4538","","","","","","","1","0","0","1","0","","","","","0","","","","1","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0",""
"","bandit","16","139705","0.0-15.0-0.0","38664945","wem/bandit_double","A1XUZFDVKP95VC","both","4","5","2546","","","","","","","0","1","0","0","1","","","","","1","","","","0","","","","","","","","","","","75","K","0","img/none_selected_demo.jpg","true","0",""
"","text","17","143089","0.0-16.0","38664945","wem/bandit_double","A1XUZFDVKP95VC","both","4","5","3382","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","18","145266","0.0-17.0","38664945","wem/bandit_double","A1XUZFDVKP95VC","both","4","5","2175","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","19","146729","0.0-18.0","38664945","wem/bandit_double","A1XUZFDVKP95VC","both","4","5","1462","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","20","149040","0.0-19.0","38664945","wem/bandit_double","A1XUZFDVKP95VC","both","4","5","2310","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","bandit","21","152128","0.0-20.0-0.0","38664945","wem/bandit_double","A1XUZFDVKP95VC","both","4","5","1580","","","","","","","0","0","1","0.2","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","75","K","1","","true","0","80_20_practice"
"","bandit","22","154696","0.0-20.0-1.0","38664945","wem/bandit_double","A1XUZFDVKP95VC","both","4","5","1061","","","","","","","1","0","0","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","23","157186","0.0-20.0-2.0","38664945","wem/bandit_double","A1XUZFDVKP95VC","both","4","5","982","","","","","","","1","0","0","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","24","158970","0.0-20.0-3.0","38664945","wem/bandit_double","A1XUZFDVKP95VC","both","4","5","276","","","","","","","1","0","0","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
