"consent","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift1","drift2","rt","responses","key_press","expt_phase","like","value","connected","gems","bombs","no_reward","GemPrChosen","BombPrChosen","GainOverPainPr_0","GainOverPainPr_1","GainOverPainPr_2","GainOverPainPr_3","LosePr_0","LosePr_1","LosePr_2","LosePr_3","WinPr_0","WinPr_1","WinPr_2","WinPr_3","Q0","Q1","Q2","gender","age","ethnicity","target","respCharCode","respKey","respChoiceNum","respChoice","practice","trial_counter","trial_label"
"INL_behavioral_consent_30min_online.html","consent","0","6048","0.0-0.0","93406304","wem/bandit_double","A1BNGJBEWJS8WE","both","4","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","1","11453","0.0-1.0","93406304","wem/bandit_double","A1BNGJBEWJS8WE","both","4","5","4394","{""Q0"":""A1BNGJBEWJS8WE""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","2","15309","0.0-2.0","93406304","wem/bandit_double","A1BNGJBEWJS8WE","both","4","5","2851","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","3","25693","0.0-3.0","93406304","wem/bandit_double","A1BNGJBEWJS8WE","both","4","5","10381","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","4","36221","0.0-4.0","93406304","wem/bandit_double","A1BNGJBEWJS8WE","both","4","5","10523","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","5","46774","0.0-5.0","93406304","wem/bandit_double","A1BNGJBEWJS8WE","both","4","5","10550","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","6","63630","0.0-6.0","93406304","wem/bandit_double","A1BNGJBEWJS8WE","both","4","5","16853","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","7","67583","0.0-7.0","93406304","wem/bandit_double","A1BNGJBEWJS8WE","both","4","5","3950","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","identification","8","73662","0.0-8.0-0.0","93406304","wem/bandit_double","A1BNGJBEWJS8WE","both","4","5","6040","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","the village of Zur","","","","","","",""
"","identification","9","78174","0.0-8.0-1.0","93406304","wem/bandit_double","A1BNGJBEWJS8WE","both","4","5","3485","","","","4","4","4","","","","","","","","","","","","","","","","","","","","","","","","the village of Nyx","","","","","","",""
"","text","10","82021","0.0-9.0","93406304","wem/bandit_double","A1BNGJBEWJS8WE","both","4","5","2842","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","11","83000","0.0-10.0","93406304","wem/bandit_double","A1BNGJBEWJS8WE","both","4","5","977","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","12","85340","0.0-11.0","93406304","wem/bandit_double","A1BNGJBEWJS8WE","both","4","5","2338","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
