"consent","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift1","drift2","rt","responses","key_press","expt_phase","like","value","connected","gems","bombs","no_reward","GemPrChosen","BombPrChosen","GainOverPainPr_0","GainOverPainPr_1","GainOverPainPr_2","GainOverPainPr_3","LosePr_0","LosePr_1","LosePr_2","LosePr_3","WinPr_0","WinPr_1","WinPr_2","WinPr_3","Q0","Q1","Q2","gender","age","ethnicity","target","respCharCode","respKey","respChoiceNum","respChoice","practice","trial_counter","trial_label"
"INL_behavioral_consent_30min_online.html","consent","0","31072","0.0-0.0","90660643","wem/bandit_double","AIK9IRPT4M848","both","4","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","1","38042","0.0-1.0","90660643","wem/bandit_double","AIK9IRPT4M848","both","4","5","5957","{""Q0"":""AIK9IRPT4M848""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","2","47619","0.0-2.0","90660643","wem/bandit_double","AIK9IRPT4M848","both","4","5","8570","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","3","57234","0.0-3.0","90660643","wem/bandit_double","AIK9IRPT4M848","both","4","5","9608","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","4","78814","0.0-4.0","90660643","wem/bandit_double","AIK9IRPT4M848","both","4","5","21576","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","5","95844","0.0-5.0","90660643","wem/bandit_double","AIK9IRPT4M848","both","4","5","17028","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","6","114604","0.0-6.0","90660643","wem/bandit_double","AIK9IRPT4M848","both","4","5","18758","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","7","120657","0.0-7.0","90660643","wem/bandit_double","AIK9IRPT4M848","both","4","5","6050","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","identification","8","131594","0.0-8.0-0.0","90660643","wem/bandit_double","AIK9IRPT4M848","both","4","5","10908","","","","6","6","6","","","","","","","","","","","","","","","","","","","","","","","","the village of Zur","","","","","","",""
"","identification","9","137422","0.0-8.0-1.0","90660643","wem/bandit_double","AIK9IRPT4M848","both","4","5","4807","","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","the village of Nyx","","","","","","",""
"","text","10","146664","0.0-9.0","90660643","wem/bandit_double","AIK9IRPT4M848","both","4","5","8238","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","11","150394","0.0-10.0","90660643","wem/bandit_double","AIK9IRPT4M848","both","4","5","3727","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","12","152955","0.0-11.0","90660643","wem/bandit_double","AIK9IRPT4M848","both","4","5","2559","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","13","160563","0.0-12.0","90660643","wem/bandit_double","AIK9IRPT4M848","both","4","5","7605","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","14","163899","0.0-13.0","90660643","wem/bandit_double","AIK9IRPT4M848","both","4","5","3332","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","bandit","15","167643","0.0-14.0-0.0","90660643","wem/bandit_double","AIK9IRPT4M848","both","4","5","2228","","","","","","","1","0","0","1","0","","","","","0","","","","1","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0",""
"","bandit","16","171571","0.0-15.0-0.0","90660643","wem/bandit_double","AIK9IRPT4M848","both","4","5","2415","","","","","","","0","1","0","0","1","","","","","1","","","","0","","","","","","","","","","","75","K","0","img/none_selected_demo.jpg","true","0",""
"","text","17","178795","0.0-16.0","90660643","wem/bandit_double","AIK9IRPT4M848","both","4","5","7221","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","18","189632","0.0-17.0","90660643","wem/bandit_double","AIK9IRPT4M848","both","4","5","10833","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","19","198749","0.0-18.0","90660643","wem/bandit_double","AIK9IRPT4M848","both","4","5","9114","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","20","206320","0.0-19.0","90660643","wem/bandit_double","AIK9IRPT4M848","both","4","5","7569","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","bandit","21","208597","0.0-20.0-0.0","90660643","wem/bandit_double","AIK9IRPT4M848","both","4","5","766","","","","","","","1","0","0","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","22","210451","0.0-20.0-1.0","90660643","wem/bandit_double","AIK9IRPT4M848","both","4","5","341","","","","","","","1","0","0","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","23","212268","0.0-20.0-2.0","90660643","wem/bandit_double","AIK9IRPT4M848","both","4","5","305","","","","","","","1","0","0","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","24","214082","0.0-20.0-3.0","90660643","wem/bandit_double","AIK9IRPT4M848","both","4","5","303","","","","","","","1","0","0","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","25","216169","0.0-20.0-4.0","90660643","wem/bandit_double","AIK9IRPT4M848","both","4","5","577","","","","","","","1","0","0","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","26","217940","0.0-20.0-5.0","90660643","wem/bandit_double","AIK9IRPT4M848","both","4","5","258","","","","","","","1","0","0","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","27","220568","0.0-20.0-6.0","90660643","wem/bandit_double","AIK9IRPT4M848","both","4","5","1116","","","","","","","1","0","0","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","28","222392","0.0-20.0-7.0","90660643","wem/bandit_double","AIK9IRPT4M848","both","4","5","307","","","","","","","1","0","0","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","29","224220","0.0-20.0-8.0","90660643","wem/bandit_double","AIK9IRPT4M848","both","4","5","316","","","","","","","1","0","0","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","30","228055","0.0-20.0-9.0","90660643","wem/bandit_double","AIK9IRPT4M848","both","4","5","2323","","","","","","","1","0","0","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","31","230012","0.0-20.0-10.0","90660643","wem/bandit_double","AIK9IRPT4M848","both","4","5","448","","","","","","","0","0","1","0.2","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","75","K","1","","true","0","80_20_practice"
"","bandit","32","231970","0.0-20.0-11.0","90660643","wem/bandit_double","AIK9IRPT4M848","both","4","5","448","","","","","","","1","0","0","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","33","233517","0.0-20.0-12.0","90660643","wem/bandit_double","AIK9IRPT4M848","both","4","5","36","","","","","","","1","0","0","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","34","235293","0.0-20.0-13.0","90660643","wem/bandit_double","AIK9IRPT4M848","both","4","5","263","","","","","","","1","0","0","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","35","238652","0.0-20.0-14.0","90660643","wem/bandit_double","AIK9IRPT4M848","both","4","5","1845","","","","","","","1","0","0","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","36","240465","0.0-20.0-15.0","90660643","wem/bandit_double","AIK9IRPT4M848","both","4","5","303","","","","","","","1","0","0","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
