"consent","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift1","drift2","rt","responses","key_press","expt_phase","like","value","connected","gems","bombs","no_reward","GemPrChosen","BombPrChosen","GainOverPainPr_0","GainOverPainPr_1","GainOverPainPr_2","GainOverPainPr_3","LosePr_0","LosePr_1","LosePr_2","LosePr_3","WinPr_0","WinPr_1","WinPr_2","WinPr_3","Q0","Q1","Q2","gender","age","ethnicity","target","respCharCode","respKey","respChoiceNum","respChoice","practice","trial_counter","trial_label"
"INL_behavioral_consent_30min_online.html","consent","0","68662","0.0-0.0","95498251","wem/bandit_double","AVIH7MSMSTZCW","both","8","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","1","81439","0.0-1.0","95498251","wem/bandit_double","AVIH7MSMSTZCW","both","8","1","11753","{""Q0"":""AVIH7MSMSTZCW""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","2","103251","0.0-2.0","95498251","wem/bandit_double","AVIH7MSMSTZCW","both","8","1","20804","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","3","115601","0.0-3.0","95498251","wem/bandit_double","AVIH7MSMSTZCW","both","8","1","12346","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","4","181023","0.0-4.0","95498251","wem/bandit_double","AVIH7MSMSTZCW","both","8","1","65417","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","5","202967","0.0-5.0","95498251","wem/bandit_double","AVIH7MSMSTZCW","both","8","1","21940","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","6","223698","0.0-6.0","95498251","wem/bandit_double","AVIH7MSMSTZCW","both","8","1","20727","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","7","234359","0.0-7.0","95498251","wem/bandit_double","AVIH7MSMSTZCW","both","8","1","10657","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","identification","8","245029","0.0-8.0-0.0","95498251","wem/bandit_double","AVIH7MSMSTZCW","both","8","1","10605","","","","6","6","6","","","","","","","","","","","","","","","","","","","","","","","","the village of Zur","","","","","","",""
"","identification","9","255138","0.0-8.0-1.0","95498251","wem/bandit_double","AVIH7MSMSTZCW","both","8","1","9069","","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","the village of Nyx","","","","","","",""
"","text","10","266618","0.0-9.0","95498251","wem/bandit_double","AVIH7MSMSTZCW","both","8","1","10474","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","11","271633","0.0-10.0","95498251","wem/bandit_double","AVIH7MSMSTZCW","both","8","1","5010","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","12","276168","0.0-11.0","95498251","wem/bandit_double","AVIH7MSMSTZCW","both","8","1","4530","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","13","280275","0.0-12.0","95498251","wem/bandit_double","AVIH7MSMSTZCW","both","8","1","4102","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","14","293196","0.0-13.0","95498251","wem/bandit_double","AVIH7MSMSTZCW","both","8","1","12916","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","bandit","15","297087","0.0-14.0-0.0","95498251","wem/bandit_double","AVIH7MSMSTZCW","both","8","1","2366","","","","","","","1","0","0","1","0","","","","","0","","","","1","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0",""
"","bandit","16","301674","0.0-15.0-0.0","95498251","wem/bandit_double","AVIH7MSMSTZCW","both","8","1","3075","","","","","","","0","1","0","0","1","","","","","1","","","","0","","","","","","","","","","","75","K","0","img/none_selected_demo.jpg","true","0",""
"","text","17","312304","0.0-16.0","95498251","wem/bandit_double","AVIH7MSMSTZCW","both","8","1","10624","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","18","327704","0.0-17.0","95498251","wem/bandit_double","AVIH7MSMSTZCW","both","8","1","15395","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","19","340049","0.0-18.0","95498251","wem/bandit_double","AVIH7MSMSTZCW","both","8","1","12339","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","20","348137","0.0-19.0","95498251","wem/bandit_double","AVIH7MSMSTZCW","both","8","1","8081","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","bandit","21","353848","0.0-20.0-0.0","95498251","wem/bandit_double","AVIH7MSMSTZCW","both","8","1","4198","","","","","","","0","0","1","0.2","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","75","K","1","","true","0","80_20_practice"
"","bandit","22","357866","0.0-20.0-1.0","95498251","wem/bandit_double","AVIH7MSMSTZCW","both","8","1","2505","","","","","","","0","0","1","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","23","369211","0.0-20.0-2.0","95498251","wem/bandit_double","AVIH7MSMSTZCW","both","8","1","9833","","","","","","","0","0","1","0.2","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","75","K","1","","true","0","80_20_practice"
"","bandit","24","372451","0.0-20.0-3.0","95498251","wem/bandit_double","AVIH7MSMSTZCW","both","8","1","1728","","","","","","","0","0","1","0.2","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","75","K","1","","true","0","80_20_practice"
"","bandit","25","374911","0.0-20.0-4.0","95498251","wem/bandit_double","AVIH7MSMSTZCW","both","8","1","947","","","","","","","1","0","0","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","26","380076","0.0-20.0-5.0","95498251","wem/bandit_double","AVIH7MSMSTZCW","both","8","1","3653","","","","","","","0","0","1","0.2","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","75","K","1","","true","0","80_20_practice"
"","bandit","27","381973","0.0-20.0-6.0","95498251","wem/bandit_double","AVIH7MSMSTZCW","both","8","1","383","","","","","","","1","0","0","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","28","387827","0.0-20.0-7.0","95498251","wem/bandit_double","AVIH7MSMSTZCW","both","8","1","4336","","","","","","","0","0","1","0.2","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","75","K","1","","true","0","80_20_practice"
"","bandit","29","390139","0.0-20.0-8.0","95498251","wem/bandit_double","AVIH7MSMSTZCW","both","8","1","794","","","","","","","1","0","0","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","30","394422","0.0-20.0-9.0","95498251","wem/bandit_double","AVIH7MSMSTZCW","both","8","1","2771","","","","","","","1","0","0","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","31","397015","0.0-20.0-10.0","95498251","wem/bandit_double","AVIH7MSMSTZCW","both","8","1","1081","","","","","","","0","0","1","0.2","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","75","K","1","","true","0","80_20_practice"
