"consent","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift1","drift2","rt","responses","key_press","expt_phase","like","value","connected","gems","bombs","no_reward","GemPrChosen","BombPrChosen","GainOverPainPr_0","GainOverPainPr_1","GainOverPainPr_2","GainOverPainPr_3","LosePr_0","LosePr_1","LosePr_2","LosePr_3","WinPr_0","WinPr_1","WinPr_2","WinPr_3","Q0","Q1","Q2","gender","age","ethnicity","target","respCharCode","respKey","respChoiceNum","respChoice","practice","trial_counter","trial_label"
"INL_behavioral_consent_30min_online.html","consent","0","5557","0.0-0.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","1","10246","0.0-1.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","3675","{""Q0"":""A1NKBXOTZAI1YK""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","2","21989","0.0-2.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","10730","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","3","26613","0.0-3.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","4622","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","4","39949","0.0-4.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","13334","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","5","46797","0.0-5.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","6846","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","6","55823","0.0-6.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","9024","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","7","61821","0.0-7.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","5996","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","identification","8","76365","0.0-8.0-0.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","14516","","","","3","3","3","","","","","","","","","","","","","","","","","","","","","","","","the village of Zur","","","","","","",""
"","identification","9","84476","0.0-8.0-1.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","7084","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","the village of Nyx","","","","","","",""
"","text","10","92979","0.0-9.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","7492","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","11","95622","0.0-10.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","2639","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","12","98269","0.0-11.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","2645","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","13","99839","0.0-12.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","1568","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","14","109277","0.0-13.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","9435","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","bandit","15","112234","0.0-14.0-0.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","1424","","","","","","","1","0","0","1","0","","","","","0","","","","1","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0",""
"","bandit","16","114611","0.0-15.0-0.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","861","","","","","","","0","1","0","0","1","","","","","1","","","","0","","","","","","","","","","","75","K","0","img/none_selected_demo.jpg","true","0",""
"","text","17","117690","0.0-16.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","3076","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","18","135478","0.0-17.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","17787","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","19","139659","0.0-18.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","4179","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","20","141286","0.0-19.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","1624","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","bandit","21","143684","0.0-20.0-0.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","882","","","","","","","1","0","0","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","22","145910","0.0-20.0-1.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","715","","","","","","","0","0","1","0.2","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","75","K","1","","true","0","80_20_practice"
"","bandit","23","147915","0.0-20.0-2.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","483","","","","","","","0","0","1","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","24","149662","0.0-20.0-3.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","238","","","","","","","1","0","0","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","25","151418","0.0-20.0-4.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","242","","","","","","","1","0","0","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","26","152989","0.0-20.0-5.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","60","","","","","","","1","0","0","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","27","154631","0.0-20.0-6.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","134","","","","","","","1","0","0","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","28","156365","0.0-20.0-7.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","208","","","","","","","1","0","0","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","29","158350","0.0-20.0-8.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","454","","","","","","","1","0","0","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","30","160220","0.0-20.0-9.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","356","","","","","","","1","0","0","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","31","161829","0.0-20.0-10.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","99","","","","","","","1","0","0","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","32","163668","0.0-20.0-11.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","331","","","","","","","1","0","0","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","33","165350","0.0-20.0-12.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","164","","","","","","","0","0","1","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","34","167534","0.0-20.0-13.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","665","","","","","","","1","0","0","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","35","169240","0.0-20.0-14.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","191","","","","","","","1","0","0","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","36","173469","0.0-20.0-15.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","2703","","","","","","","1","0","0","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","37","176192","0.0-20.0-16.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","1210","","","","","","","1","0","0","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","38","183871","0.0-20.0-17.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","6170","","","","","","","1","0","0","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","39","185876","0.0-20.0-18.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","480","","","","","","","0","0","1","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","40","187782","0.0-20.0-19.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","369","","","","","","","1","0","0","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","text","41","190996","0.0-21.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","3211","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","bandit","42","193693","0.0-22.0-0.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","1190","","","","","","","1","0","0","1","0","","","","","0","1","","","1","0","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0",""
"","text","43","199036","0.0-23.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","5339","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","44","200940","0.0-24.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","1902","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","45","203677","0.0-25.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","2735","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","46","205205","0.0-26.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","1524","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","47","207549","0.0-27.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","2339","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","48","251243","0.0-28.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","43691","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","49","260846","0.0-29.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","9601","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","50","263405","0.0-30.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","2555","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","51","264995","0.0-31.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","1586","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","52","269043","0.0-32.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","4047","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","53","270061","0.0-33.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","1014","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","54","271974","0.0-34.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","1907","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","bandit","55","274426","0.0-35.0-0.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","937","","","","","","","1","0","0","0.8","0.8","","","","","0.8","0.2","0.6","0.2","0.8","0.2","0.6","0.2","","","","","","","","72","H","0","img/none_selected.jpg","true","0","full_practice"
"","bandit","56","276385","0.0-35.0-1.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","436","","","","","","","0","1","0","0.2","0.2","","","","","0.8","0.2","0.6","0.2","0.8","0.2","0.6","0.2","","","","","","","","74","J","1","","true","0","full_practice"
"","bandit","57","278561","0.0-35.0-2.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","661","","","","","","","1","0","0","0.6","0.6","","","","","0.8","0.2","0.6","0.2","0.8","0.2","0.6","0.2","","","","","","","","75","K","2","","true","0","full_practice"
"","bandit","58","280366","0.0-35.0-3.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","285","","","","","","","0","0","1","0.2","0.2","","","","","0.8","0.2","0.6","0.2","0.8","0.2","0.6","0.2","","","","","","","","76","L","3","","true","0","full_practice"
"","bandit","59","282141","0.0-35.0-4.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","263","","","","","","","0","1","0","0.6","0.6","","","","","0.8","0.2","0.6","0.2","0.8","0.2","0.6","0.2","","","","","","","","75","K","2","","true","0","full_practice"
"","bandit","60","284053","0.0-35.0-5.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","396","","","","","","","1","1","0","0.8","0.8","","","","","0.8","0.2","0.6","0.2","0.8","0.2","0.6","0.2","","","","","","","","72","H","0","img/none_selected.jpg","true","0","full_practice"
"","bandit","61","285884","0.0-35.0-6.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","325","","","","","","","1","1","0","0.8","0.8","","","","","0.8","0.2","0.6","0.2","0.8","0.2","0.6","0.2","","","","","","","","72","H","0","img/none_selected.jpg","true","0","full_practice"
"","bandit","62","287644","0.0-35.0-7.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","249","","","","","","","1","1","0","0.6","0.6","","","","","0.8","0.2","0.6","0.2","0.8","0.2","0.6","0.2","","","","","","","","75","K","2","","true","0","full_practice"
"","bandit","63","289641","0.0-35.0-8.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","469","","","","","","","1","1","0","0.2","0.2","","","","","0.8","0.2","0.6","0.2","0.8","0.2","0.6","0.2","","","","","","","","74","J","1","","true","0","full_practice"
"","bandit","64","291669","0.0-35.0-9.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","516","","","","","","","1","0","0","0.2","0.2","","","","","0.8","0.2","0.6","0.2","0.8","0.2","0.6","0.2","","","","","","","","76","L","3","","true","0","full_practice"
"","bandit","65","293314","0.0-35.0-10.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","129","","","","","","","0","1","0","0.2","0.2","","","","","0.8","0.2","0.6","0.2","0.8","0.2","0.6","0.2","","","","","","","","76","L","3","","true","0","full_practice"
"","bandit","66","295107","0.0-35.0-11.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","262","","","","","","","1","1","0","0.6","0.6","","","","","0.8","0.2","0.6","0.2","0.8","0.2","0.6","0.2","","","","","","","","75","K","2","","true","0","full_practice"
"","bandit","67","296874","0.0-35.0-12.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","245","","","","","","","1","0","0","0.2","0.2","","","","","0.8","0.2","0.6","0.2","0.8","0.2","0.6","0.2","","","","","","","","74","J","1","","true","0","full_practice"
"","bandit","68","298638","0.0-35.0-13.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","254","","","","","","","0","1","0","0.2","0.2","","","","","0.8","0.2","0.6","0.2","0.8","0.2","0.6","0.2","","","","","","","","74","J","1","","true","0","full_practice"
"","bandit","69","300317","0.0-35.0-14.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","160","","","","","","","1","1","0","0.8","0.8","","","","","0.8","0.2","0.6","0.2","0.8","0.2","0.6","0.2","","","","","","","","72","H","0","img/none_selected.jpg","true","0","full_practice"
"","bandit","70","302036","0.0-35.0-15.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","209","","","","","","","0","0","1","0.2","0.2","","","","","0.8","0.2","0.6","0.2","0.8","0.2","0.6","0.2","","","","","","","","74","J","1","","true","0","full_practice"
"","bandit","71","303842","0.0-35.0-16.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","282","","","","","","","0","0","1","0.2","0.2","","","","","0.8","0.2","0.6","0.2","0.8","0.2","0.6","0.2","","","","","","","","74","J","1","","true","0","full_practice"
"","bandit","72","305623","0.0-35.0-17.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","263","","","","","","","0","0","1","0.2","0.2","","","","","0.8","0.2","0.6","0.2","0.8","0.2","0.6","0.2","","","","","","","","74","J","1","","true","0","full_practice"
"","bandit","73","307252","0.0-35.0-18.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","103","","","","","","","1","1","0","0.6","0.6","","","","","0.8","0.2","0.6","0.2","0.8","0.2","0.6","0.2","","","","","","","","75","K","2","","true","0","full_practice"
"","bandit","74","309059","0.0-35.0-19.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","282","","","","","","","0","0","1","0.2","0.2","","","","","0.8","0.2","0.6","0.2","0.8","0.2","0.6","0.2","","","","","","","","76","L","3","","true","0","full_practice"
"","text","75","311492","0.0-36.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","2429","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","76","320084","0.0-37.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","7587","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","77","322939","0.0-38.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","2854","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","78","327781","0.0-39.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","4838","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","79","333424","0.0-40.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","5639","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","bandit","80","335812","0.0-41.0-0.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","854","","","","","","","0","0","1","0.3540548627","0.0798457429","","","","","0.0798457429","0.02943109976","0.3592836462","0.4269289603","0.3540548627","0.2637293772","0.1351790469","0.2928194041","","","","","","","","72","H","0","img/none_selected.jpg","","1","main_expt"
"","bandit","81","337691","0.0-42.0-0.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","370","","","","","","","0","0","1","0.3812516843","0.07621336767","","","","","0.07621336767","0.06336112212","0.3454903542","0.4660243271","0.3812516843","0.2760013096","0.125602744","0.3040419902","","","","","","","","72","H","0","img/none_selected.jpg","","2","main_expt"
"","bandit","82","339508","0.0-43.0-0.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","306","","","","","","","0","0","1","0.3240499928","0.07335687118","","","","","0.07476295528","0.07335687118","0.2941512374","0.4738503749","0.3901316494","0.3240499928","0.09574082279","0.2875251023","","","","","","","","74","J","1","","","3","main_expt"
"","bandit","83","341483","0.0-44.0-0.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","448","","","","","","","0","1","0","0.0913382225","0.2851241965","","","","","0.06526985361","0.06156305515","0.2851241965","0.4618500418","0.3945399471","0.3510822359","0.0913382225","0.2965567903","","","","","","","","75","K","2","","","4","main_expt"
"","bandit","84","343297","0.0-45.0-0.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","290","","","","","","","0","0","1","0.2681113314","0.4488935273","","","","","0.05487735528","0.08141194251","0.3172925843","0.4488935273","0.3997977613","0.3522827721","0.106177601","0.2681113314","","","","","","","","76","L","3","","","5","main_expt"
"","bandit","85","345029","0.0-46.0-0.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","214","","","","","","","0","0","1","0.382674005","0.1104821702","","","","","0.04340015571","0.1104821702","0.3319153021","0.4437832297","0.390783501","0.382674005","0.08998955495","0.2330443498","","","","","","","","74","J","1","","","6","main_expt"
"","bandit","86","346730","0.0-47.0-0.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","182","","","","","","","1","0","0","0.1630509172","0.4310077805","","","","","0.04575060371","0.1191408541","0.3553039772","0.4310077805","0.3305693427","0.3998463606","0.1077526668","0.1630509172","","","","","","","","76","L","3","","","7","main_expt"
"","bandit","87","348321","0.0-48.0-0.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","75","","","","","","","1","1","0","0.2002468685","0.4480386191","","","","","0.06112087539","0.1517570037","0.3868093767","0.4480386191","0.3056545716","0.3832029687","0.1243697388","0.2002468685","","","","","","","","76","L","3","","","8","main_expt"
"","bandit","88","350233","0.0-49.0-0.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","382","","","","","","","0","0","1","0.1835034381","0.4460224538","","","","","0.07854191076","0.1738087075","0.3754406694","0.4460224538","0.3278889804","0.3796681134","0.1698108096","0.1835034381","","","","","","","","76","L","3","","","9","main_expt"
"","bandit","89","351869","0.0-50.0-0.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","124","","","","","","","1","0","0","0.3137855556","0.06865483858","","","","","0.06865483858","0.2033535465","0.3537433427","0.3954493452","0.3137855556","0.3614311416","0.221757114","0.1939723001","","","","","","","","72","H","0","img/none_selected.jpg","","10","main_expt"
"","bandit","90","353571","0.0-51.0-0.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","186","","","","","","","0","0","1","0.3253079181","0.05083805298","","","","","0.05083805298","0.1751631116","0.3793358735","0.4064238371","0.3253079181","0.3938737051","0.1961062924","0.1949806013","","","","","","","","72","H","0","img/none_selected.jpg","","11","main_expt"
"","bandit","91","355238","0.0-52.0-0.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","145","","","","","","","1","0","0","0.3298150516","0.1038792476","","","","","0.1038792476","0.1787487179","0.3800428212","0.3800839449","0.3298150516","0.3810544723","0.1907056259","0.2587943474","","","","","","","","72","H","0","img/none_selected.jpg","","12","main_expt"
"","bandit","92","356931","0.0-53.0-0.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","174","","","","","","","1","0","0","0.3673307406","0.1197284353","","","","","0.1197284353","0.1794712961","0.3647981021","0.3866628193","0.3673307406","0.3707046684","0.2162865666","0.3085985727","","","","","","","","72","H","0","img/none_selected.jpg","","13","main_expt"
"","bandit","93","358550","0.0-54.0-0.0","52159072","wem/bandit_double","A1NKBXOTZAI1YK","both","8","1","89","","","","","","","1","0","0","0.3679224674","0.135681701","","","","","0.135681701","0.2482140722","0.3646471907","0.326509825","0.3679224674","0.3486531997","0.2399362825","0.2464992766","","","","","","","","72","H","0","img/none_selected.jpg","","14","main_expt"
