"consent","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift1","drift2","rt","responses","key_press","expt_phase","like","value","connected","gems","bombs","no_reward","GemPrChosen","BombPrChosen","GainOverPainPr_0","GainOverPainPr_1","GainOverPainPr_2","GainOverPainPr_3","LosePr_0","LosePr_1","LosePr_2","LosePr_3","WinPr_0","WinPr_1","WinPr_2","WinPr_3","Q0","Q1","Q2","gender","age","ethnicity","target","respCharCode","respKey","respChoiceNum","respChoice","practice","trial_counter","trial_label"
"INL_behavioral_consent_30min_online.html","consent","0","23536","0.0-0.0","41097897","wem/bandit_double","A3PRZRK9IC5CBI","both","7","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","1","35456","0.0-1.0","41097897","wem/bandit_double","A3PRZRK9IC5CBI","both","7","2","10915","{""Q0"":""A3PRZRK9IC5CBI""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","2","45183","0.0-2.0","41097897","wem/bandit_double","A3PRZRK9IC5CBI","both","7","2","8724","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","3","54902","0.0-3.0","41097897","wem/bandit_double","A3PRZRK9IC5CBI","both","7","2","9717","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","4","76159","0.0-4.0","41097897","wem/bandit_double","A3PRZRK9IC5CBI","both","7","2","21255","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","5","91462","0.0-5.0","41097897","wem/bandit_double","A3PRZRK9IC5CBI","both","7","2","15301","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","6","108111","0.0-6.0","41097897","wem/bandit_double","A3PRZRK9IC5CBI","both","7","2","16647","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","7","116278","0.0-7.0","41097897","wem/bandit_double","A3PRZRK9IC5CBI","both","7","2","8166","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","identification","8","124296","0.0-8.0-0.0","41097897","wem/bandit_double","A3PRZRK9IC5CBI","both","7","2","8008","","","","6","6","6","","","","","","","","","","","","","","","","","","","","","","","","the village of Zur","","","","","","",""
"","identification","9","131768","0.0-8.0-1.0","41097897","wem/bandit_double","A3PRZRK9IC5CBI","both","7","2","6461","","","","3","3","3","","","","","","","","","","","","","","","","","","","","","","","","the village of Nyx","","","","","","",""
