"consent","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift1","drift2","rt","responses","key_press","expt_phase","like","value","connected","gems","bombs","no_reward","GemPrChosen","BombPrChosen","GainOverPainPr_0","GainOverPainPr_1","GainOverPainPr_2","GainOverPainPr_3","LosePr_0","LosePr_1","LosePr_2","LosePr_3","WinPr_0","WinPr_1","WinPr_2","WinPr_3","Q0","Q1","Q2","gender","age","ethnicity","target","respCharCode","respKey","respChoiceNum","respChoice","practice","trial_counter","trial_label"
"INL_behavioral_consent_30min_online.html","consent","0","6730","0.0-0.0","24903049","wem/bandit_double","ATMQRDBW7WM1Z","both","6","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","1","11831","0.0-1.0","24903049","wem/bandit_double","ATMQRDBW7WM1Z","both","6","3","4090","{""Q0"":""ATMQRDBW7WM1Z""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","2","23543","0.0-2.0","24903049","wem/bandit_double","ATMQRDBW7WM1Z","both","6","3","10706","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","3","28386","0.0-3.0","24903049","wem/bandit_double","ATMQRDBW7WM1Z","both","6","3","4841","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","4","44194","0.0-4.0","24903049","wem/bandit_double","ATMQRDBW7WM1Z","both","6","3","15805","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","5","55044","0.0-5.0","24903049","wem/bandit_double","ATMQRDBW7WM1Z","both","6","3","10846","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","6","76008","0.0-6.0","24903049","wem/bandit_double","ATMQRDBW7WM1Z","both","6","3","20956","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","7","81998","0.0-7.0","24903049","wem/bandit_double","ATMQRDBW7WM1Z","both","6","3","5979","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","identification","8","88571","0.0-8.0-0.0","24903049","wem/bandit_double","ATMQRDBW7WM1Z","both","6","3","6532","","","","3","5","4","","","","","","","","","","","","","","","","","","","","","","","","the village of Zur","","","","","","",""
"","identification","9","94842","0.0-8.0-1.0","24903049","wem/bandit_double","ATMQRDBW7WM1Z","both","6","3","5210","","","","2","2","1","","","","","","","","","","","","","","","","","","","","","","","","the village of Nyx","","","","","","",""
"","text","10","98881","0.0-9.0","24903049","wem/bandit_double","ATMQRDBW7WM1Z","both","6","3","3012","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","11","100001","0.0-10.0","24903049","wem/bandit_double","ATMQRDBW7WM1Z","both","6","3","1117","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","12","103995","0.0-11.0","24903049","wem/bandit_double","ATMQRDBW7WM1Z","both","6","3","3992","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","13","105226","0.0-12.0","24903049","wem/bandit_double","ATMQRDBW7WM1Z","both","6","3","1229","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
