"consent","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift1","drift2","rt","responses","key_press","expt_phase","like","value","connected","gems","bombs","no_reward","GemPrChosen","BombPrChosen","GainOverPainPr_0","GainOverPainPr_1","GainOverPainPr_2","GainOverPainPr_3","LosePr_0","LosePr_1","LosePr_2","LosePr_3","WinPr_0","WinPr_1","WinPr_2","WinPr_3","Q0","Q1","Q2","gender","age","ethnicity","target","respCharCode","respKey","respChoiceNum","respChoice","practice","trial_counter","trial_label"
"INL_behavioral_consent_30min_online.html","consent","0","7397","0.0-0.0","65623136","wem/bandit_double","A1HN4550TIXQBZ","both","4","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","1","14198","0.0-1.0","65623136","wem/bandit_double","A1HN4550TIXQBZ","both","4","5","5795","{""Q0"":""A1HN4550TIXQBZ""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","2","21928","0.0-2.0","65623136","wem/bandit_double","A1HN4550TIXQBZ","both","4","5","6728","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","3","25913","0.0-3.0","65623136","wem/bandit_double","A1HN4550TIXQBZ","both","4","5","3984","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","4","39194","0.0-4.0","65623136","wem/bandit_double","A1HN4550TIXQBZ","both","4","5","13279","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","5","48953","0.0-5.0","65623136","wem/bandit_double","A1HN4550TIXQBZ","both","4","5","9758","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","6","58426","0.0-6.0","65623136","wem/bandit_double","A1HN4550TIXQBZ","both","4","5","9473","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","7","64361","0.0-7.0","65623136","wem/bandit_double","A1HN4550TIXQBZ","both","4","5","5933","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","identification","8","72949","0.0-8.0-0.0","65623136","wem/bandit_double","A1HN4550TIXQBZ","both","4","5","8575","","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","the village of Zur","","","","","","",""
"","identification","9","78078","0.0-8.0-1.0","65623136","wem/bandit_double","A1HN4550TIXQBZ","both","4","5","4122","","","","6","6","6","","","","","","","","","","","","","","","","","","","","","","","","the village of Nyx","","","","","","",""
