"consent","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift1","drift2","rt","responses","key_press","expt_phase","like","value","connected","gems","bombs","no_reward","GemPrChosen","BombPrChosen","GainOverPainPr_0","GainOverPainPr_1","GainOverPainPr_2","GainOverPainPr_3","LosePr_0","LosePr_1","LosePr_2","LosePr_3","WinPr_0","WinPr_1","WinPr_2","WinPr_3","Q0","Q1","Q2","gender","age","ethnicity","target","respCharCode","respKey","respChoiceNum","respChoice","practice","trial_counter","trial_label"
"INL_behavioral_consent_30min_online.html","consent","0","6931","0.0-0.0","03913942","wem/bandit_double","A26NGLGGFTATVN","both","4","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","1","10296","0.0-1.0","03913942","wem/bandit_double","A26NGLGGFTATVN","both","4","5","2358","{""Q0"":""A26NGLGGFTATVN""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","2","19645","0.0-2.0","03913942","wem/bandit_double","A26NGLGGFTATVN","both","4","5","8346","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","3","24972","0.0-3.0","03913942","wem/bandit_double","A26NGLGGFTATVN","both","4","5","5326","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","4","35694","0.0-4.0","03913942","wem/bandit_double","A26NGLGGFTATVN","both","4","5","10719","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","5","55054","0.0-5.0","03913942","wem/bandit_double","A26NGLGGFTATVN","both","4","5","19358","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","6","69703","0.0-6.0","03913942","wem/bandit_double","A26NGLGGFTATVN","both","4","5","14647","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","7","78885","0.0-7.0","03913942","wem/bandit_double","A26NGLGGFTATVN","both","4","5","9180","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","identification","8","84270","0.0-8.0-0.0","03913942","wem/bandit_double","A26NGLGGFTATVN","both","4","5","5372","","","","6","6","6","","","","","","","","","","","","","","","","","","","","","","","","the village of Zur","","","","","","",""
"","identification","9","88764","0.0-8.0-1.0","03913942","wem/bandit_double","A26NGLGGFTATVN","both","4","5","3482","","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","the village of Nyx","","","","","","",""
"","text","10","94924","0.0-9.0","03913942","wem/bandit_double","A26NGLGGFTATVN","both","4","5","5157","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","11","99236","0.0-10.0","03913942","wem/bandit_double","A26NGLGGFTATVN","both","4","5","4310","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","12","101091","0.0-11.0","03913942","wem/bandit_double","A26NGLGGFTATVN","both","4","5","1853","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","13","102579","0.0-12.0","03913942","wem/bandit_double","A26NGLGGFTATVN","both","4","5","1486","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","14","107476","0.0-13.0","03913942","wem/bandit_double","A26NGLGGFTATVN","both","4","5","4897","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","bandit","15","111121","0.0-14.0-0.0","03913942","wem/bandit_double","A26NGLGGFTATVN","both","4","5","2133","","","","","","","1","0","0","1","0","","","","","0","","","","1","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0",""
"","bandit","16","113890","0.0-15.0-0.0","03913942","wem/bandit_double","A26NGLGGFTATVN","both","4","5","1259","","","","","","","0","1","0","0","1","","","","","1","","","","0","","","","","","","","","","","75","K","0","img/none_selected_demo.jpg","true","0",""
"","text","17","119669","0.0-16.0","03913942","wem/bandit_double","A26NGLGGFTATVN","both","4","5","5778","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","18","123732","0.0-17.0","03913942","wem/bandit_double","A26NGLGGFTATVN","both","4","5","4061","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","19","127411","0.0-18.0","03913942","wem/bandit_double","A26NGLGGFTATVN","both","4","5","3679","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","20","129836","0.0-19.0","03913942","wem/bandit_double","A26NGLGGFTATVN","both","4","5","2424","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","bandit","21","132337","0.0-20.0-0.0","03913942","wem/bandit_double","A26NGLGGFTATVN","both","4","5","997","","","","","","","1","0","0","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","22","134178","0.0-20.0-1.0","03913942","wem/bandit_double","A26NGLGGFTATVN","both","4","5","333","","","","","","","1","0","0","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","23","135903","0.0-20.0-2.0","03913942","wem/bandit_double","A26NGLGGFTATVN","both","4","5","215","","","","","","","1","0","0","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","24","137452","0.0-20.0-3.0","03913942","wem/bandit_double","A26NGLGGFTATVN","both","4","5","40","","","","","","","0","0","1","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","25","139086","0.0-20.0-4.0","03913942","wem/bandit_double","A26NGLGGFTATVN","both","4","5","127","","","","","","","1","0","0","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","26","140695","0.0-20.0-5.0","03913942","wem/bandit_double","A26NGLGGFTATVN","both","4","5","101","","","","","","","1","0","0","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","27","142667","0.0-20.0-6.0","03913942","wem/bandit_double","A26NGLGGFTATVN","both","4","5","468","","","","","","","0","0","1","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","28","144333","0.0-20.0-7.0","03913942","wem/bandit_double","A26NGLGGFTATVN","both","4","5","160","","","","","","","1","0","0","0.2","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","75","K","1","","true","0","80_20_practice"
"","bandit","29","146068","0.0-20.0-8.0","03913942","wem/bandit_double","A26NGLGGFTATVN","both","4","5","228","","","","","","","0","0","1","0.2","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","75","K","1","","true","0","80_20_practice"
"","bandit","30","147724","0.0-20.0-9.0","03913942","wem/bandit_double","A26NGLGGFTATVN","both","4","5","148","","","","","","","1","0","0","0.2","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","75","K","1","","true","0","80_20_practice"
"","bandit","31","149362","0.0-20.0-10.0","03913942","wem/bandit_double","A26NGLGGFTATVN","both","4","5","134","","","","","","","0","0","1","0.2","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","75","K","1","","true","0","80_20_practice"
"","bandit","32","150898","0.0-20.0-11.0","03913942","wem/bandit_double","A26NGLGGFTATVN","both","4","5","32","","","","","","","1","0","0","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","33","152596","0.0-20.0-12.0","03913942","wem/bandit_double","A26NGLGGFTATVN","both","4","5","192","","","","","","","1","0","0","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","34","154160","0.0-20.0-13.0","03913942","wem/bandit_double","A26NGLGGFTATVN","both","4","5","15","","","","","","","1","0","0","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","35","155724","0.0-20.0-14.0","03913942","wem/bandit_double","A26NGLGGFTATVN","both","4","5","55","","","","","","","1","0","0","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","36","157249","0.0-20.0-15.0","03913942","wem/bandit_double","A26NGLGGFTATVN","both","4","5","21","","","","","","","1","0","0","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","37","158869","0.0-20.0-16.0","03913942","wem/bandit_double","A26NGLGGFTATVN","both","4","5","97","","","","","","","1","0","0","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","38","160835","0.0-20.0-17.0","03913942","wem/bandit_double","A26NGLGGFTATVN","both","4","5","459","","","","","","","1","0","0","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","39","162418","0.0-20.0-18.0","03913942","wem/bandit_double","A26NGLGGFTATVN","both","4","5","79","","","","","","","1","0","0","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","40","164003","0.0-20.0-19.0","03913942","wem/bandit_double","A26NGLGGFTATVN","both","4","5","81","","","","","","","1","0","0","0.8","0","","","","","0","0","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","text","41","166972","0.0-21.0","03913942","wem/bandit_double","A26NGLGGFTATVN","both","4","5","2967","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","bandit","42","169419","0.0-22.0-0.0","03913942","wem/bandit_double","A26NGLGGFTATVN","both","4","5","941","","","","","","","1","0","0","1","0","","","","","0","1","","","1","0","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0",""
"","text","43","174477","0.0-23.0","03913942","wem/bandit_double","A26NGLGGFTATVN","both","4","5","5056","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","44","177820","0.0-24.0","03913942","wem/bandit_double","A26NGLGGFTATVN","both","4","5","3341","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","45","179572","0.0-25.0","03913942","wem/bandit_double","A26NGLGGFTATVN","both","4","5","1751","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","46","182636","0.0-26.0","03913942","wem/bandit_double","A26NGLGGFTATVN","both","4","5","3062","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","47","185957","0.0-27.0","03913942","wem/bandit_double","A26NGLGGFTATVN","both","4","5","3320","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","48","190060","0.0-28.0","03913942","wem/bandit_double","A26NGLGGFTATVN","both","4","5","4101","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","49","198462","0.0-29.0","03913942","wem/bandit_double","A26NGLGGFTATVN","both","4","5","8400","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","50","203164","0.0-30.0","03913942","wem/bandit_double","A26NGLGGFTATVN","both","4","5","4701","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
