"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift","key_press","respCharCode","respKey","respChoiceNum","respChoice","gems","bombs","no_reward","GemPrChosen","BombPrChosen","practice","trial_counter","WinPr_0","LosePr_0","trial_label","WinPr_1","LosePr_1","WinPr_2","LosePr_2","WinPr_3","LosePr_3","Q0","Q1","Q2","gender","age","ethnicity"
"25397","{""Q0"":""A21H2UDDHN8ZF""}","survey-text","0","25409","0.0-0.0","88377512","wem/bandit_single","A21H2UDDHN8ZF","pain","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"395766","","text","1","422196","0.0-1.0","88377512","wem/bandit_single","A21H2UDDHN8ZF","pain","3","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4066","","text","2","426281","0.0-2.0","88377512","wem/bandit_single","A21H2UDDHN8ZF","pain","3","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22212","","text","3","448495","0.0-3.0","88377512","wem/bandit_single","A21H2UDDHN8ZF","pain","3","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18277","","text","4","466779","0.0-4.0","88377512","wem/bandit_single","A21H2UDDHN8ZF","pain","3","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9362","","text","5","476154","0.0-5.0","88377512","wem/bandit_single","A21H2UDDHN8ZF","pain","3","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10869","","text","6","487024","0.0-6.0","88377512","wem/bandit_single","A21H2UDDHN8ZF","pain","3","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3271","","text","7","490326","0.0-7.0","88377512","wem/bandit_single","A21H2UDDHN8ZF","pain","3","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3075","","text","8","493403","0.0-8.0","88377512","wem/bandit_single","A21H2UDDHN8ZF","pain","3","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3281","","text","9","496694","0.0-9.0","88377512","wem/bandit_single","A21H2UDDHN8ZF","pain","3","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6842","","text","10","503552","0.0-10.0","88377512","wem/bandit_single","A21H2UDDHN8ZF","pain","3","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7678","","text","11","511234","0.0-11.0","88377512","wem/bandit_single","A21H2UDDHN8ZF","pain","3","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
