"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift","key_press","respCharCode","respKey","respChoiceNum","respChoice","gems","bombs","no_reward","GemPrChosen","BombPrChosen","practice","trial_counter","WinPr_0","LosePr_0","trial_label","WinPr_1","LosePr_1","WinPr_2","LosePr_2","WinPr_3","LosePr_3","Q0","Q1","Q2","gender","age","ethnicity"
"43445","{""Q0"":""ATBIPUOC3EKS6""}","survey-text","0","43451","0.0-0.0","14314790","wem/bandit_single","ATBIPUCO3EKS6","gain","7","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1919","","text","1","46373","0.0-1.0","14314790","wem/bandit_single","ATBIPUCO3EKS6","gain","7","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4362","","text","2","50737","0.0-2.0","14314790","wem/bandit_single","ATBIPUCO3EKS6","gain","7","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18787","","text","3","69525","0.0-3.0","14314790","wem/bandit_single","ATBIPUCO3EKS6","gain","7","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10202","","text","4","79729","0.0-4.0","14314790","wem/bandit_single","ATBIPUCO3EKS6","gain","7","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8559","","text","5","88290","0.0-5.0","14314790","wem/bandit_single","ATBIPUCO3EKS6","gain","7","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5332","","text","6","93623","0.0-6.0","14314790","wem/bandit_single","ATBIPUCO3EKS6","gain","7","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3327","","text","7","96952","0.0-7.0","14314790","wem/bandit_single","ATBIPUCO3EKS6","gain","7","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4758","","text","8","101712","0.0-8.0","14314790","wem/bandit_single","ATBIPUCO3EKS6","gain","7","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3114","","text","9","104828","0.0-9.0","14314790","wem/bandit_single","ATBIPUCO3EKS6","gain","7","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5465","","text","10","110295","0.0-10.0","14314790","wem/bandit_single","ATBIPUCO3EKS6","gain","7","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3654","","text","11","113951","0.0-11.0","14314790","wem/bandit_single","ATBIPUCO3EKS6","gain","7","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1842","","bandit","12","117301","0.0-12.0-0.0","14314790","wem/bandit_single","ATBIPUCO3EKS6","gain","7","","74","J","0","img/none_selected_demo.jpg","0","0","1","0","0","true","0","0","0","","","","","","","","","","","","",""
"1199","","bandit","13","120258","0.0-13.0-0.0","14314790","wem/bandit_single","ATBIPUCO3EKS6","gain","7","","75","K","0","img/none_selected_demo.jpg","0","0","1","0","0","true","0","0","0","","","","","","","","","","","","",""
