"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift","key_press","respCharCode","respKey","respChoiceNum","respChoice","gems","bombs","no_reward","GemPrChosen","BombPrChosen","practice","trial_counter","WinPr_0","LosePr_0","trial_label","WinPr_1","LosePr_1","WinPr_2","LosePr_2","WinPr_3","LosePr_3","Q0","Q1","Q2","gender","age","ethnicity"
"3114","{""Q0"":""A34D413HR7ZIFM""}","survey-text","0","3128","0.0-0.0","93203163","wem/bandit_single","A34D413HR7ZIFM","gain","6","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1802","","text","1","5937","0.0-1.0","93203163","wem/bandit_single","A34D413HR7ZIFM","gain","6","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9921","","text","2","15868","0.0-2.0","93203163","wem/bandit_single","A34D413HR7ZIFM","gain","6","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"27039","","text","3","42915","0.0-3.0","93203163","wem/bandit_single","A34D413HR7ZIFM","gain","6","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17787","","text","4","60707","0.0-4.0","93203163","wem/bandit_single","A34D413HR7ZIFM","gain","6","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8282","","text","5","68996","0.0-5.0","93203163","wem/bandit_single","A34D413HR7ZIFM","gain","6","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8997","","text","6","78001","0.0-6.0","93203163","wem/bandit_single","A34D413HR7ZIFM","gain","6","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6317","","text","7","84328","0.0-7.0","93203163","wem/bandit_single","A34D413HR7ZIFM","gain","6","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4318","","text","8","88654","0.0-8.0","93203163","wem/bandit_single","A34D413HR7ZIFM","gain","6","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1624","","text","9","90281","0.0-9.0","93203163","wem/bandit_single","A34D413HR7ZIFM","gain","6","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4743","","text","10","95027","0.0-10.0","93203163","wem/bandit_single","A34D413HR7ZIFM","gain","6","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6093","","text","11","101123","0.0-11.0","93203163","wem/bandit_single","A34D413HR7ZIFM","gain","6","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1514","","bandit","12","104151","0.0-12.0-0.0","93203163","wem/bandit_single","A34D413HR7ZIFM","gain","6","","74","J","0","img/none_selected_demo.jpg","0","0","1","0","0","true","0","0","0","","","","","","","","","","","","",""
"547","","bandit","13","106460","0.0-13.0-0.0","93203163","wem/bandit_single","A34D413HR7ZIFM","gain","6","","75","K","0","img/none_selected_demo.jpg","0","0","1","0","0","true","0","0","0","","","","","","","","","","","","",""
"2029","","text","14","108745","0.0-14.0","93203163","wem/bandit_single","A34D413HR7ZIFM","gain","6","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
