"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift","key_press","respCharCode","respKey","respChoiceNum","respChoice","gems","bombs","no_reward","GemPrChosen","BombPrChosen","practice","trial_counter","WinPr_0","LosePr_0","trial_label","WinPr_1","LosePr_1","WinPr_2","LosePr_2","WinPr_3","LosePr_3","Q0","Q1","Q2","gender","age","ethnicity"
"5327","{""Q0"":""A3GPTSDDHJ2DBV""}","survey-text","0","5335","0.0-0.0","73803243","wem/bandit_single","A3GPTSDDHJ2DBV","gain","4","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1844","","text","1","8183","0.0-1.0","73803243","wem/bandit_single","A3GPTSDDHJ2DBV","gain","4","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4570","","text","2","12757","0.0-2.0","73803243","wem/bandit_single","A3GPTSDDHJ2DBV","gain","4","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18141","","text","3","30900","0.0-3.0","73803243","wem/bandit_single","A3GPTSDDHJ2DBV","gain","4","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11286","","text","4","42188","0.0-4.0","73803243","wem/bandit_single","A3GPTSDDHJ2DBV","gain","4","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9709","","text","5","51898","0.0-5.0","73803243","wem/bandit_single","A3GPTSDDHJ2DBV","gain","4","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4810","","text","6","56709","0.0-6.0","73803243","wem/bandit_single","A3GPTSDDHJ2DBV","gain","4","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1551","","text","7","58261","0.0-7.0","73803243","wem/bandit_single","A3GPTSDDHJ2DBV","gain","4","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2455","","text","8","60718","0.0-8.0","73803243","wem/bandit_single","A3GPTSDDHJ2DBV","gain","4","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2406","","text","9","63125","0.0-9.0","73803243","wem/bandit_single","A3GPTSDDHJ2DBV","gain","4","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2807","","text","10","65933","0.0-10.0","73803243","wem/bandit_single","A3GPTSDDHJ2DBV","gain","4","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8598","","text","11","74533","0.0-11.0","73803243","wem/bandit_single","A3GPTSDDHJ2DBV","gain","4","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1155","","bandit","12","77197","0.0-12.0-0.0","73803243","wem/bandit_single","A3GPTSDDHJ2DBV","gain","4","","74","J","0","img/none_selected_demo.jpg","0","0","1","0","0","true","0","0","0","","","","","","","","","","","","",""
"225","","bandit","13","79179","0.0-13.0-0.0","73803243","wem/bandit_single","A3GPTSDDHJ2DBV","gain","4","","75","K","0","img/none_selected_demo.jpg","0","0","1","0","0","true","0","0","0","","","","","","","","","","","","",""
"1077","","text","14","80509","0.0-14.0","73803243","wem/bandit_single","A3GPTSDDHJ2DBV","gain","4","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"814","","text","15","81325","0.0-15.0","73803243","wem/bandit_single","A3GPTSDDHJ2DBV","gain","4","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1286","","text","16","82613","0.0-16.0","73803243","wem/bandit_single","A3GPTSDDHJ2DBV","gain","4","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1350","","text","17","83965","0.0-17.0","73803243","wem/bandit_single","A3GPTSDDHJ2DBV","gain","4","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"973","","bandit","18","86443","0.0-18.0-0.0","73803243","wem/bandit_single","A3GPTSDDHJ2DBV","gain","4","","74","J","0","img/none_selected_demo.jpg","1","0","0","0.8","0","true","0","0.8","0","80_20_practice","0.2","0","","","","","","","","","",""
"276","","bandit","19","88474","0.0-18.0-1.0","73803243","wem/bandit_single","A3GPTSDDHJ2DBV","gain","4","","74","J","0","img/none_selected_demo.jpg","1","0","0","0.8","0","true","0","0.8","0","80_20_practice","0.2","0","","","","","","","","","",""
"107","","bandit","20","90339","0.0-18.0-2.0","73803243","wem/bandit_single","A3GPTSDDHJ2DBV","gain","4","","74","J","0","img/none_selected_demo.jpg","1","0","0","0.8","0","true","0","0.8","0","80_20_practice","0.2","0","","","","","","","","","",""
"636","","bandit","21","92730","0.0-18.0-3.0","73803243","wem/bandit_single","A3GPTSDDHJ2DBV","gain","4","","74","J","0","img/none_selected_demo.jpg","0","0","1","0.8","0","true","0","0.8","0","80_20_practice","0.2","0","","","","","","","","","",""
"324","","bandit","22","94811","0.0-18.0-4.0","73803243","wem/bandit_single","A3GPTSDDHJ2DBV","gain","4","","74","J","0","img/none_selected_demo.jpg","1","0","0","0.8","0","true","0","0.8","0","80_20_practice","0.2","0","","","","","","","","","",""
"44","","bandit","23","96610","0.0-18.0-5.0","73803243","wem/bandit_single","A3GPTSDDHJ2DBV","gain","4","","74","J","0","img/none_selected_demo.jpg","0","0","1","0.8","0","true","0","0.8","0","80_20_practice","0.2","0","","","","","","","","","",""
"108","","bandit","24","98474","0.0-18.0-6.0","73803243","wem/bandit_single","A3GPTSDDHJ2DBV","gain","4","","74","J","0","img/none_selected_demo.jpg","0","0","1","0.8","0","true","0","0.8","0","80_20_practice","0.2","0","","","","","","","","","",""
"35","","bandit","25","100267","0.0-18.0-7.0","73803243","wem/bandit_single","A3GPTSDDHJ2DBV","gain","4","","74","J","0","img/none_selected_demo.jpg","1","0","0","0.8","0","true","0","0.8","0","80_20_practice","0.2","0","","","","","","","","","",""
"123","","bandit","26","102146","0.0-18.0-8.0","73803243","wem/bandit_single","A3GPTSDDHJ2DBV","gain","4","","74","J","0","img/none_selected_demo.jpg","1","0","0","0.8","0","true","0","0.8","0","80_20_practice","0.2","0","","","","","","","","","",""
"389","","bandit","27","104290","0.0-18.0-9.0","73803243","wem/bandit_single","A3GPTSDDHJ2DBV","gain","4","","74","J","0","img/none_selected_demo.jpg","1","0","0","0.8","0","true","0","0.8","0","80_20_practice","0.2","0","","","","","","","","","",""
"60","","bandit","28","106107","0.0-18.0-10.0","73803243","wem/bandit_single","A3GPTSDDHJ2DBV","gain","4","","74","J","0","img/none_selected_demo.jpg","1","0","0","0.8","0","true","0","0.8","0","80_20_practice","0.2","0","","","","","","","","","",""
"251","","bandit","29","108114","0.0-18.0-11.0","73803243","wem/bandit_single","A3GPTSDDHJ2DBV","gain","4","","74","J","0","img/none_selected_demo.jpg","1","0","0","0.8","0","true","0","0.8","0","80_20_practice","0.2","0","","","","","","","","","",""
"100","","bandit","30","109971","0.0-18.0-12.0","73803243","wem/bandit_single","A3GPTSDDHJ2DBV","gain","4","","74","J","0","img/none_selected_demo.jpg","1","0","0","0.8","0","true","0","0.8","0","80_20_practice","0.2","0","","","","","","","","","",""
"59","","bandit","31","111787","0.0-18.0-13.0","73803243","wem/bandit_single","A3GPTSDDHJ2DBV","gain","4","","74","J","0","img/none_selected_demo.jpg","1","0","0","0.8","0","true","0","0.8","0","80_20_practice","0.2","0","","","","","","","","","",""
"226","","bandit","32","113770","0.0-18.0-14.0","73803243","wem/bandit_single","A3GPTSDDHJ2DBV","gain","4","","74","J","0","img/none_selected_demo.jpg","1","0","0","0.8","0","true","0","0.8","0","80_20_practice","0.2","0","","","","","","","","","",""
"266","","bandit","33","115794","0.0-18.0-15.0","73803243","wem/bandit_single","A3GPTSDDHJ2DBV","gain","4","","74","J","0","img/none_selected_demo.jpg","0","0","1","0.8","0","true","0","0.8","0","80_20_practice","0.2","0","","","","","","","","","",""
