"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift","key_press","respCharCode","respKey","respChoiceNum","respChoice","gems","bombs","no_reward","GemPrChosen","BombPrChosen","practice","trial_counter","WinPr_0","LosePr_0","trial_label","WinPr_1","LosePr_1","WinPr_2","LosePr_2","WinPr_3","LosePr_3","Q0","Q1","Q2","gender","age","ethnicity"
"5745","{""Q0"":""A190R7H2ZY8KWY""}","survey-text","0","5750","0.0-0.0","72314732","wem/bandit_single","A190R7H2ZY8KWY","gain","5","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1422","","text","1","8175","0.0-1.0","72314732","wem/bandit_single","A190R7H2ZY8KWY","gain","5","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29727","","text","2","37904","0.0-2.0","72314732","wem/bandit_single","A190R7H2ZY8KWY","gain","5","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"24863","","text","3","62767","0.0-3.0","72314732","wem/bandit_single","A190R7H2ZY8KWY","gain","5","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17439","","text","4","80208","0.0-4.0","72314732","wem/bandit_single","A190R7H2ZY8KWY","gain","5","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4750","","text","5","84958","0.0-5.0","72314732","wem/bandit_single","A190R7H2ZY8KWY","gain","5","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"36894","","text","6","121853","0.0-6.0","72314732","wem/bandit_single","A190R7H2ZY8KWY","gain","5","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3537","","text","7","125390","0.0-7.0","72314732","wem/bandit_single","A190R7H2ZY8KWY","gain","5","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1742","","text","8","127134","0.0-8.0","72314732","wem/bandit_single","A190R7H2ZY8KWY","gain","5","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2000","","text","9","129134","0.0-9.0","72314732","wem/bandit_single","A190R7H2ZY8KWY","gain","5","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1592","","text","10","130726","0.0-10.0","72314732","wem/bandit_single","A190R7H2ZY8KWY","gain","5","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3215","","text","11","133943","0.0-11.0","72314732","wem/bandit_single","A190R7H2ZY8KWY","gain","5","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1045","","bandit","12","136494","0.0-12.0-0.0","72314732","wem/bandit_single","A190R7H2ZY8KWY","gain","5","","74","J","0","img/none_selected_demo.jpg","0","0","1","0","0","true","0","0","0","","","","","","","","","","","","",""
"723","","bandit","13","138972","0.0-13.0-0.0","72314732","wem/bandit_single","A190R7H2ZY8KWY","gain","5","","75","K","0","img/none_selected_demo.jpg","0","0","1","0","0","true","0","0","0","","","","","","","","","","","","",""
"1454","","text","14","140678","0.0-14.0","72314732","wem/bandit_single","A190R7H2ZY8KWY","gain","5","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4272","","text","15","144952","0.0-15.0","72314732","wem/bandit_single","A190R7H2ZY8KWY","gain","5","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2582","","text","16","147534","0.0-16.0","72314732","wem/bandit_single","A190R7H2ZY8KWY","gain","5","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2438","","text","17","149974","0.0-17.0","72314732","wem/bandit_single","A190R7H2ZY8KWY","gain","5","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2590","","bandit","18","154069","0.0-18.0-0.0","72314732","wem/bandit_single","A190R7H2ZY8KWY","gain","5","","74","J","0","img/none_selected_demo.jpg","0","0","1","0.8","0","true","0","0.8","0","80_20_practice","0.2","0","","","","","","","","","",""
"1252","","bandit","19","157077","0.0-18.0-1.0","72314732","wem/bandit_single","A190R7H2ZY8KWY","gain","5","","75","K","1","","0","0","1","0.2","0","true","0","0.8","0","80_20_practice","0.2","0","","","","","","","","","",""
"844","","bandit","20","159677","0.0-18.0-2.0","72314732","wem/bandit_single","A190R7H2ZY8KWY","gain","5","","74","J","0","img/none_selected_demo.jpg","1","0","0","0.8","0","true","0","0.8","0","80_20_practice","0.2","0","","","","","","","","","",""
"37","","bandit","21","161468","0.0-18.0-3.0","72314732","wem/bandit_single","A190R7H2ZY8KWY","gain","5","","74","J","0","img/none_selected_demo.jpg","1","0","0","0.8","0","true","0","0.8","0","80_20_practice","0.2","0","","","","","","","","","",""
"710","","bandit","22","163932","0.0-18.0-4.0","72314732","wem/bandit_single","A190R7H2ZY8KWY","gain","5","","75","K","1","","0","0","1","0.2","0","true","0","0.8","0","80_20_practice","0.2","0","","","","","","","","","",""
"38","","bandit","23","165724","0.0-18.0-5.0","72314732","wem/bandit_single","A190R7H2ZY8KWY","gain","5","","75","K","1","","0","0","1","0.2","0","true","0","0.8","0","80_20_practice","0.2","0","","","","","","","","","",""
