"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift","key_press","respCharCode","respKey","respChoiceNum","respChoice","gems","bombs","no_reward","GemPrChosen","BombPrChosen","practice","trial_counter","WinPr_0","LosePr_0","trial_label","WinPr_1","LosePr_1","WinPr_2","LosePr_2","WinPr_3","LosePr_3","Q0","Q1","Q2","gender","age","ethnicity"
"16111","{""Q0"":""A2IP3ZAFYGV8M9""}","survey-text","0","16116","0.0-0.0","61894794","wem/bandit_single","A2IP3ZAFYGV8M9","gain","3","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1462","","text","1","18582","0.0-1.0","61894794","wem/bandit_single","A2IP3ZAFYGV8M9","gain","3","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5166","","text","2","23750","0.0-2.0","61894794","wem/bandit_single","A2IP3ZAFYGV8M9","gain","3","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"35134","","text","3","58888","0.0-3.0","61894794","wem/bandit_single","A2IP3ZAFYGV8M9","gain","3","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14318","","text","4","73210","0.0-4.0","61894794","wem/bandit_single","A2IP3ZAFYGV8M9","gain","3","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7937","","text","5","81151","0.0-5.0","61894794","wem/bandit_single","A2IP3ZAFYGV8M9","gain","3","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6021","","text","6","87174","0.0-6.0","61894794","wem/bandit_single","A2IP3ZAFYGV8M9","gain","3","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3157","","text","7","90334","0.0-7.0","61894794","wem/bandit_single","A2IP3ZAFYGV8M9","gain","3","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2577","","text","8","92913","0.0-8.0","61894794","wem/bandit_single","A2IP3ZAFYGV8M9","gain","3","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2939","","text","9","95854","0.0-9.0","61894794","wem/bandit_single","A2IP3ZAFYGV8M9","gain","3","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2635","","text","10","98490","0.0-10.0","61894794","wem/bandit_single","A2IP3ZAFYGV8M9","gain","3","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
