"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift","key_press","respCharCode","respKey","respChoiceNum","respChoice","gems","bombs","no_reward","GemPrChosen","BombPrChosen","practice","trial_counter","WinPr_0","LosePr_0","trial_label","WinPr_1","LosePr_1","WinPr_2","LosePr_2","WinPr_3","LosePr_3","Q0","Q1","Q2","gender","age","ethnicity"
"15103","{""Q0"":""A8RDXT4ZILHQT""}","survey-text","0","15111","0.0-0.0","99493690","wem/bandit_single","A8RDXT4ZILHQT","gain","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1900","","text","1","18047","0.0-1.0","99493690","wem/bandit_single","A8RDXT4ZILHQT","gain","1","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6013","","text","2","24063","0.0-2.0","99493690","wem/bandit_single","A8RDXT4ZILHQT","gain","1","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"24568","","text","3","48633","0.0-3.0","99493690","wem/bandit_single","A8RDXT4ZILHQT","gain","1","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6269","","text","4","54903","0.0-4.0","99493690","wem/bandit_single","A8RDXT4ZILHQT","gain","1","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5623","","text","5","60527","0.0-5.0","99493690","wem/bandit_single","A8RDXT4ZILHQT","gain","1","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5392","","text","6","65919","0.0-6.0","99493690","wem/bandit_single","A8RDXT4ZILHQT","gain","1","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3686","","text","7","69607","0.0-7.0","99493690","wem/bandit_single","A8RDXT4ZILHQT","gain","1","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"793","","text","8","70400","0.0-8.0","99493690","wem/bandit_single","A8RDXT4ZILHQT","gain","1","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"781","","text","9","71183","0.0-9.0","99493690","wem/bandit_single","A8RDXT4ZILHQT","gain","1","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2742","","text","10","73927","0.0-10.0","99493690","wem/bandit_single","A8RDXT4ZILHQT","gain","1","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1567","","text","11","75495","0.0-11.0","99493690","wem/bandit_single","A8RDXT4ZILHQT","gain","1","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1020","","bandit","12","78021","0.0-12.0-0.0","99493690","wem/bandit_single","A8RDXT4ZILHQT","gain","1","","74","J","0","img/none_selected_demo.jpg","0","0","1","0","0","true","0","0","0","","","","","","","","","","","","",""
"605","","bandit","13","80379","0.0-13.0-0.0","99493690","wem/bandit_single","A8RDXT4ZILHQT","gain","1","","75","K","0","img/none_selected_demo.jpg","0","0","1","0","0","true","0","0","0","","","","","","","","","","","","",""
"953","","text","14","81584","0.0-14.0","99493690","wem/bandit_single","A8RDXT4ZILHQT","gain","1","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"709","","text","15","82295","0.0-15.0","99493690","wem/bandit_single","A8RDXT4ZILHQT","gain","1","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1695","","text","16","83991","0.0-16.0","99493690","wem/bandit_single","A8RDXT4ZILHQT","gain","1","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1472","","text","17","85463","0.0-17.0","99493690","wem/bandit_single","A8RDXT4ZILHQT","gain","1","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"589","","bandit","18","87556","0.0-18.0-0.0","99493690","wem/bandit_single","A8RDXT4ZILHQT","gain","1","","75","K","1","","1","0","0","0.2","0","true","0","0.8","0","80_20_practice","0.2","0","","","","","","","","","",""
"183","","bandit","19","89493","0.0-18.0-1.0","99493690","wem/bandit_single","A8RDXT4ZILHQT","gain","1","","75","K","1","","0","0","1","0.2","0","true","0","0.8","0","80_20_practice","0.2","0","","","","","","","","","",""
"5","","bandit","20","91251","0.0-18.0-2.0","99493690","wem/bandit_single","A8RDXT4ZILHQT","gain","1","","75","K","1","","0","0","1","0.2","0","true","0","0.8","0","80_20_practice","0.2","0","","","","","","","","","",""
"14","","bandit","21","93018","0.0-18.0-3.0","99493690","wem/bandit_single","A8RDXT4ZILHQT","gain","1","","74","J","0","img/none_selected_demo.jpg","0","0","1","0.8","0","true","0","0.8","0","80_20_practice","0.2","0","","","","","","","","","",""
