"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift","key_press","respCharCode","respKey","respChoiceNum","respChoice","gems","bombs","no_reward","GemPrChosen","BombPrChosen","practice","trial_counter","WinPr_0","LosePr_0","trial_label","WinPr_1","LosePr_1","WinPr_2","LosePr_2","WinPr_3","LosePr_3","Q0","Q1","Q2","gender","age","ethnicity"
"10730","{""Q0"":""A3OV174HQJIJK8""}","survey-text","0","10737","0.0-0.0","30903306","wem/bandit_single","A3OV174HQJIJK8","pain","4","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1707","","text","1","13452","0.0-1.0","30903306","wem/bandit_single","A3OV174HQJIJK8","pain","4","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"20108","","text","2","33562","0.0-2.0","30903306","wem/bandit_single","A3OV174HQJIJK8","pain","4","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"37266","","text","3","70830","0.0-3.0","30903306","wem/bandit_single","A3OV174HQJIJK8","pain","4","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10208","","text","4","81040","0.0-4.0","30903306","wem/bandit_single","A3OV174HQJIJK8","pain","4","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11630","","text","5","92671","0.0-5.0","30903306","wem/bandit_single","A3OV174HQJIJK8","pain","4","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7711","","text","6","100385","0.0-6.0","30903306","wem/bandit_single","A3OV174HQJIJK8","pain","4","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"15604","","text","7","115992","0.0-7.0","30903306","wem/bandit_single","A3OV174HQJIJK8","pain","4","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8693","","text","8","124686","0.0-8.0","30903306","wem/bandit_single","A3OV174HQJIJK8","pain","4","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2183","","text","9","126870","0.0-9.0","30903306","wem/bandit_single","A3OV174HQJIJK8","pain","4","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7135","","text","10","134008","0.0-10.0","30903306","wem/bandit_single","A3OV174HQJIJK8","pain","4","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"15083","","text","11","149093","0.0-11.0","30903306","wem/bandit_single","A3OV174HQJIJK8","pain","4","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1843","","bandit","12","152444","0.0-12.0-0.0","30903306","wem/bandit_single","A3OV174HQJIJK8","pain","4","","74","J","0","img/none_selected_demo.jpg","0","0","1","0","0","true","0","0","0","","","","","","","","","","","","",""
"1250","","bandit","13","155450","0.0-13.0-0.0","30903306","wem/bandit_single","A3OV174HQJIJK8","pain","4","","75","K","0","img/none_selected_demo.jpg","0","0","1","0","0","true","0","0","0","","","","","","","","","","","","",""
"8046","","text","14","163747","0.0-14.0","30903306","wem/bandit_single","A3OV174HQJIJK8","pain","4","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1110","","text","15","164860","0.0-15.0","30903306","wem/bandit_single","A3OV174HQJIJK8","pain","4","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4766","","text","16","169627","0.0-16.0","30903306","wem/bandit_single","A3OV174HQJIJK8","pain","4","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6534","","text","17","176163","0.0-17.0","30903306","wem/bandit_single","A3OV174HQJIJK8","pain","4","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1692","","bandit","18","179361","0.0-18.0-0.0","30903306","wem/bandit_single","A3OV174HQJIJK8","pain","4","","75","K","1","","0","0","1","0","0.2","true","0","0","0.8","80_20_practice","0","0.2","","","","","","","","","",""
"354","","bandit","19","181472","0.0-18.0-1.0","30903306","wem/bandit_single","A3OV174HQJIJK8","pain","4","","74","J","0","img/none_selected_demo.jpg","0","0","1","0","0.8","true","0","0","0.8","80_20_practice","0","0.2","","","","","","","","","",""
"302","","bandit","20","183529","0.0-18.0-2.0","30903306","wem/bandit_single","A3OV174HQJIJK8","pain","4","","74","J","0","img/none_selected_demo.jpg","0","1","0","0","0.8","true","0","0","0.8","80_20_practice","0","0.2","","","","","","","","","",""
"213","","bandit","21","185497","0.0-18.0-3.0","30903306","wem/bandit_single","A3OV174HQJIJK8","pain","4","","74","J","0","img/none_selected_demo.jpg","0","0","1","0","0.8","true","0","0","0.8","80_20_practice","0","0.2","","","","","","","","","",""
"276","","bandit","22","187527","0.0-18.0-4.0","30903306","wem/bandit_single","A3OV174HQJIJK8","pain","4","","75","K","1","","0","0","1","0","0.2","true","0","0","0.8","80_20_practice","0","0.2","","","","","","","","","",""
"285","","bandit","23","189568","0.0-18.0-5.0","30903306","wem/bandit_single","A3OV174HQJIJK8","pain","4","","74","J","0","img/none_selected_demo.jpg","0","1","0","0","0.8","true","0","0","0.8","80_20_practice","0","0.2","","","","","","","","","",""
"453","","bandit","24","191776","0.0-18.0-6.0","30903306","wem/bandit_single","A3OV174HQJIJK8","pain","4","","74","J","0","img/none_selected_demo.jpg","0","1","0","0","0.8","true","0","0","0.8","80_20_practice","0","0.2","","","","","","","","","",""
"718","","bandit","25","194248","0.0-18.0-7.0","30903306","wem/bandit_single","A3OV174HQJIJK8","pain","4","","74","J","0","img/none_selected_demo.jpg","0","1","0","0","0.8","true","0","0","0.8","80_20_practice","0","0.2","","","","","","","","","",""
"92","","bandit","26","196096","0.0-18.0-8.0","30903306","wem/bandit_single","A3OV174HQJIJK8","pain","4","","74","J","0","img/none_selected_demo.jpg","0","1","0","0","0.8","true","0","0","0.8","80_20_practice","0","0.2","","","","","","","","","",""
"611","","bandit","27","198463","0.0-18.0-9.0","30903306","wem/bandit_single","A3OV174HQJIJK8","pain","4","","74","J","0","img/none_selected_demo.jpg","0","1","0","0","0.8","true","0","0","0.8","80_20_practice","0","0.2","","","","","","","","","",""
"54","","bandit","28","200272","0.0-18.0-10.0","30903306","wem/bandit_single","A3OV174HQJIJK8","pain","4","","74","J","0","img/none_selected_demo.jpg","0","1","0","0","0.8","true","0","0","0.8","80_20_practice","0","0.2","","","","","","","","","",""
"498","","bandit","29","202530","0.0-18.0-11.0","30903306","wem/bandit_single","A3OV174HQJIJK8","pain","4","","74","J","0","img/none_selected_demo.jpg","0","1","0","0","0.8","true","0","0","0.8","80_20_practice","0","0.2","","","","","","","","","",""
"91","","bandit","30","204376","0.0-18.0-12.0","30903306","wem/bandit_single","A3OV174HQJIJK8","pain","4","","74","J","0","img/none_selected_demo.jpg","0","1","0","0","0.8","true","0","0","0.8","80_20_practice","0","0.2","","","","","","","","","",""
"92","","bandit","31","206222","0.0-18.0-13.0","30903306","wem/bandit_single","A3OV174HQJIJK8","pain","4","","74","J","0","img/none_selected_demo.jpg","0","1","0","0","0.8","true","0","0","0.8","80_20_practice","0","0.2","","","","","","","","","",""
"29","","bandit","32","208007","0.0-18.0-14.0","30903306","wem/bandit_single","A3OV174HQJIJK8","pain","4","","74","J","0","img/none_selected_demo.jpg","0","1","0","0","0.8","true","0","0","0.8","80_20_practice","0","0.2","","","","","","","","","",""
"442","","bandit","33","210209","0.0-18.0-15.0","30903306","wem/bandit_single","A3OV174HQJIJK8","pain","4","","74","J","0","img/none_selected_demo.jpg","0","1","0","0","0.8","true","0","0","0.8","80_20_practice","0","0.2","","","","","","","","","",""
"556","","bandit","34","212519","0.0-18.0-16.0","30903306","wem/bandit_single","A3OV174HQJIJK8","pain","4","","74","J","0","img/none_selected_demo.jpg","0","1","0","0","0.8","true","0","0","0.8","80_20_practice","0","0.2","","","","","","","","","",""
"1117","","bandit","35","215392","0.0-18.0-17.0","30903306","wem/bandit_single","A3OV174HQJIJK8","pain","4","","74","J","0","img/none_selected_demo.jpg","0","1","0","0","0.8","true","0","0","0.8","80_20_practice","0","0.2","","","","","","","","","",""
"419","","bandit","36","217567","0.0-18.0-18.0","30903306","wem/bandit_single","A3OV174HQJIJK8","pain","4","","74","J","0","img/none_selected_demo.jpg","0","1","0","0","0.8","true","0","0","0.8","80_20_practice","0","0.2","","","","","","","","","",""
"428","","bandit","37","219750","0.0-18.0-19.0","30903306","wem/bandit_single","A3OV174HQJIJK8","pain","4","","74","J","0","img/none_selected_demo.jpg","0","0","1","0","0.8","true","0","0","0.8","80_20_practice","0","0.2","","","","","","","","","",""
"3693","","text","38","223697","0.0-19.0","30903306","wem/bandit_single","A3OV174HQJIJK8","pain","4","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1959","","bandit","39","227160","0.0-20.0-0.0","30903306","wem/bandit_single","A3OV174HQJIJK8","pain","4","","74","J","0","img/none_selected_demo.jpg","0","0","1","0","0","true","0","0","0","","0","0","","","","","","","","","",""
"4900","","text","40","232313","0.0-21.0","30903306","wem/bandit_single","A3OV174HQJIJK8","pain","4","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7765","","text","41","240080","0.0-22.0","30903306","wem/bandit_single","A3OV174HQJIJK8","pain","4","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
