"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift","key_press","respCharCode","respKey","respChoiceNum","respChoice","gems","bombs","no_reward","GemPrChosen","BombPrChosen","practice","trial_counter","WinPr_0","LosePr_0","trial_label","WinPr_1","LosePr_1","WinPr_2","LosePr_2","WinPr_3","LosePr_3","Q0","Q1","Q2","gender","age","ethnicity"
"5646","{""Q0"":""A20IXK8ZV8N72H""}","survey-text","0","5650","0.0-0.0","66144748","wem/bandit_single","A20IXK8ZV8N72H","gain","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1523","","text","1","8175","0.0-1.0","66144748","wem/bandit_single","A20IXK8ZV8N72H","gain","1","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2321","","text","2","10497","0.0-2.0","66144748","wem/bandit_single","A20IXK8ZV8N72H","gain","1","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12480","","text","3","22979","0.0-3.0","66144748","wem/bandit_single","A20IXK8ZV8N72H","gain","1","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21735","","text","4","44714","0.0-4.0","66144748","wem/bandit_single","A20IXK8ZV8N72H","gain","1","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6110","","text","5","50826","0.0-5.0","66144748","wem/bandit_single","A20IXK8ZV8N72H","gain","1","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3846","","text","6","54673","0.0-6.0","66144748","wem/bandit_single","A20IXK8ZV8N72H","gain","1","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3145","","text","7","57818","0.0-7.0","66144748","wem/bandit_single","A20IXK8ZV8N72H","gain","1","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"934","","text","8","58754","0.0-8.0","66144748","wem/bandit_single","A20IXK8ZV8N72H","gain","1","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1583","","text","9","60338","0.0-9.0","66144748","wem/bandit_single","A20IXK8ZV8N72H","gain","1","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1567","","text","10","61905","0.0-10.0","66144748","wem/bandit_single","A20IXK8ZV8N72H","gain","1","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2015","","text","11","63921","0.0-11.0","66144748","wem/bandit_single","A20IXK8ZV8N72H","gain","1","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1117","","bandit","12","66543","0.0-12.0-0.0","66144748","wem/bandit_single","A20IXK8ZV8N72H","gain","1","","74","J","0","img/none_selected_demo.jpg","0","0","1","0","0","true","0","0","0","","","","","","","","","","","","",""
"492","","bandit","13","68790","0.0-13.0-0.0","66144748","wem/bandit_single","A20IXK8ZV8N72H","gain","1","","75","K","0","img/none_selected_demo.jpg","0","0","1","0","0","true","0","0","0","","","","","","","","","","","","",""
"1017","","text","14","70060","0.0-14.0","66144748","wem/bandit_single","A20IXK8ZV8N72H","gain","1","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1023","","text","15","71084","0.0-15.0","66144748","wem/bandit_single","A20IXK8ZV8N72H","gain","1","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1558","","text","16","72644","0.0-16.0","66144748","wem/bandit_single","A20IXK8ZV8N72H","gain","1","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2335","","text","17","74980","0.0-17.0","66144748","wem/bandit_single","A20IXK8ZV8N72H","gain","1","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1016","","bandit","18","77499","0.0-18.0-0.0","66144748","wem/bandit_single","A20IXK8ZV8N72H","gain","1","","74","J","0","img/none_selected_demo.jpg","1","0","0","0.8","0","true","0","0.8","0","80_20_practice","0.2","0","","","","","","","","","",""
"76","","bandit","19","79330","0.0-18.0-1.0","66144748","wem/bandit_single","A20IXK8ZV8N72H","gain","1","","74","J","0","img/none_selected_demo.jpg","0","0","1","0.8","0","true","0","0.8","0","80_20_practice","0.2","0","","","","","","","","","",""
