"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift","key_press","respCharCode","respKey","respChoiceNum","respChoice","gems","bombs","no_reward","GemPrChosen","BombPrChosen","practice","trial_counter","WinPr_0","LosePr_0","trial_label","WinPr_1","LosePr_1","WinPr_2","LosePr_2","WinPr_3","LosePr_3","Q0","Q1","Q2","gender","age","ethnicity"
"20652","{""Q0"":""A23BMD8M0RLV77""}","survey-text","0","20660","0.0-0.0","29289683","wem/bandit_single","A23BMD8M0RLV77","gain","2","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2603","","text","1","24268","0.0-1.0","29289683","wem/bandit_single","A23BMD8M0RLV77","gain","2","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6543","","text","2","30812","0.0-2.0","29289683","wem/bandit_single","A23BMD8M0RLV77","gain","2","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"24529","","text","3","55344","0.0-3.0","29289683","wem/bandit_single","A23BMD8M0RLV77","gain","2","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"26094","","text","4","81441","0.0-4.0","29289683","wem/bandit_single","A23BMD8M0RLV77","gain","2","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9425","","text","5","90868","0.0-5.0","29289683","wem/bandit_single","A23BMD8M0RLV77","gain","2","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8602","","text","6","99472","0.0-6.0","29289683","wem/bandit_single","A23BMD8M0RLV77","gain","2","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12597","","text","7","112071","0.0-7.0","29289683","wem/bandit_single","A23BMD8M0RLV77","gain","2","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3298","","text","8","115372","0.0-8.0","29289683","wem/bandit_single","A23BMD8M0RLV77","gain","2","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2645","","text","9","118019","0.0-9.0","29289683","wem/bandit_single","A23BMD8M0RLV77","gain","2","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
