"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift","key_press","respCharCode","respKey","respChoiceNum","respChoice","gems","bombs","no_reward","GemPrChosen","BombPrChosen","practice","trial_counter","WinPr_0","LosePr_0","trial_label","WinPr_1","LosePr_1","WinPr_2","LosePr_2","WinPr_3","LosePr_3","Q0","Q1","Q2","gender","age","ethnicity"
"11149","{""Q0"":""A3J5KTBHZI60H""}","survey-text","0","11155","0.0-0.0","83747052","wem/bandit_single","A3J5KTBHZI60H","pain","7","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1085","","text","1","13244","0.0-1.0","83747052","wem/bandit_single","A3J5KTBHZI60H","pain","7","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9224","","text","2","22469","0.0-2.0","83747052","wem/bandit_single","A3J5KTBHZI60H","pain","7","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23495","","text","3","45966","0.0-3.0","83747052","wem/bandit_single","A3J5KTBHZI60H","pain","7","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18073","","text","4","64041","0.0-4.0","83747052","wem/bandit_single","A3J5KTBHZI60H","pain","7","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10215","","text","5","74257","0.0-5.0","83747052","wem/bandit_single","A3J5KTBHZI60H","pain","7","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17042","","text","6","91301","0.0-6.0","83747052","wem/bandit_single","A3J5KTBHZI60H","pain","7","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4104","","text","7","95406","0.0-7.0","83747052","wem/bandit_single","A3J5KTBHZI60H","pain","7","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3697","","text","8","99105","0.0-8.0","83747052","wem/bandit_single","A3J5KTBHZI60H","pain","7","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5108","","text","9","104214","0.0-9.0","83747052","wem/bandit_single","A3J5KTBHZI60H","pain","7","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7433","","text","10","111649","0.0-10.0","83747052","wem/bandit_single","A3J5KTBHZI60H","pain","7","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6302","","text","11","117952","0.0-11.0","83747052","wem/bandit_single","A3J5KTBHZI60H","pain","7","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2666","","bandit","12","122128","0.0-12.0-0.0","83747052","wem/bandit_single","A3J5KTBHZI60H","pain","7","","74","J","0","img/none_selected_demo.jpg","0","0","1","0","0","true","0","0","0","","","","","","","","","","","","",""
"612","","bandit","13","124498","0.0-13.0-0.0","83747052","wem/bandit_single","A3J5KTBHZI60H","pain","7","","75","K","0","img/none_selected_demo.jpg","0","0","1","0","0","true","0","0","0","","","","","","","","","","","","",""
"1762","","text","14","126513","0.0-14.0","83747052","wem/bandit_single","A3J5KTBHZI60H","pain","7","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1373","","text","15","127888","0.0-15.0","83747052","wem/bandit_single","A3J5KTBHZI60H","pain","7","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3165","","text","16","131055","0.0-16.0","83747052","wem/bandit_single","A3J5KTBHZI60H","pain","7","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2043","","text","17","133099","0.0-17.0","83747052","wem/bandit_single","A3J5KTBHZI60H","pain","7","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
