"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift","key_press","respCharCode","respKey","respChoiceNum","respChoice","gems","bombs","no_reward","GemPrChosen","BombPrChosen","practice","trial_counter","WinPr_0","LosePr_0","trial_label","WinPr_1","LosePr_1","WinPr_2","LosePr_2","WinPr_3","LosePr_3","Q0","Q1","Q2","gender","age","ethnicity"
"8207","{""Q0"":""A1FLNAFLLO3UPK""}","survey-text","0","8217","0.0-0.0","22308927","wem/bandit_single","A1FLNAFLLO3UPK","pain","6","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1990","","text","1","11210","0.0-1.0","22308927","wem/bandit_single","A1FLNAFLLO3UPK","pain","6","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3178","","text","2","14391","0.0-2.0","22308927","wem/bandit_single","A1FLNAFLLO3UPK","pain","6","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14477","","text","3","28873","0.0-3.0","22308927","wem/bandit_single","A1FLNAFLLO3UPK","pain","6","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10206","","text","4","39081","0.0-4.0","22308927","wem/bandit_single","A1FLNAFLLO3UPK","pain","6","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7575","","text","5","46659","0.0-5.0","22308927","wem/bandit_single","A1FLNAFLLO3UPK","pain","6","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5399","","text","6","52062","0.0-6.0","22308927","wem/bandit_single","A1FLNAFLLO3UPK","pain","6","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4463","","text","7","56529","0.0-7.0","22308927","wem/bandit_single","A1FLNAFLLO3UPK","pain","6","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3352","","text","8","59883","0.0-8.0","22308927","wem/bandit_single","A1FLNAFLLO3UPK","pain","6","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2555","","text","9","62442","0.0-9.0","22308927","wem/bandit_single","A1FLNAFLLO3UPK","pain","6","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10349","","text","10","72793","0.0-10.0","22308927","wem/bandit_single","A1FLNAFLLO3UPK","pain","6","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5679","","text","11","78475","0.0-11.0","22308927","wem/bandit_single","A1FLNAFLLO3UPK","pain","6","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1496","","bandit","12","81493","0.0-12.0-0.0","22308927","wem/bandit_single","A1FLNAFLLO3UPK","pain","6","","74","J","0","img/none_selected_demo.jpg","0","0","1","0","0","true","0","0","0","","","","","","","","","","","","",""
"1153","","bandit","13","84405","0.0-13.0-0.0","22308927","wem/bandit_single","A1FLNAFLLO3UPK","pain","6","","75","K","0","img/none_selected_demo.jpg","0","0","1","0","0","true","0","0","0","","","","","","","","","","","","",""
"2334","","text","14","86997","0.0-14.0","22308927","wem/bandit_single","A1FLNAFLLO3UPK","pain","6","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1875","","text","15","88875","0.0-15.0","22308927","wem/bandit_single","A1FLNAFLLO3UPK","pain","6","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3179","","text","16","92058","0.0-16.0","22308927","wem/bandit_single","A1FLNAFLLO3UPK","pain","6","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3689","","text","17","95752","0.0-17.0","22308927","wem/bandit_single","A1FLNAFLLO3UPK","pain","6","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1766","","bandit","18","99026","0.0-18.0-0.0","22308927","wem/bandit_single","A1FLNAFLLO3UPK","pain","6","","74","J","0","img/none_selected_demo.jpg","0","1","0","0","0.8","true","0","0","0.8","80_20_practice","0","0.2","","","","","","","","","",""
"333","","bandit","19","101122","0.0-18.0-1.0","22308927","wem/bandit_single","A1FLNAFLLO3UPK","pain","6","","74","J","0","img/none_selected_demo.jpg","0","0","1","0","0.8","true","0","0","0.8","80_20_practice","0","0.2","","","","","","","","","",""
"117","","bandit","20","103000","0.0-18.0-2.0","22308927","wem/bandit_single","A1FLNAFLLO3UPK","pain","6","","74","J","0","img/none_selected_demo.jpg","0","1","0","0","0.8","true","0","0","0.8","80_20_practice","0","0.2","","","","","","","","","",""
"156","","bandit","21","104911","0.0-18.0-3.0","22308927","wem/bandit_single","A1FLNAFLLO3UPK","pain","6","","74","J","0","img/none_selected_demo.jpg","0","1","0","0","0.8","true","0","0","0.8","80_20_practice","0","0.2","","","","","","","","","",""
"176","","bandit","22","106856","0.0-18.0-4.0","22308927","wem/bandit_single","A1FLNAFLLO3UPK","pain","6","","74","J","0","img/none_selected_demo.jpg","0","0","1","0","0.8","true","0","0","0.8","80_20_practice","0","0.2","","","","","","","","","",""
"123","","bandit","23","108738","0.0-18.0-5.0","22308927","wem/bandit_single","A1FLNAFLLO3UPK","pain","6","","74","J","0","img/none_selected_demo.jpg","0","0","1","0","0.8","true","0","0","0.8","80_20_practice","0","0.2","","","","","","","","","",""
"2285","","bandit","24","112783","0.0-18.0-6.0","22308927","wem/bandit_single","A1FLNAFLLO3UPK","pain","6","","74","J","0","img/none_selected_demo.jpg","0","1","0","0","0.8","true","0","0","0.8","80_20_practice","0","0.2","","","","","","","","","",""
"429","","bandit","25","114979","0.0-18.0-7.0","22308927","wem/bandit_single","A1FLNAFLLO3UPK","pain","6","","74","J","0","img/none_selected_demo.jpg","0","0","1","0","0.8","true","0","0","0.8","80_20_practice","0","0.2","","","","","","","","","",""
"2364","","bandit","26","119103","0.0-18.0-8.0","22308927","wem/bandit_single","A1FLNAFLLO3UPK","pain","6","","75","K","1","","0","1","0","0","0.2","true","0","0","0.8","80_20_practice","0","0.2","","","","","","","","","",""
"91","","bandit","27","120954","0.0-18.0-9.0","22308927","wem/bandit_single","A1FLNAFLLO3UPK","pain","6","","75","K","1","","0","0","1","0","0.2","true","0","0","0.8","80_20_practice","0","0.2","","","","","","","","","",""
"714","","bandit","28","123436","0.0-18.0-10.0","22308927","wem/bandit_single","A1FLNAFLLO3UPK","pain","6","","75","K","1","","0","1","0","0","0.2","true","0","0","0.8","80_20_practice","0","0.2","","","","","","","","","",""
"87","","bandit","29","125281","0.0-18.0-11.0","22308927","wem/bandit_single","A1FLNAFLLO3UPK","pain","6","","75","K","1","","0","1","0","0","0.2","true","0","0","0.8","80_20_practice","0","0.2","","","","","","","","","",""
"76","","bandit","30","127119","0.0-18.0-12.0","22308927","wem/bandit_single","A1FLNAFLLO3UPK","pain","6","","75","K","1","","0","0","1","0","0.2","true","0","0","0.8","80_20_practice","0","0.2","","","","","","","","","",""
"1232","","bandit","31","130114","0.0-18.0-13.0","22308927","wem/bandit_single","A1FLNAFLLO3UPK","pain","6","","75","K","1","","0","0","1","0","0.2","true","0","0","0.8","80_20_practice","0","0.2","","","","","","","","","",""
"449","","bandit","32","132327","0.0-18.0-14.0","22308927","wem/bandit_single","A1FLNAFLLO3UPK","pain","6","","75","K","1","","0","0","1","0","0.2","true","0","0","0.8","80_20_practice","0","0.2","","","","","","","","","",""
"140","","bandit","33","134224","0.0-18.0-15.0","22308927","wem/bandit_single","A1FLNAFLLO3UPK","pain","6","","75","K","1","","0","0","1","0","0.2","true","0","0","0.8","80_20_practice","0","0.2","","","","","","","","","",""
"116","","bandit","34","136106","0.0-18.0-16.0","22308927","wem/bandit_single","A1FLNAFLLO3UPK","pain","6","","75","K","1","","0","0","1","0","0.2","true","0","0","0.8","80_20_practice","0","0.2","","","","","","","","","",""
"4","","bandit","35","137887","0.0-18.0-17.0","22308927","wem/bandit_single","A1FLNAFLLO3UPK","pain","6","","75","K","1","","0","0","1","0","0.2","true","0","0","0.8","80_20_practice","0","0.2","","","","","","","","","",""
"2297","","bandit","36","141942","0.0-18.0-18.0","22308927","wem/bandit_single","A1FLNAFLLO3UPK","pain","6","","75","K","1","","0","0","1","0","0.2","true","0","0","0.8","80_20_practice","0","0.2","","","","","","","","","",""
"2648","","bandit","37","146348","0.0-18.0-19.0","22308927","wem/bandit_single","A1FLNAFLLO3UPK","pain","6","","74","J","0","img/none_selected_demo.jpg","0","1","0","0","0.8","true","0","0","0.8","80_20_practice","0","0.2","","","","","","","","","",""
"5517","","text","38","152121","0.0-19.0","22308927","wem/bandit_single","A1FLNAFLLO3UPK","pain","6","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1821","","bandit","39","155449","0.0-20.0-0.0","22308927","wem/bandit_single","A1FLNAFLLO3UPK","pain","6","","74","J","0","img/none_selected_demo.jpg","0","0","1","0","0","true","0","0","0","","0","0","","","","","","","","","",""
"4888","","text","40","160595","0.0-21.0","22308927","wem/bandit_single","A1FLNAFLLO3UPK","pain","6","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3350","","text","41","163951","0.0-22.0","22308927","wem/bandit_single","A1FLNAFLLO3UPK","pain","6","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2085","","text","42","166041","0.0-23.0","22308927","wem/bandit_single","A1FLNAFLLO3UPK","pain","6","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2183","","text","43","168227","0.0-24.0","22308927","wem/bandit_single","A1FLNAFLLO3UPK","pain","6","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3113","","text","44","171346","0.0-25.0","22308927","wem/bandit_single","A1FLNAFLLO3UPK","pain","6","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3383","","text","45","174738","0.0-26.0","22308927","wem/bandit_single","A1FLNAFLLO3UPK","pain","6","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2748","","text","46","177491","0.0-27.0","22308927","wem/bandit_single","A1FLNAFLLO3UPK","pain","6","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2760","","text","47","180257","0.0-28.0","22308927","wem/bandit_single","A1FLNAFLLO3UPK","pain","6","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2617","","text","48","182881","0.0-29.0","22308927","wem/bandit_single","A1FLNAFLLO3UPK","pain","6","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
