"rt","responses","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift","key_press","respCharCode","respKey","respChoiceNum","respChoice","gems","bombs","no_reward","GemPrChosen","BombPrChosen","practice","trial_counter","WinPr_0","LosePr_0","trial_label","WinPr_1","LosePr_1","WinPr_2","LosePr_2","WinPr_3","LosePr_3","Q0","Q1","Q2","gender","age","ethnicity"
"39565","{""Q0"":""A18G2CLYSTENK""}","survey-text","0","39565","0.0-0.0","55945880","wem/bandit_single","A18G2CLYSTENK","pain","6","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1937","","text","1","42522","0.0-1.0","55945880","wem/bandit_single","A18G2CLYSTENK","pain","6","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5644","","text","2","48176","0.0-2.0","55945880","wem/bandit_single","A18G2CLYSTENK","pain","6","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23010","","text","3","71186","0.0-3.0","55945880","wem/bandit_single","A18G2CLYSTENK","pain","6","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18477","","text","4","89663","0.0-4.0","55945880","wem/bandit_single","A18G2CLYSTENK","pain","6","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5737","","text","5","95400","0.0-5.0","55945880","wem/bandit_single","A18G2CLYSTENK","pain","6","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17244","","text","6","112644","0.0-6.0","55945880","wem/bandit_single","A18G2CLYSTENK","pain","6","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1886","","text","7","114530","0.0-7.0","55945880","wem/bandit_single","A18G2CLYSTENK","pain","6","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1504","","text","8","116034","0.0-8.0","55945880","wem/bandit_single","A18G2CLYSTENK","pain","6","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1999","","text","9","118043","0.0-9.0","55945880","wem/bandit_single","A18G2CLYSTENK","pain","6","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4878","","text","10","122921","0.0-10.0","55945880","wem/bandit_single","A18G2CLYSTENK","pain","6","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1963","","text","11","124884","0.0-11.0","55945880","wem/bandit_single","A18G2CLYSTENK","pain","6","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1315","","bandit","12","127731","0.0-12.0-0.0","55945880","wem/bandit_single","A18G2CLYSTENK","pain","6","","74","J","0","img/none_selected_demo.jpg","0","0","1","0","0","true","0","0","0","","","","","","","","","","","","",""
"1733","","bandit","13","131233","0.0-13.0-0.0","55945880","wem/bandit_single","A18G2CLYSTENK","pain","6","","75","K","0","img/none_selected_demo.jpg","0","0","1","0","0","true","0","0","0","","","","","","","","","","","","",""
"3596","","text","14","135089","0.0-14.0","55945880","wem/bandit_single","A18G2CLYSTENK","pain","6","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1224","","text","15","136313","0.0-15.0","55945880","wem/bandit_single","A18G2CLYSTENK","pain","6","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2286","","text","16","138599","0.0-16.0","55945880","wem/bandit_single","A18G2CLYSTENK","pain","6","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3840","","text","17","142439","0.0-17.0","55945880","wem/bandit_single","A18G2CLYSTENK","pain","6","32","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1316","","bandit","18","145276","0.0-18.0-0.0","55945880","wem/bandit_single","A18G2CLYSTENK","pain","6","","74","J","0","img/none_selected_demo.jpg","0","1","0","0","0.8","true","0","0","0.8","80_20_practice","0","0.2","","","","","","","","","",""
"1460","","bandit","19","148510","0.0-18.0-1.0","55945880","wem/bandit_single","A18G2CLYSTENK","pain","6","","74","J","0","img/none_selected_demo.jpg","0","1","0","0","0.8","true","0","0","0.8","80_20_practice","0","0.2","","","","","","","","","",""
"370","","bandit","20","150650","0.0-18.0-2.0","55945880","wem/bandit_single","A18G2CLYSTENK","pain","6","","74","J","0","img/none_selected_demo.jpg","0","1","0","0","0.8","true","0","0","0.8","80_20_practice","0","0.2","","","","","","","","","",""
"796","","bandit","21","153218","0.0-18.0-3.0","55945880","wem/bandit_single","A18G2CLYSTENK","pain","6","","74","J","0","img/none_selected_demo.jpg","0","1","0","0","0.8","true","0","0","0.8","80_20_practice","0","0.2","","","","","","","","","",""
