"consent","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift","rt","responses","button_pressed","key_press","like","value","connected","gems","bombs","no_reward","GemPrChosen","BombPrChosen","GainOverPainPr_0","GainOverPainPr_1","GainOverPainPr_2","GainOverPainPr_3","LosePr_0","LosePr_1","LosePr_2","LosePr_3","WinPr_0","WinPr_1","WinPr_2","WinPr_3","Q0","Q1","Q2","gender","age","ethnicity","label","expt_phase","target","respCharCode","respKey","respChoiceNum","respChoice","practice","trial_counter","trial_label","Q0_index","view_history"
"GDM/GDM_behavioral_consent_30min_online.html","consent","0","11607","0.0-0.0","87101301","wem/bandit_party_2","A1BHHRSKO2MBT3","either","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","1","14900","0.0-1.0","87101301","wem/bandit_party_2","A1BHHRSKO2MBT3","either","2","2281","{""Q0"":""A1BHHRSKO2MBT3""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","button-response","2","17882","0.0-2.0","87101301","wem/bandit_party_2","A1BHHRSKO2MBT3","either","2","1969","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","3","22942","0.0-3.0","87101301","wem/bandit_party_2","A1BHHRSKO2MBT3","either","2","4052","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","4","23682","0.0-4.0","87101301","wem/bandit_party_2","A1BHHRSKO2MBT3","either","2","737","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","identification","5","28873","0.0-6.0-0.0","87101301","wem/bandit_party_2","A1BHHRSKO2MBT3","either","2","5169","","","","1","2","3","","","","","","","","","","","","","","","","","","","","","","","","pre","identification_pre","the Democratic Party","","","","","","","","",""
"","identification","6","41902","0.0-6.0-1.0","87101301","wem/bandit_party_2","A1BHHRSKO2MBT3","either","2","12012","","","","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","pre","identification_pre","the Republican Party","","","","","","","","",""
"","text-replacement","7","47273","0.0-7.0","87101301","wem/bandit_party_2","A1BHHRSKO2MBT3","either","2","4363","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","8","47722","0.0-8.0","87101301","wem/bandit_party_2","A1BHHRSKO2MBT3","either","2","445","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","9","48083","0.0-9.0","87101301","wem/bandit_party_2","A1BHHRSKO2MBT3","either","2","357","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","10","48316","0.0-10.0","87101301","wem/bandit_party_2","A1BHHRSKO2MBT3","either","2","228","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","11","48522","0.0-11.0","87101301","wem/bandit_party_2","A1BHHRSKO2MBT3","either","2","203","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","bandit","12","50673","0.0-12.0-0.0","87101301","wem/bandit_party_2","A1BHHRSKO2MBT3","either","2","637","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","","",""
"","bandit","13","52797","0.0-13.0-0.0","87101301","wem/bandit_party_2","A1BHHRSKO2MBT3","either","2","612","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","","","","75","K","0","img/none_selected_demo.jpg","true","0","","",""
"","text-replacement","14","54151","0.0-14.0","87101301","wem/bandit_party_2","A1BHHRSKO2MBT3","either","2","1349","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","15","54700","0.0-15.0","87101301","wem/bandit_party_2","A1BHHRSKO2MBT3","either","2","547","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","16","54970","0.0-16.0","87101301","wem/bandit_party_2","A1BHHRSKO2MBT3","either","2","267","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","17","55204","0.0-17.0","87101301","wem/bandit_party_2","A1BHHRSKO2MBT3","either","2","231","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","bandit","18","57258","0.0-18.0-0.0","87101301","wem/bandit_party_2","A1BHHRSKO2MBT3","either","2","541","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice","",""
"","bandit","19","58879","0.0-18.0-1.0","87101301","wem/bandit_party_2","A1BHHRSKO2MBT3","either","2","106","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice","",""
"","bandit","20","60509","0.0-18.0-2.0","87101301","wem/bandit_party_2","A1BHHRSKO2MBT3","either","2","116","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice","",""
"","bandit","21","62084","0.0-18.0-3.0","87101301","wem/bandit_party_2","A1BHHRSKO2MBT3","either","2","60","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice","",""
"","bandit","22","63696","0.0-18.0-4.0","87101301","wem/bandit_party_2","A1BHHRSKO2MBT3","either","2","99","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice","",""
"","bandit","23","65241","0.0-18.0-5.0","87101301","wem/bandit_party_2","A1BHHRSKO2MBT3","either","2","36","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice","",""
"","bandit","24","66849","0.0-18.0-6.0","87101301","wem/bandit_party_2","A1BHHRSKO2MBT3","either","2","94","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice","",""
