"consent","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift","rt","responses","button_pressed","key_press","like","value","connected","gems","bombs","no_reward","GemPrChosen","BombPrChosen","GainOverPainPr_0","GainOverPainPr_1","GainOverPainPr_2","GainOverPainPr_3","LosePr_0","LosePr_1","LosePr_2","LosePr_3","WinPr_0","WinPr_1","WinPr_2","WinPr_3","Q0","Q1","Q2","gender","age","ethnicity","label","expt_phase","target","respCharCode","respKey","respChoiceNum","respChoice","practice","trial_counter","trial_label","Q0_index","view_history"
"GDM/GDM_behavioral_consent_30min_online.html","consent","0","12679","0.0-0.0","75137013","wem/bandit_party_2","A2YLSDVP8Z0ZMV","either","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","1","25858","0.0-1.0","75137013","wem/bandit_party_2","A2YLSDVP8Z0ZMV","either","7","12171","{""Q0"":""A2YLSDVP8Z0ZMV""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","button-response","2","30055","0.0-2.0","75137013","wem/bandit_party_2","A2YLSDVP8Z0ZMV","either","7","3193","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","3","45115","0.0-3.0","75137013","wem/bandit_party_2","A2YLSDVP8Z0ZMV","either","7","14058","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","4","62393","0.0-4.0","75137013","wem/bandit_party_2","A2YLSDVP8Z0ZMV","either","7","17276","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","identification","5","70983","0.0-6.0-0.0","75137013","wem/bandit_party_2","A2YLSDVP8Z0ZMV","either","7","8580","","","","6","6","6","","","","","","","","","","","","","","","","","","","","","","","","pre","identification_pre","the Republican Party","","","","","","","","",""
"","identification","6","78743","0.0-6.0-1.0","75137013","wem/bandit_party_2","A2YLSDVP8Z0ZMV","either","7","6750","","","","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","pre","identification_pre","the Democratic Party","","","","","","","","",""
"","text-replacement","7","88713","0.0-7.0","75137013","wem/bandit_party_2","A2YLSDVP8Z0ZMV","either","7","8968","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","8","131457","0.0-8.0","75137013","wem/bandit_party_2","A2YLSDVP8Z0ZMV","either","7","42742","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","9","144713","0.0-9.0","75137013","wem/bandit_party_2","A2YLSDVP8Z0ZMV","either","7","13252","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","10","152215","0.0-10.0","75137013","wem/bandit_party_2","A2YLSDVP8Z0ZMV","either","7","7501","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","11","211024","0.0-11.0","75137013","wem/bandit_party_2","A2YLSDVP8Z0ZMV","either","7","58808","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","bandit","12","217241","0.0-12.0-0.0","75137013","wem/bandit_party_2","A2YLSDVP8Z0ZMV","either","7","4707","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","","",""
"","bandit","13","220869","0.0-13.0-0.0","75137013","wem/bandit_party_2","A2YLSDVP8Z0ZMV","either","7","2123","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","","","","75","K","0","img/none_selected_demo.jpg","true","0","","",""
"","text-replacement","14","293920","0.0-14.0","75137013","wem/bandit_party_2","A2YLSDVP8Z0ZMV","either","7","73050","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","15","296904","0.0-15.0","75137013","wem/bandit_party_2","A2YLSDVP8Z0ZMV","either","7","2982","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","16","303479","0.0-16.0","75137013","wem/bandit_party_2","A2YLSDVP8Z0ZMV","either","7","6574","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","17","306601","0.0-17.0","75137013","wem/bandit_party_2","A2YLSDVP8Z0ZMV","either","7","3122","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","bandit","18","309095","0.0-18.0-0.0","75137013","wem/bandit_party_2","A2YLSDVP8Z0ZMV","either","7","988","","","","","","","0","0","1","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice","",""
"","bandit","19","311639","0.0-18.0-1.0","75137013","wem/bandit_party_2","A2YLSDVP8Z0ZMV","either","7","1038","","","","","","","0","0","1","0.2","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","","","75","K","1","","true","0","80_20_practice","",""
"","bandit","20","314063","0.0-18.0-2.0","75137013","wem/bandit_party_2","A2YLSDVP8Z0ZMV","either","7","919","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice","",""
"","bandit","21","316223","0.0-18.0-3.0","75137013","wem/bandit_party_2","A2YLSDVP8Z0ZMV","either","7","654","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice","",""
"","bandit","22","318671","0.0-18.0-4.0","75137013","wem/bandit_party_2","A2YLSDVP8Z0ZMV","either","7","944","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice","",""
"","bandit","23","321599","0.0-18.0-5.0","75137013","wem/bandit_party_2","A2YLSDVP8Z0ZMV","either","7","1423","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice","",""
"","bandit","24","323654","0.0-18.0-6.0","75137013","wem/bandit_party_2","A2YLSDVP8Z0ZMV","either","7","550","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice","",""
"","bandit","25","326055","0.0-18.0-7.0","75137013","wem/bandit_party_2","A2YLSDVP8Z0ZMV","either","7","896","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice","",""
"","bandit","26","328279","0.0-18.0-8.0","75137013","wem/bandit_party_2","A2YLSDVP8Z0ZMV","either","7","719","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice","",""
"","bandit","27","330512","0.0-18.0-9.0","75137013","wem/bandit_party_2","A2YLSDVP8Z0ZMV","either","7","728","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice","",""
"","bandit","28","335334","0.0-18.0-10.0","75137013","wem/bandit_party_2","A2YLSDVP8Z0ZMV","either","7","3317","","","","","","","0","0","1","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice","",""
"","bandit","29","337494","0.0-18.0-11.0","75137013","wem/bandit_party_2","A2YLSDVP8Z0ZMV","either","7","656","","","","","","","0","0","1","","0.2","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","","","75","K","1","","true","0","80_20_practice","",""
"","bandit","30","339367","0.0-18.0-12.0","75137013","wem/bandit_party_2","A2YLSDVP8Z0ZMV","either","7","367","","","","","","","0","0","1","","0.2","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","","","75","K","1","","true","0","80_20_practice","",""
"","bandit","31","343976","0.0-18.0-13.0","75137013","wem/bandit_party_2","A2YLSDVP8Z0ZMV","either","7","3103","","","","","","","0","1","0","","0.2","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","","","75","K","1","","true","0","80_20_practice","",""
"","bandit","32","346926","0.0-18.0-14.0","75137013","wem/bandit_party_2","A2YLSDVP8Z0ZMV","either","7","1444","","","","","","","0","0","1","","0.2","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","","","75","K","1","","true","0","80_20_practice","",""
"","bandit","33","348873","0.0-18.0-15.0","75137013","wem/bandit_party_2","A2YLSDVP8Z0ZMV","either","7","439","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice","",""
"","bandit","34","351679","0.0-18.0-16.0","75137013","wem/bandit_party_2","A2YLSDVP8Z0ZMV","either","7","1300","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice","",""
"","bandit","35","353742","0.0-18.0-17.0","75137013","wem/bandit_party_2","A2YLSDVP8Z0ZMV","either","7","557","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice","",""
"","bandit","36","357439","0.0-18.0-18.0","75137013","wem/bandit_party_2","A2YLSDVP8Z0ZMV","either","7","2192","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice","",""
"","bandit","37","361429","0.0-18.0-19.0","75137013","wem/bandit_party_2","A2YLSDVP8Z0ZMV","either","7","2486","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice","",""
"","text-replacement","38","367480","0.0-19.0","75137013","wem/bandit_party_2","A2YLSDVP8Z0ZMV","either","7","6050","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","bandit","39","370869","0.0-20.0-0.0","75137013","wem/bandit_party_2","A2YLSDVP8Z0ZMV","either","7","1884","","","","","","","1","0","0","1","0","","","","","0","1","","","1","0","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","","",""
"","text-replacement","40","379993","0.0-21.0","75137013","wem/bandit_party_2","A2YLSDVP8Z0ZMV","either","7","9122","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","41","384614","0.0-22.0","75137013","wem/bandit_party_2","A2YLSDVP8Z0ZMV","either","7","4620","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
