"consent","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift","rt","responses","button_pressed","key_press","like","value","connected","gems","bombs","no_reward","GemPrChosen","BombPrChosen","GainOverPainPr_0","GainOverPainPr_1","GainOverPainPr_2","GainOverPainPr_3","LosePr_0","LosePr_1","LosePr_2","LosePr_3","WinPr_0","WinPr_1","WinPr_2","WinPr_3","Q0","Q1","Q2","gender","age","ethnicity","label","expt_phase","target","respCharCode","respKey","respChoiceNum","respChoice","practice","trial_counter","trial_label","Q0_index","view_history"
"GDM/GDM_behavioral_consent_30min_online.html","consent","0","10341","0.0-0.0","37730360","wem/bandit_party_2","A3RLZJOHLHQ95F","either","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","1","14572","0.0-1.0","37730360","wem/bandit_party_2","A3RLZJOHLHQ95F","either","2","3206","{""Q0"":""A3RLZJOHLHQ95F""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","button-response","2","17327","0.0-2.0","37730360","wem/bandit_party_2","A3RLZJOHLHQ95F","either","2","1747","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","3","26600","0.0-3.0","37730360","wem/bandit_party_2","A3RLZJOHLHQ95F","either","2","8250","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","4","30783","0.0-4.0","37730360","wem/bandit_party_2","A3RLZJOHLHQ95F","either","2","4183","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","identification","5","37667","0.0-6.0-0.0","37730360","wem/bandit_party_2","A3RLZJOHLHQ95F","either","2","6860","","","","5","5","5","","","","","","","","","","","","","","","","","","","","","","","","pre","identification_pre","the Democratic Party","","","","","","","","",""
"","identification","6","44174","0.0-6.0-1.0","37730360","wem/bandit_party_2","A3RLZJOHLHQ95F","either","2","5479","","","","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","pre","identification_pre","the Republican Party","","","","","","","","",""
"","text-replacement","7","66586","0.0-7.0","37730360","wem/bandit_party_2","A3RLZJOHLHQ95F","either","2","21408","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","8","73097","0.0-8.0","37730360","wem/bandit_party_2","A3RLZJOHLHQ95F","either","2","6503","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text-replacement","9","76753","0.0-9.0","37730360","wem/bandit_party_2","A3RLZJOHLHQ95F","either","2","3652","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
