"consent","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift","rt","responses","key_press","expt_phase","like","value","connected","gems","bombs","no_reward","GemPrChosen","BombPrChosen","GainOverPainPr_0","GainOverPainPr_1","GainOverPainPr_2","GainOverPainPr_3","LosePr_0","LosePr_1","LosePr_2","LosePr_3","WinPr_0","WinPr_1","WinPr_2","WinPr_3","Q0","Q1","Q2","gender","age","ethnicity","target","respCharCode","respKey","respChoiceNum","respChoice","practice","trial_counter","trial_label"
"INL_behavioral_consent_30min_online.html","consent","0","7268","0.0-0.0","92757622","wem/bandit_either_2","A3AJJHOAV7WIUQ","either","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","1","12903","0.0-1.0","92757622","wem/bandit_either_2","A3AJJHOAV7WIUQ","either","1","4625","{""Q0"":""A3AJJHOAV7WIUQ""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","2","21103","0.0-2.0","92757622","wem/bandit_either_2","A3AJJHOAV7WIUQ","either","1","7191","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","3","29935","0.0-3.0","92757622","wem/bandit_either_2","A3AJJHOAV7WIUQ","either","1","8831","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","4","54311","0.0-4.0","92757622","wem/bandit_either_2","A3AJJHOAV7WIUQ","either","1","24374","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","5","63565","0.0-5.0","92757622","wem/bandit_either_2","A3AJJHOAV7WIUQ","either","1","9253","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","6","85477","0.0-6.0","92757622","wem/bandit_either_2","A3AJJHOAV7WIUQ","either","1","21910","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","7","88741","0.0-7.0","92757622","wem/bandit_either_2","A3AJJHOAV7WIUQ","either","1","3263","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","8","93325","0.0-8.0","92757622","wem/bandit_either_2","A3AJJHOAV7WIUQ","either","1","4583","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","identification","9","100647","0.0-9.0-0.0","92757622","wem/bandit_either_2","A3AJJHOAV7WIUQ","either","1","7294","","","","6","6","6","","","","","","","","","","","","","","","","","","","","","","","","the village of Zur","","","","","","",""
"","identification","10","108646","0.0-9.0-1.0","92757622","wem/bandit_either_2","A3AJJHOAV7WIUQ","either","1","6970","","","","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","the village of Nyx","","","","","","",""
