"consent","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift","rt","responses","key_press","expt_phase","like","value","connected","gems","bombs","no_reward","GemPrChosen","BombPrChosen","GainOverPainPr_0","GainOverPainPr_1","GainOverPainPr_2","GainOverPainPr_3","LosePr_0","LosePr_1","LosePr_2","LosePr_3","WinPr_0","WinPr_1","WinPr_2","WinPr_3","Q0","Q1","Q2","gender","age","ethnicity","target","respCharCode","respKey","respChoiceNum","respChoice","practice","trial_counter","trial_label"
"INL_behavioral_consent_30min_online.html","consent","0","29233","0.0-0.0","65051914","wem/bandit_either_2","ABNTDXT618WJQ","either","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","1","47659","0.0-1.0","65051914","wem/bandit_either_2","ABNTDXT618WJQ","either","8","17409","{""Q0"":""ABNTDXT618WJQ""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","2","62993","0.0-2.0","65051914","wem/bandit_either_2","ABNTDXT618WJQ","either","8","14331","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","3","73606","0.0-3.0","65051914","wem/bandit_either_2","ABNTDXT618WJQ","either","8","10613","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","4","96188","0.0-4.0","65051914","wem/bandit_either_2","ABNTDXT618WJQ","either","8","22582","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","5","109181","0.0-5.0","65051914","wem/bandit_either_2","ABNTDXT618WJQ","either","8","12983","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","6","128820","0.0-6.0","65051914","wem/bandit_either_2","ABNTDXT618WJQ","either","8","19629","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","7","138605","0.0-7.0","65051914","wem/bandit_either_2","ABNTDXT618WJQ","either","8","9785","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","8","143611","0.0-8.0","65051914","wem/bandit_either_2","ABNTDXT618WJQ","either","8","5006","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","identification","9","150847","0.0-9.0-0.0","65051914","wem/bandit_either_2","ABNTDXT618WJQ","either","8","7162","","","","6","6","6","","","","","","","","","","","","","","","","","","","","","","","","the village of Zur","","","","","","",""
"","identification","10","159350","0.0-9.0-1.0","65051914","wem/bandit_either_2","ABNTDXT618WJQ","either","8","7447","","","","0","0","3","","","","","","","","","","","","","","","","","","","","","","","","the village of Nyx","","","","","","",""
"","text","11","173586","0.0-10.0","65051914","wem/bandit_either_2","ABNTDXT618WJQ","either","8","13236","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","12","177660","0.0-11.0","65051914","wem/bandit_either_2","ABNTDXT618WJQ","either","8","4064","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","13","180440","0.0-12.0","65051914","wem/bandit_either_2","ABNTDXT618WJQ","either","8","2780","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","14","184630","0.0-13.0","65051914","wem/bandit_either_2","ABNTDXT618WJQ","either","8","4190","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","bandit","15","189640","0.0-14.0-0.0","65051914","wem/bandit_either_2","ABNTDXT618WJQ","either","8","3490","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0",""
"","bandit","16","193052","0.0-15.0-0.0","65051914","wem/bandit_either_2","ABNTDXT618WJQ","either","8","1909","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","","75","K","0","img/none_selected_demo.jpg","true","0",""
