"consent","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift","rt","responses","key_press","expt_phase","like","value","connected","gems","bombs","no_reward","GemPrChosen","BombPrChosen","GainOverPainPr_0","GainOverPainPr_1","GainOverPainPr_2","GainOverPainPr_3","LosePr_0","LosePr_1","LosePr_2","LosePr_3","WinPr_0","WinPr_1","WinPr_2","WinPr_3","Q0","Q1","Q2","gender","age","ethnicity","target","respCharCode","respKey","respChoiceNum","respChoice","practice","trial_counter","trial_label"
"INL_behavioral_consent_30min_online.html","consent","0","6345","0.0-0.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","1","8956","0.0-1.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","1598","{""Q0"":""AWXIEV9H6KT9E""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","2","13347","0.0-2.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","3386","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","3","13888","0.0-3.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","539","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","4","17688","0.0-4.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","3798","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","5","18385","0.0-5.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","696","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","6","21662","0.0-6.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","3275","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","7","22083","0.0-7.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","420","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","8","22463","0.0-8.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","378","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","identification","9","26258","0.0-9.0-0.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","3774","","","","4","4","4","","","","","","","","","","","","","","","","","","","","","","","","the village of Zur","","","","","","",""
"","identification","10","29479","0.0-9.0-1.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","2196","","","","3","3","4","","","","","","","","","","","","","","","","","","","","","","","","the village of Nyx","","","","","","",""
"","text","11","38503","0.0-10.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","8021","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","12","38987","0.0-11.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","482","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","13","39574","0.0-12.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","585","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","14","47635","0.0-13.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","8059","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","bandit","15","50359","0.0-14.0-0.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","1210","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0",""
"","bandit","16","52922","0.0-15.0-0.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","1055","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","","75","K","0","img/none_selected_demo.jpg","true","0",""
"","text","17","54153","0.0-16.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","1229","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","18","54582","0.0-17.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","428","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","19","54892","0.0-18.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","307","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","20","55189","0.0-19.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","295","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","bandit","21","57236","0.0-20.0-0.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","537","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","22","59306","0.0-20.0-1.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","559","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","23","61399","0.0-20.0-2.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","582","","","","","","","0","1","0","","0.2","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","75","K","1","","true","0","80_20_practice"
"","bandit","24","64658","0.0-20.0-3.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","1747","","","","","","","0","0","1","","0.2","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","75","K","1","","true","0","80_20_practice"
"","bandit","25","112840","0.0-20.0-4.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","46672","","","","","","","0","0","1","","0.2","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","75","K","1","","true","0","80_20_practice"
"","bandit","26","115073","0.0-20.0-5.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","723","","","","","","","0","0","1","0.2","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","75","K","1","","true","0","80_20_practice"
"","bandit","27","118415","0.0-20.0-6.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","1833","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","28","120258","0.0-20.0-7.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","331","","","","","","","0","0","1","","0.2","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","75","K","1","","true","0","80_20_practice"
"","bandit","29","122073","0.0-20.0-8.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","299","","","","","","","0","0","1","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","30","123910","0.0-20.0-9.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","321","","","","","","","0","0","1","","0.2","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","75","K","1","","true","0","80_20_practice"
"","bandit","31","125788","0.0-20.0-10.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","361","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","32","127579","0.0-20.0-11.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","281","","","","","","","0","0","1","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","33","129115","0.0-20.0-12.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","30","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","34","130937","0.0-20.0-13.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","300","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","35","132471","0.0-20.0-14.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","7","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","36","134058","0.0-20.0-15.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","75","","","","","","","0","1","0","","0.2","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","75","K","1","","true","0","80_20_practice"
"","bandit","37","135800","0.0-20.0-16.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","233","","","","","","","0","0","1","","0.2","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","75","K","1","","true","0","80_20_practice"
"","bandit","38","137502","0.0-20.0-17.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","191","","","","","","","0","0","1","0.2","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","75","K","1","","true","0","80_20_practice"
"","bandit","39","139114","0.0-20.0-18.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","101","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","40","140881","0.0-20.0-19.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","256","","","","","","","1","0","0","0.2","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","75","K","1","","true","0","80_20_practice"
"","text","41","146311","0.0-21.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","5426","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","bandit","42","148829","0.0-22.0-0.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","1009","","","","","","","1","0","0","1","0","","","","","0","1","","","1","0","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0",""
"","text","43","148970","0.0-23.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","138","","74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","44","152866","0.0-24.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","3893","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","45","153210","0.0-25.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","339","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","46","153474","0.0-26.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","262","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","47","153685","0.0-27.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","208","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","48","153883","0.0-28.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","194","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","49","154072","0.0-29.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","187","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","50","154296","0.0-30.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","221","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","51","154493","0.0-31.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","195","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","52","154703","0.0-32.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","207","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","53","154915","0.0-33.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","208","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","bandit","54","157015","0.0-34.0-0.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","589","","","","","","","1","0","0","0.8","","0.5","0.5","0.5","0.5","","","","","0.8","0.2","0.6","0.2","","","","","","","","72","H","0","img/none_selected.jpg","true","0","full_practice"
"","bandit","55","158538","0.0-34.0-1.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","12","","","","","","","0","0","1","","0.2","0.5","0.5","0.5","0.5","0.8","0.2","0.6","0.2","","","","","","","","","","","","76","L","3","","true","0","full_practice"
"","bandit","56","160073","0.0-34.0-2.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","19","","","","","","","1","0","0","0.8","","0.5","0.5","0.5","0.5","","","","","0.8","0.2","0.6","0.2","","","","","","","","72","H","0","img/none_selected.jpg","true","0","full_practice"
"","bandit","57","161674","0.0-34.0-3.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","89","","","","","","","1","0","0","0.6","","0.5","0.5","0.5","0.5","","","","","0.8","0.2","0.6","0.2","","","","","","","","75","K","2","","true","0","full_practice"
"","bandit","58","163317","0.0-34.0-4.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","131","","","","","","","0","1","0","","0.6","0.5","0.5","0.5","0.5","0.8","0.2","0.6","0.2","","","","","","","","","","","","75","K","2","","true","0","full_practice"
"","bandit","59","340407","0.0-34.0-5.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","175564","","","","","","","0","1","0","","0.8","0.5","0.5","0.5","0.5","0.8","0.2","0.6","0.2","","","","","","","","","","","","72","H","0","img/none_selected.jpg","true","0","full_practice"
"","bandit","60","341954","0.0-34.0-6.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","17","","","","","","","0","0","1","0.6","","0.5","0.5","0.5","0.5","","","","","0.8","0.2","0.6","0.2","","","","","","","","75","K","2","","true","0","full_practice"
"","bandit","61","343716","0.0-34.0-7.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","232","","","","","","","0","0","1","0.2","","0.5","0.5","0.5","0.5","","","","","0.8","0.2","0.6","0.2","","","","","","","","76","L","3","","true","0","full_practice"
"","bandit","62","345501","0.0-34.0-8.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","266","","","","","","","0","0","1","","0.6","0.5","0.5","0.5","0.5","0.8","0.2","0.6","0.2","","","","","","","","","","","","75","K","2","","true","0","full_practice"
"","bandit","63","347127","0.0-34.0-9.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","109","","","","","","","0","0","1","","0.6","0.5","0.5","0.5","0.5","0.8","0.2","0.6","0.2","","","","","","","","","","","","75","K","2","","true","0","full_practice"
"","bandit","64","348887","0.0-34.0-10.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","235","","","","","","","0","0","1","","0.8","0.5","0.5","0.5","0.5","0.8","0.2","0.6","0.2","","","","","","","","","","","","72","H","0","img/none_selected.jpg","true","0","full_practice"
"","bandit","65","350606","0.0-34.0-11.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","189","","","","","","","1","0","0","0.2","","0.5","0.5","0.5","0.5","","","","","0.8","0.2","0.6","0.2","","","","","","","","74","J","1","","true","0","full_practice"
"","bandit","66","352405","0.0-34.0-12.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","271","","","","","","","1","0","0","0.6","","0.5","0.5","0.5","0.5","","","","","0.8","0.2","0.6","0.2","","","","","","","","75","K","2","","true","0","full_practice"
"","bandit","67","354103","0.0-34.0-13.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","170","","","","","","","0","1","0","","0.2","0.5","0.5","0.5","0.5","0.8","0.2","0.6","0.2","","","","","","","","","","","","76","L","3","","true","0","full_practice"
"","bandit","68","355732","0.0-34.0-14.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","105","","","","","","","0","1","0","","0.6","0.5","0.5","0.5","0.5","0.8","0.2","0.6","0.2","","","","","","","","","","","","75","K","2","","true","0","full_practice"
"","bandit","69","357270","0.0-34.0-15.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","6","","","","","","","0","0","1","0.6","","0.5","0.5","0.5","0.5","","","","","0.8","0.2","0.6","0.2","","","","","","","","75","K","2","","true","0","full_practice"
"","bandit","70","359022","0.0-34.0-16.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","220","","","","","","","0","1","0","","0.2","0.5","0.5","0.5","0.5","0.8","0.2","0.6","0.2","","","","","","","","","","","","74","J","1","","true","0","full_practice"
"","bandit","71","397682","0.0-34.0-17.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","37141","","","","","","","0","0","1","","0.2","0.5","0.5","0.5","0.5","0.8","0.2","0.6","0.2","","","","","","","","","","","","74","J","1","","true","0","full_practice"
"","bandit","72","399317","0.0-34.0-18.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","102","","","","","","","1","0","0","0.6","","0.5","0.5","0.5","0.5","","","","","0.8","0.2","0.6","0.2","","","","","","","","75","K","2","","true","0","full_practice"
"","bandit","73","401205","0.0-34.0-19.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","345","","","","","","","0","0","1","0.2","","0.5","0.5","0.5","0.5","","","","","0.8","0.2","0.6","0.2","","","","","","","","76","L","3","","true","0","full_practice"
"","text","74","677378","0.0-35.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","276160","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","75","690048","0.0-36.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","11661","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","76","691236","0.0-37.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","1185","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","77","691724","0.0-38.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","484","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","78","692113","0.0-39.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","387","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","79","692447","0.0-40.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","331","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","bandit","80","695871","0.0-41.0-0.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","1244","","","","","","","1","0","0","0.2771551185","","0.6","0.4","0.2","0.8","","","","","0.3242650943","0.2771551185","0.3894728165","0.3525715257","","","","","","","","74","J","1","","","1","main_expt"
"","bandit","81","699887","0.0-42.0-0.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","2496","","","","","","","0","0","1","","0.363660736","0.6","0.4","0.2","0.8","0.3296228245","0.3030893157","0.363660736","0.390153736","","","","","","","","","","","","75","K","2","","","2","main_expt"
"","bandit","82","701738","0.0-43.0-0.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","338","","","","","","","0","0","1","0.3725447061","","0.6","0.4","0.2","0.8","","","","","0.3102780753","0.3211059343","0.3842171554","0.3725447061","","","","","","","","76","L","3","","","3","main_expt"
"","bandit","83","703663","0.0-44.0-0.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","408","","","","","","","0","1","0","","0.2804386453","0.6","0.4","0.2","0.8","0.2749892112","0.2804386453","0.3831963053","0.3431524481","","","","","","","","","","","","74","J","1","","","4","main_expt"
"","bandit","84","705758","0.0-45.0-0.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","579","","","","","","","0","0","1","","0.4056596471","0.6","0.4","0.2","0.8","0.3037824898","0.2609559086","0.4056596471","0.3448007793","","","","","","","","","","","","75","K","2","","","5","main_expt"
"","bandit","85","708232","0.0-46.0-0.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","959","","","","","","","0","1","0","","0.3217417103","0.6","0.4","0.2","0.8","0.3217417103","0.2259287768","0.4409946319","0.3980888019","","","","","","","","","","","","72","H","0","img/none_selected.jpg","","6","main_expt"
"","bandit","86","710066","0.0-47.0-0.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","324","","","","","","","0","0","1","0.3693121862","","0.6","0.4","0.2","0.8","","","","","0.3018715163","0.2433618728","0.3821747998","0.3693121862","","","","","","","","76","L","3","","","7","main_expt"
"","bandit","87","711995","0.0-48.0-0.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","414","","","","","","","0","0","1","","0.3841844813","0.6","0.4","0.2","0.8","0.3643645816","0.2025356769","0.3841844813","0.2933697555","","","","","","","","","","","","75","K","2","","","8","main_expt"
"","bandit","88","714019","0.0-49.0-0.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","513","","","","","","","0","0","1","","0.1441028094","0.6","0.4","0.2","0.8","0.3418610374","0.1441028094","0.3412237964","0.3036212831","","","","","","","","","","","","74","J","1","","","9","main_expt"
"","bandit","89","716067","0.0-50.0-0.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","534","","","","","","","0","0","1","0.3190157878","","0.6","0.4","0.2","0.8","","","","","0.3190157878","0.1736005971","0.3256420777","0.308020301","","","","","","","","72","H","0","img/none_selected.jpg","","10","main_expt"
"","bandit","90","717899","0.0-51.0-0.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","314","","","","","","","0","1","0","","0.3514007431","0.6","0.4","0.2","0.8","0.2998731478","0.1836365694","0.3514007431","0.3065973113","","","","","","","","","","","","75","K","2","","","11","main_expt"
"","bandit","91","719866","0.0-52.0-0.0","10879596","wem/bandit_either_2","AWXIEV9H6KT9E","either","4","454","","","","","","","1","0","0","0.2143869662","","0.6","0.4","0.2","0.8","","","","","0.2942822571","0.2143869662","0.3722032088","0.3271859636","","","","","","","","74","J","1","","","12","main_expt"
