"consent","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift","rt","responses","key_press","expt_phase","like","value","connected","gems","bombs","no_reward","GemPrChosen","BombPrChosen","GainOverPainPr_0","GainOverPainPr_1","GainOverPainPr_2","GainOverPainPr_3","LosePr_0","LosePr_1","LosePr_2","LosePr_3","WinPr_0","WinPr_1","WinPr_2","WinPr_3","Q0","Q1","Q2","gender","age","ethnicity","target","respCharCode","respKey","respChoiceNum","respChoice","practice","trial_counter","trial_label"
"INL_behavioral_consent_30min_online.html","consent","0","6447","0.0-0.0","40792425","wem/bandit_either_2","A0017268R9SKD8U2Y3F","either","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","1","10755","0.0-1.0","40792425","wem/bandit_either_2","A0017268R9SKD8U2Y3F","either","2","3302","{""Q0"":""A0017268R9SKD8U2Y3F""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","2","17331","0.0-2.0","40792425","wem/bandit_either_2","A0017268R9SKD8U2Y3F","either","2","5574","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","3","23514","0.0-3.0","40792425","wem/bandit_either_2","A0017268R9SKD8U2Y3F","either","2","6182","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","4","45451","0.0-4.0","40792425","wem/bandit_either_2","A0017268R9SKD8U2Y3F","either","2","21936","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","5","70883","0.0-5.0","40792425","wem/bandit_either_2","A0017268R9SKD8U2Y3F","either","2","25430","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","6","87667","0.0-6.0","40792425","wem/bandit_either_2","A0017268R9SKD8U2Y3F","either","2","16783","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","7","97555","0.0-7.0","40792425","wem/bandit_either_2","A0017268R9SKD8U2Y3F","either","2","9887","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","8","104547","0.0-8.0","40792425","wem/bandit_either_2","A0017268R9SKD8U2Y3F","either","2","6991","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","identification","9","110818","0.0-9.0-0.0","40792425","wem/bandit_either_2","A0017268R9SKD8U2Y3F","either","2","6259","","","","6","6","6","","","","","","","","","","","","","","","","","","","","","","","","the village of Zur","","","","","","",""
"","identification","10","115313","0.0-9.0-1.0","40792425","wem/bandit_either_2","A0017268R9SKD8U2Y3F","either","2","3486","","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","the village of Nyx","","","","","","",""
"","text","11","125531","0.0-10.0","40792425","wem/bandit_either_2","A0017268R9SKD8U2Y3F","either","2","9216","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","12","129545","0.0-11.0","40792425","wem/bandit_either_2","A0017268R9SKD8U2Y3F","either","2","4013","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","13","133873","0.0-12.0","40792425","wem/bandit_either_2","A0017268R9SKD8U2Y3F","either","2","4326","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","14","139010","0.0-13.0","40792425","wem/bandit_either_2","A0017268R9SKD8U2Y3F","either","2","5136","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","bandit","15","142751","0.0-14.0-0.0","40792425","wem/bandit_either_2","A0017268R9SKD8U2Y3F","either","2","2236","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0",""
"","bandit","16","145543","0.0-15.0-0.0","40792425","wem/bandit_either_2","A0017268R9SKD8U2Y3F","either","2","1287","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","","75","K","0","img/none_selected_demo.jpg","true","0",""
"","text","17","159953","0.0-16.0","40792425","wem/bandit_either_2","A0017268R9SKD8U2Y3F","either","2","14409","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","18","170450","0.0-17.0","40792425","wem/bandit_either_2","A0017268R9SKD8U2Y3F","either","2","10495","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","19","178560","0.0-18.0","40792425","wem/bandit_either_2","A0017268R9SKD8U2Y3F","either","2","8110","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","20","181026","0.0-19.0","40792425","wem/bandit_either_2","A0017268R9SKD8U2Y3F","either","2","2465","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","bandit","21","183839","0.0-20.0-0.0","40792425","wem/bandit_either_2","A0017268R9SKD8U2Y3F","either","2","1308","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice"
"","bandit","22","185655","0.0-20.0-1.0","40792425","wem/bandit_either_2","A0017268R9SKD8U2Y3F","either","2","311","","","","","","","0","1","0","","0.2","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","75","K","1","","true","0","80_20_practice"
"","bandit","23","187375","0.0-20.0-2.0","40792425","wem/bandit_either_2","A0017268R9SKD8U2Y3F","either","2","215","","","","","","","0","0","1","0.2","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","75","K","1","","true","0","80_20_practice"
