"consent","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift","rt","responses","key_press","expt_phase","like","value","connected","gems","bombs","no_reward","GemPrChosen","BombPrChosen","GainOverPainPr_0","GainOverPainPr_1","GainOverPainPr_2","GainOverPainPr_3","LosePr_0","LosePr_1","LosePr_2","LosePr_3","WinPr_0","WinPr_1","WinPr_2","WinPr_3","Q0","Q1","Q2","gender","age","ethnicity","target","respCharCode","respKey","respChoiceNum","respChoice","practice","trial_counter","trial_label","button_pressed"
"INL_behavioral_consent_30min_online.html","consent","0","6527","0.0-0.0","12922303","wem/bandit_either_3","AMCBA6BNEVO01","either","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","1","14264","0.0-1.0","12922303","wem/bandit_either_3","AMCBA6BNEVO01","either","2","6731","{""Q0"":""AMCBA6BNEVO01""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","2","28294","0.0-2.0","12922303","wem/bandit_either_3","AMCBA6BNEVO01","either","2","13028","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","3","33821","0.0-3.0","12922303","wem/bandit_either_3","AMCBA6BNEVO01","either","2","5526","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","4","48919","0.0-4.0","12922303","wem/bandit_either_3","AMCBA6BNEVO01","either","2","15098","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","5","59937","0.0-5.0","12922303","wem/bandit_either_3","AMCBA6BNEVO01","either","2","11017","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","6","80973","0.0-6.0","12922303","wem/bandit_either_3","AMCBA6BNEVO01","either","2","21034","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","7","86293","0.0-7.0","12922303","wem/bandit_either_3","AMCBA6BNEVO01","either","2","5319","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","8","88726","0.0-8.0","12922303","wem/bandit_either_3","AMCBA6BNEVO01","either","2","2432","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","identification","9","95207","0.0-9.0-0.0","12922303","wem/bandit_either_3","AMCBA6BNEVO01","either","2","6474","","","","3","5","5","","","","","","","","","","","","","","","","","","","","","","","","the village of Zur","","","","","","","",""
"","identification","10","102072","0.0-9.0-1.0","12922303","wem/bandit_either_3","AMCBA6BNEVO01","either","2","5857","","","","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","the village of Nyx","","","","","","","",""
"","text","11","106872","0.0-10.0","12922303","wem/bandit_either_3","AMCBA6BNEVO01","either","2","3799","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","12","109696","0.0-11.0","12922303","wem/bandit_either_3","AMCBA6BNEVO01","either","2","2822","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","13","113594","0.0-12.0","12922303","wem/bandit_either_3","AMCBA6BNEVO01","either","2","3896","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","14","120433","0.0-13.0","12922303","wem/bandit_either_3","AMCBA6BNEVO01","either","2","6839","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","bandit","15","123305","0.0-14.0-0.0","12922303","wem/bandit_either_3","AMCBA6BNEVO01","either","2","1365","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","",""
"","bandit","16","125592","0.0-15.0-0.0","12922303","wem/bandit_either_3","AMCBA6BNEVO01","either","2","784","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","","75","K","0","img/none_selected_demo.jpg","true","0","",""
"","text","17","132260","0.0-16.0","12922303","wem/bandit_either_3","AMCBA6BNEVO01","either","2","6666","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","18","139277","0.0-17.0","12922303","wem/bandit_either_3","AMCBA6BNEVO01","either","2","7016","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","19","144820","0.0-18.0","12922303","wem/bandit_either_3","AMCBA6BNEVO01","either","2","5542","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","20","147220","0.0-19.0","12922303","wem/bandit_either_3","AMCBA6BNEVO01","either","2","2400","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","bandit","21","149259","0.0-20.0-0.0","12922303","wem/bandit_either_3","AMCBA6BNEVO01","either","2","534","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","22","151067","0.0-20.0-1.0","12922303","wem/bandit_either_3","AMCBA6BNEVO01","either","2","303","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
