"consent","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift","rt","responses","key_press","expt_phase","like","value","connected","gems","bombs","no_reward","GemPrChosen","BombPrChosen","GainOverPainPr_0","GainOverPainPr_1","GainOverPainPr_2","GainOverPainPr_3","LosePr_0","LosePr_1","LosePr_2","LosePr_3","WinPr_0","WinPr_1","WinPr_2","WinPr_3","Q0","Q1","Q2","gender","age","ethnicity","target","respCharCode","respKey","respChoiceNum","respChoice","practice","trial_counter","trial_label","button_pressed"
"INL_behavioral_consent_30min_online.html","consent","0","4333","0.0-0.0","72887333","wem/bandit_either_3","A1727A5VJOZAMR","either","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","1","6493","0.0-1.0","72887333","wem/bandit_either_3","A1727A5VJOZAMR","either","8","1144","{""Q0"":""A1727A5VJOZAMR""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","2","52078","0.0-2.0","72887333","wem/bandit_either_3","A1727A5VJOZAMR","either","8","44580","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","3","55416","0.0-3.0","72887333","wem/bandit_either_3","A1727A5VJOZAMR","either","8","3335","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","4","58749","0.0-4.0","72887333","wem/bandit_either_3","A1727A5VJOZAMR","either","8","3330","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","5","62071","0.0-5.0","72887333","wem/bandit_either_3","A1727A5VJOZAMR","either","8","3320","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","6","65396","0.0-6.0","72887333","wem/bandit_either_3","A1727A5VJOZAMR","either","8","3322","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","7","68731","0.0-7.0","72887333","wem/bandit_either_3","A1727A5VJOZAMR","either","8","3332","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","8","72080","0.0-8.0","72887333","wem/bandit_either_3","A1727A5VJOZAMR","either","8","3347","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","identification","9","98302","0.0-9.0-0.0","72887333","wem/bandit_either_3","A1727A5VJOZAMR","either","8","26195","","","","5","3","4","","","","","","","","","","","","","","","","","","","","","","","","the village of Zur","","","","","","","",""
"","identification","10","101814","0.0-9.0-1.0","72887333","wem/bandit_either_3","A1727A5VJOZAMR","either","8","2485","","","","6","2","4","","","","","","","","","","","","","","","","","","","","","","","","the village of Nyx","","","","","","","",""
"","text","11","105433","0.0-10.0","72887333","wem/bandit_either_3","A1727A5VJOZAMR","either","8","2615","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","12","108762","0.0-11.0","72887333","wem/bandit_either_3","A1727A5VJOZAMR","either","8","3325","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","13","112092","0.0-12.0","72887333","wem/bandit_either_3","A1727A5VJOZAMR","either","8","3327","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","14","115412","0.0-13.0","72887333","wem/bandit_either_3","A1727A5VJOZAMR","either","8","3318","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","bandit","15","117452","0.0-14.0-0.0","72887333","wem/bandit_either_3","A1727A5VJOZAMR","either","8","509","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","",""
"","bandit","16","121290","0.0-15.0-0.0","72887333","wem/bandit_either_3","A1727A5VJOZAMR","either","8","2313","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","","75","K","0","img/none_selected_demo.jpg","true","0","",""
"","text","17","122065","0.0-16.0","72887333","wem/bandit_either_3","A1727A5VJOZAMR","either","8","773","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","18","132065","0.0-17.0","72887333","wem/bandit_either_3","A1727A5VJOZAMR","either","8","9998","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","19","135407","0.0-18.0","72887333","wem/bandit_either_3","A1727A5VJOZAMR","either","8","3340","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","20","138735","0.0-19.0","72887333","wem/bandit_either_3","A1727A5VJOZAMR","either","8","3326","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","bandit","21","140758","0.0-20.0-0.0","72887333","wem/bandit_either_3","A1727A5VJOZAMR","either","8","513","","","","","","","0","0","1","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","22","144102","0.0-20.0-1.0","72887333","wem/bandit_either_3","A1727A5VJOZAMR","either","8","1828","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","23","147433","0.0-20.0-2.0","72887333","wem/bandit_either_3","A1727A5VJOZAMR","either","8","1812","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","24","150756","0.0-20.0-3.0","72887333","wem/bandit_either_3","A1727A5VJOZAMR","either","8","1799","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","25","154112","0.0-20.0-4.0","72887333","wem/bandit_either_3","A1727A5VJOZAMR","either","8","1829","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","26","157451","0.0-20.0-5.0","72887333","wem/bandit_either_3","A1727A5VJOZAMR","either","8","1812","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","27","160795","0.0-20.0-6.0","72887333","wem/bandit_either_3","A1727A5VJOZAMR","either","8","1826","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","28","164131","0.0-20.0-7.0","72887333","wem/bandit_either_3","A1727A5VJOZAMR","either","8","1814","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
