"consent","trial_type","trial_index","time_elapsed","internal_node_id","subjID","study","MID","cond","drift","rt","responses","key_press","expt_phase","like","value","connected","gems","bombs","no_reward","GemPrChosen","BombPrChosen","GainOverPainPr_0","GainOverPainPr_1","GainOverPainPr_2","GainOverPainPr_3","LosePr_0","LosePr_1","LosePr_2","LosePr_3","WinPr_0","WinPr_1","WinPr_2","WinPr_3","Q0","Q1","Q2","gender","age","ethnicity","target","respCharCode","respKey","respChoiceNum","respChoice","practice","trial_counter","trial_label","button_pressed"
"INL_behavioral_consent_30min_online.html","consent","0","5155","0.0-0.0","72778408","wem/bandit_either_3","AT0COJ1G23ZB0","either","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","survey-text","1","7921","0.0-1.0","72778408","wem/bandit_either_3","AT0COJ1G23ZB0","either","2","1752","{""Q0"":""AT0COJ1G23ZB0""}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","2","12343","0.0-2.0","72778408","wem/bandit_either_3","AT0COJ1G23ZB0","either","2","3420","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","3","15206","0.0-3.0","72778408","wem/bandit_either_3","AT0COJ1G23ZB0","either","2","2860","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","4","21927","0.0-4.0","72778408","wem/bandit_either_3","AT0COJ1G23ZB0","either","2","6717","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","5","27879","0.0-5.0","72778408","wem/bandit_either_3","AT0COJ1G23ZB0","either","2","5948","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","6","35543","0.0-6.0","72778408","wem/bandit_either_3","AT0COJ1G23ZB0","either","2","7659","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","7","38151","0.0-7.0","72778408","wem/bandit_either_3","AT0COJ1G23ZB0","either","2","2603","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","8","39701","0.0-8.0","72778408","wem/bandit_either_3","AT0COJ1G23ZB0","either","2","1548","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","identification","9","44235","0.0-9.0-0.0","72778408","wem/bandit_either_3","AT0COJ1G23ZB0","either","2","4496","","","","6","6","6","","","","","","","","","","","","","","","","","","","","","","","","the village of Zur","","","","","","","",""
"","identification","10","47400","0.0-9.0-1.0","72778408","wem/bandit_either_3","AT0COJ1G23ZB0","either","2","2131","","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","the village of Nyx","","","","","","","",""
"","text","11","50509","0.0-10.0","72778408","wem/bandit_either_3","AT0COJ1G23ZB0","either","2","2090","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","12","51685","0.0-11.0","72778408","wem/bandit_either_3","AT0COJ1G23ZB0","either","2","1172","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","13","52613","0.0-12.0","72778408","wem/bandit_either_3","AT0COJ1G23ZB0","either","2","926","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","14","54212","0.0-13.0","72778408","wem/bandit_either_3","AT0COJ1G23ZB0","either","2","1593","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","bandit","15","57423","0.0-14.0-0.0","72778408","wem/bandit_either_3","AT0COJ1G23ZB0","either","2","1673","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","",""
"","bandit","16","59607","0.0-15.0-0.0","72778408","wem/bandit_either_3","AT0COJ1G23ZB0","either","2","670","","","","","","","0","0","1","0","0","","","","","0","","","","0","","","","","","","","","","","75","K","0","img/none_selected_demo.jpg","true","0","",""
"","text","17","63556","0.0-16.0","72778408","wem/bandit_either_3","AT0COJ1G23ZB0","either","2","3946","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","18","69543","0.0-17.0","72778408","wem/bandit_either_3","AT0COJ1G23ZB0","either","2","5982","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","19","72774","0.0-18.0","72778408","wem/bandit_either_3","AT0COJ1G23ZB0","either","2","3224","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","20","74326","0.0-19.0","72778408","wem/bandit_either_3","AT0COJ1G23ZB0","either","2","1546","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","bandit","21","76534","0.0-20.0-0.0","72778408","wem/bandit_either_3","AT0COJ1G23ZB0","either","2","690","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","22","78758","0.0-20.0-1.0","72778408","wem/bandit_either_3","AT0COJ1G23ZB0","either","2","659","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","23","80822","0.0-20.0-2.0","72778408","wem/bandit_either_3","AT0COJ1G23ZB0","either","2","552","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","24","82757","0.0-20.0-3.0","72778408","wem/bandit_either_3","AT0COJ1G23ZB0","either","2","408","","","","","","","0","0","1","","0.2","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","75","K","1","","true","0","80_20_practice",""
"","bandit","25","84660","0.0-20.0-4.0","72778408","wem/bandit_either_3","AT0COJ1G23ZB0","either","2","367","","","","","","","0","0","1","","0.2","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","75","K","1","","true","0","80_20_practice",""
"","bandit","26","86565","0.0-20.0-5.0","72778408","wem/bandit_either_3","AT0COJ1G23ZB0","either","2","373","","","","","","","0","0","1","0.2","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","75","K","1","","true","0","80_20_practice",""
"","bandit","27","88436","0.0-20.0-6.0","72778408","wem/bandit_either_3","AT0COJ1G23ZB0","either","2","339","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","28","90463","0.0-20.0-7.0","72778408","wem/bandit_either_3","AT0COJ1G23ZB0","either","2","485","","","","","","","0","1","0","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","29","92430","0.0-20.0-8.0","72778408","wem/bandit_either_3","AT0COJ1G23ZB0","either","2","428","","","","","","","0","0","1","","0.2","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","75","K","1","","true","0","80_20_practice",""
"","bandit","30","94320","0.0-20.0-9.0","72778408","wem/bandit_either_3","AT0COJ1G23ZB0","either","2","344","","","","","","","1","0","0","0.2","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","75","K","1","","true","0","80_20_practice",""
"","bandit","31","96158","0.0-20.0-10.0","72778408","wem/bandit_either_3","AT0COJ1G23ZB0","either","2","309","","","","","","","1","0","0","0.2","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","75","K","1","","true","0","80_20_practice",""
"","bandit","32","98030","0.0-20.0-11.0","72778408","wem/bandit_either_3","AT0COJ1G23ZB0","either","2","347","","","","","","","0","0","1","","0.2","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","75","K","1","","true","0","80_20_practice",""
"","bandit","33","99933","0.0-20.0-12.0","72778408","wem/bandit_either_3","AT0COJ1G23ZB0","either","2","366","","","","","","","0","0","1","","0.2","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","75","K","1","","true","0","80_20_practice",""
"","bandit","34","101772","0.0-20.0-13.0","72778408","wem/bandit_either_3","AT0COJ1G23ZB0","either","2","309","","","","","","","0","0","1","","0.2","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","75","K","1","","true","0","80_20_practice",""
"","bandit","35","103628","0.0-20.0-14.0","72778408","wem/bandit_either_3","AT0COJ1G23ZB0","either","2","317","","","","","","","0","0","1","","0.2","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","75","K","1","","true","0","80_20_practice",""
"","bandit","36","105440","0.0-20.0-15.0","72778408","wem/bandit_either_3","AT0COJ1G23ZB0","either","2","289","","","","","","","0","0","1","0.2","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","75","K","1","","true","0","80_20_practice",""
"","bandit","37","107234","0.0-20.0-16.0","72778408","wem/bandit_either_3","AT0COJ1G23ZB0","either","2","274","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","38","109426","0.0-20.0-17.0","72778408","wem/bandit_either_3","AT0COJ1G23ZB0","either","2","306","","","","","","","0","0","1","","0.8","0.5","0.5","","","0.8","0.2","","","","","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","39","111351","0.0-20.0-18.0","72778408","wem/bandit_either_3","AT0COJ1G23ZB0","either","2","390","","","","","","","0","0","1","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","bandit","40","113566","0.0-20.0-19.0","72778408","wem/bandit_either_3","AT0COJ1G23ZB0","either","2","586","","","","","","","1","0","0","0.8","","0.5","0.5","","","","","","","0.8","0.2","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","80_20_practice",""
"","text","41","113747","0.0-21.0","72778408","wem/bandit_either_3","AT0COJ1G23ZB0","either","2","177","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","bandit","42","117013","0.0-22.0-0.0","72778408","wem/bandit_either_3","AT0COJ1G23ZB0","either","2","1738","","","","","","","1","0","0","1","0","","","","","0","1","","","1","0","","","","","","","","","","74","J","0","img/none_selected_demo.jpg","true","0","",""
"","text","43","119587","0.0-23.0","72778408","wem/bandit_either_3","AT0COJ1G23ZB0","either","2","2570","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","text","44","120563","0.0-24.0","72778408","wem/bandit_either_3","AT0COJ1G23ZB0","either","2","972","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
